标题,browser,字段1,价格,status,字段2
【关键词优化】关键词优化不锈钢弯头第一期,288人,1人,¥1000,圆满完成,直接雇佣
【微信代运营】推广公众号,349人,1人,¥9000,圆满完成,直接雇佣
【微信代运营】大量需要微信扫描二维码关注,471人,1人,¥8500,圆满完成,直接雇佣
【产品推广】网络推广单品宣打包,340人,1人,¥9800,圆满完成,直接雇佣
【关键词优化】企业网站SEO,378人,1人,¥3000,圆满完成,直接雇佣
【问卷调查】旅游项目线下推广,1343人,1人,¥28000,圆满完成,直接雇佣
【微信推广】淘宝收藏流量打造爆款淘宝推广宝贝收藏店铺收藏淘宝销量提升必备,225人,1人,¥150,圆满完成,直接雇佣
【微信推广】【微信推广】微信图文阅读分享回复点赞转发，市价最低，量大从优！,146人,1人,¥200,圆满完成,直接雇佣
【微信推广】微营销推广及宣传,559人,1人,¥18000,圆满完成,直接雇佣
【微信推广】微信商城,324人,1人,¥1500,圆满完成,直接雇佣
【整合营销】设计类QQ群加人拉人，定时发广告,550人,1人,¥100,圆满完成,直接雇佣
【整合营销】时尚女性类型的邮件广告推送,417人,1人,¥200,圆满完成,直接雇佣
【产品推广】【网站建设定制】精美企业网站设计与开发定制,301人,1人,¥3716,圆满完成,直接雇佣
【产品推广】本地旅游项目运营,315人,1人,¥30000,圆满完成,直接雇佣
【微博营销】活跃论坛顶贴发帖，门户论坛发帖加精置顶,717人,1人,¥100,圆满完成,直接雇佣
【微博营销】百度，360，soso问答推广，需要收录不被删。,527人,1人,¥200,圆满完成,直接雇佣
【微博营销】新浪微博企业账号蓝v认证，新浪微博个人微博黄v认证,1266人,1人,¥250,圆满完成,直接雇佣
【口碑营销】百度口碑维护，百度知道上传，我方提供评论,253人,1人,¥200,圆满完成,直接雇佣
【微信推广】微信公众平台业务推广,212人,1人,¥30000,圆满完成,直接雇佣
,,,,,
【产品推广】【新闻推广】新闻稿软文发布网络软文推广，不成功不收费！,170人,1人,¥100,圆满完成,直接雇佣
【产品推广】【百度知道】360问答搜狗问问知乎问答，高存活，高收录，低价格！,111人,1人,¥100,圆满完成,直接雇佣
【产品推广】要求文库发布包收录不被删，能带联系方式就更好了。,366人,1人,¥200,圆满完成,直接雇佣
【产品推广】要求收录高的论坛多发，保证不被删。,409人,1人,¥100,圆满完成,直接雇佣
【微博营销】微博+微信公众号运营第二期,753人,1人,¥29960,圆满完成,直接雇佣
【微博营销】微博+微信公众号运营第二期,600人,1人,¥30000,圆满完成,直接雇佣
【产品推广】公司需要创建百度百科,279人,1人,¥600,圆满完成,直接雇佣
【网站优化方案】我的网站需要推广下,222人,1人,¥2000,圆满完成,直接雇佣
【网店推广】博客推广，新浪博客、网易博客、搜狐博客推广，博客要有收录，并且不能被删,255人,1人,¥100,圆满完成,直接雇佣
【活动策划】双十一线上活动策划,269人,1人,¥400,圆满完成,直接雇佣
【关键词优化】摄影工作室网络推广,180人,1人,¥6700,圆满完成,直接雇佣
【微信推广】我的微店需要推广,318人,1人,¥2000,圆满完成,直接雇佣
【产品推广】外链推广,561人,1人,¥1800,圆满完成,直接雇佣
【活动策划】手机店活动策划,195人,1人,¥400,圆满完成,直接雇佣
【产品推广】微博+公众号运营,522人,1人,¥19920,圆满完成,直接雇佣
【产品推广】【分类信息】58赶集网B2B信息网站发布推广，要求72小时内不能删,378人,1人,¥150,圆满完成,直接雇佣
【产品推广】【百度知道】360问答搜狗问问知乎问答，高存活，高收录，低价格！,159人,1人,¥350,圆满完成,直接雇佣
【微博营销】某品牌微博推广,522人,1人,¥15000,圆满完成,直接雇佣
【活动策划】香格里拉（深圳）庆典活动,374人,1人,¥50000,圆满完成,直接雇佣
【活动策划】超豪华海外游旅行设计,245人,1人,¥19960,圆满完成,直接雇佣
【网站优化方案】【百度贴吧推广】贴吧发帖顶贴回帖加精置顶百度贴吧关注粉丝推广,567人,1人,¥4023,圆满完成,直接雇佣
【微博营销】【微博认证】新浪个人认证+企业认证包过，不过全退款！,915人,1人,¥250,圆满完成,直接雇佣
【活动策划】公司年会策划设计,315人,1人,¥25000,圆满完成,直接雇佣
【产品推广】手工论坛顶贴发帖各大门户论坛加精论坛置顶论坛推广,1603人,1人,¥100,圆满完成,直接雇佣
【产品推广】百度知道问答  带链接,241人,1人,¥100,圆满完成,直接雇佣
【产品推广】普通粉就可以了,217人,1人,¥150,圆满完成,直接雇佣
【产品推广】150  百度文库上传，一篇1元，接不,317人,1人,¥150,圆满完成,直接雇佣
【产品推广】100元  微信公众 5万阅读量,427人,1人,¥100,圆满完成,直接雇佣
【产品推广】食品淘宝店推广方案,168人,1人,¥100,圆满完成,直接雇佣
【产品推广】驾校微信推广,133人,1人,¥200,圆满完成,直接雇佣
,,,,,
【产品推广】写作公司新闻稿软文，新手以及敷衍的勿扰！,205人,1人,¥100,圆满完成,直接雇佣
【产品推广】下载量要真实，IOS5000，安卓5000,197人,1人,¥100,圆满完成,直接雇佣
【产品推广】微博发布，有头像，活跃号，评论和点赞数不能低于要求,332人,1人,¥250,圆满完成,直接雇佣
"【产品推广】百度问答推广,只答不问，2元一稿，50个稿件",125人,1人,¥100,圆满完成,直接雇佣
【产品推广】要求在各类大型分类信息网推广发布，且被收录不被删。,308人,1人,¥100,圆满完成,直接雇佣
【网店推广】【博客营销】新浪博客搜狐网易和讯博客发布，百分百存活，高收录！,347人,1人,¥100,圆满完成,直接雇佣
【产品推广】500人群手工QQ群推广，千人群QQ群群发,263人,1人,¥100,圆满完成,直接雇佣
【产品推广】微信活动投票，一票0.5元，要求真实不被查出来,779人,1人,¥50,圆满完成,直接雇佣
【产品推广】邮件群发推广、QQ邮箱采集，SEM邮件代发,772人,1人,¥200,圆满完成,直接雇佣
【口碑营销】360点评、大众点评的口碑维护，人工真实评语,297人,1人,¥100,圆满完成,直接雇佣
【产品推广】【百科创建】百度百科应用软件类百科词条创建,82人,1人,¥500,圆满完成,直接雇佣
【产品推广】安卓、360应用宝、华为、小米/IOS真机APP下载，评论，激活,157人,1人,¥100,圆满完成,直接雇佣
【产品推广】传媒推广,653人,1人,¥7500,圆满完成,直接雇佣
【关键词优化】电商交易平台SEO推广,527人,1人,¥33000,圆满完成,直接雇佣
【关键词优化】关键词排名优化,221人,1人,¥30000,圆满完成,直接雇佣
【产品推广】网站外链推广,559人,1人,¥3000,圆满完成,直接雇佣
【产品推广】微博线上推广 第一期,210人,1人,¥30000,圆满完成,直接雇佣
【产品推广】百度优化推广 第一期,513人,1人,¥50000,圆满完成,直接雇佣
【产品推广】微信公众号推广 第一期,535人,1人,¥50000,圆满完成,直接雇佣
【产品推广】商城线上推广及活动方案策划,578人,1人,¥50000,圆满完成,直接雇佣
【产品推广】指定目标人群的邮件群发,319人,1人,¥200,圆满完成,直接雇佣
【口碑营销】企业口碑维护及人工评论,202人,1人,¥100,圆满完成,直接雇佣
【产品推广】平价韩妆想要做微博推送的推广,266人,1人,¥250,圆满完成,直接雇佣
【微信推广】企业百科制作加公司法人百科制作 500元,471人,1人,¥500,圆满完成,直接雇佣
【微信推广】微博粉丝一个0.25元，需要200个,638人,1人,¥50,圆满完成,直接雇佣
【产品推广】要求新浪博客，网易，天涯等高权重高流量平台成功发布推广软文，不被删，有收录！,296人,1人,¥100,圆满完成,直接雇佣
【微信推广】微信活动投票一票0.5元，需要100个投票,603人,1人,¥50,圆满完成,直接雇佣
【产品推广】微信公众号文章评论+点赞+转发,273人,1人,¥200,圆满完成,直接雇佣
【产品推广】2篇百度文库纯文字推广，1篇道客巴巴纯文字推广,238人,1人,¥150,圆满完成,直接雇佣
【产品推广】带网址链接贴外链及论坛推广,164人,1人,¥100,圆满完成,直接雇佣
,,,,,
【产品推广】家居类软文代发，我方提供稿件,151人,1人,¥100,圆满完成,直接雇佣
【产品推广】百度知道 我方提供问答资料,192人,1人,¥100,圆满完成,直接雇佣
【关键词优化】品牌线上搜索优化,472人,1人,¥50000,圆满完成,直接雇佣
【微信推广】微信推广运营,313人,1人,¥700,圆满完成,直接雇佣
【微博营销】品牌活动推广策划,873人,1人,¥50000,圆满完成,直接雇佣
【活动策划】11月份活动系列设计,417人,1人,¥900,圆满完成,直接雇佣
【产品推广】传媒推广,454人,1人,¥5500,圆满完成,直接雇佣
【活动策划】招商方案,501人,1人,¥300,圆满完成,直接雇佣
【产品推广】外链推广,393人,1人,¥1200,圆满完成,直接雇佣
【网店推广】更改新浪企业微博蓝V认证,248人,1人,¥250,圆满完成,直接雇佣
【网店推广】博客发帖，1稿2元，操作简单，审核快！,263人,1人,¥100,圆满完成,直接雇佣
【网店推广】我淘宝新店铺需要推广,180人,1人,¥50,圆满完成,直接雇佣
【产品推广】企业微信公众号投标,103人,1人,¥80,圆满完成,直接雇佣
【产品推广】黄金假期团购旅游优惠，邮件群发,246人,1人,¥200,圆满完成,直接雇佣
【产品推广】500人以上QQ群群发广告 一条0.5元,323人,1人,¥50,圆满完成,直接雇佣
【口碑营销】百度口碑和360的点评，需真实有效,114人,1人,¥100,圆满完成,直接雇佣
【产品推广】我要新浪初级粉4000  普通粉5000 高级粉1000,264人,1人,¥100,圆满完成,直接雇佣
【产品推广】需要在厦门 58 赶集小鱼网上发帖,230人,1人,¥150,圆满完成,直接雇佣
【产品推广】600个微信转发朋友圈，需要真实有效,99人,1人,¥200,圆满完成,直接雇佣
【产品推广】寻找比较优质的新闻软文发布，新闻推广,244人,1人,¥150,圆满完成,直接雇佣
【产品推广】360、百度问答、搜狗问答、搜搜问答推广,127人,1人,¥80,圆满完成,直接雇佣
【产品推广】企业网站百科词条进行修改，增加企业发展历程,170人,1人,¥800,圆满完成,直接雇佣
【微博营销】百度文库 软文上传/代传,427人,1人,¥150,圆满完成,直接雇佣
【产品推广】安卓评论下载量带评论,78人,1人,¥100,圆满完成,直接雇佣
【微博营销】天涯+新浪平台发帖，要求手工！,419人,1人,¥150,圆满完成,直接雇佣
【微博营销】安卓APP下载评论,337人,1人,¥100,圆满完成,直接雇佣
【产品推广】传媒推广,412人,1人,¥5000,圆满完成,直接雇佣
【产品推广】外链推广,222人,1人,¥1200,圆满完成,直接雇佣
【活动策划】设计一套PK场活动页面,440人,1人,¥300,圆满完成,直接雇佣
【关键词优化】游戏动漫网站SEO优化,550人,1人,¥28000,圆满完成,直接雇佣
,,,,,
【关键词优化】大型网游SEO推广二期,429人,1人,¥35000,圆满完成,直接雇佣
【活动策划】制作一整套10月活动设计,416人,1人,¥800,圆满完成,直接雇佣
【活动策划】中秋宣传活动策划,228人,1人,¥900,圆满完成,直接雇佣
【产品推广】问答推广,154人,1人,¥1400,圆满完成,直接雇佣
【产品推广】外链推广,393人,1人,¥1200,圆满完成,直接雇佣
【关键词优化】网站SEO优化,530人,1人,¥45500,圆满完成,直接雇佣
【产品推广】外链推广,396人,1人,¥1800,圆满完成,直接雇佣
【产品推广】做这个店铺,223人,1人,¥5000,圆满完成,直接雇佣
【活动策划】主题活动策划长期合作,271人,1人,¥40000,圆满完成,直接雇佣
【关键词优化】电商网站SEO推广,899人,1人,¥60000,圆满完成,直接雇佣
【活动策划】设计一整套的9月份活动,350人,1人,¥900,圆满完成,直接雇佣
【关键词优化】网络游戏seo推广,954人,1人,¥64000,圆满完成,直接雇佣
【产品推广】品牌线上推广第一期,219人,1人,¥42000,圆满完成,直接雇佣
【关键词优化】问答推广,161人,1人,¥1500,圆满完成,直接雇佣
【微信推广】厦门小吃餐厅logo和VI设计,230人,1人,¥5000,圆满完成,直接雇佣
【关键词优化】百度关键词优化,487人,1人,¥1000,圆满完成,直接雇佣
【关键词优化】梦幻游戏SEO推广三期,310人,1人,¥42000,圆满完成,直接雇佣
【关键词优化】梦幻游戏SEO推广二期,417人,1人,¥48000,圆满完成,直接雇佣
【关键词优化】梦幻游戏SEO推广一期,360人,1人,¥42000,圆满完成,直接雇佣
【网站优化方案】我的网站需要推广,322人,1人,¥5600,圆满完成,直接雇佣
【关键词优化】网站SEO优化以及推广,286人,1人,¥40000,圆满完成,直接雇佣
【产品推广】知道问答,334人,1人,¥2000,圆满完成,直接雇佣
【关键词优化】双语言网站SEO推广,730人,1人,¥61000,圆满完成,直接雇佣
【关键词优化】企业官网SEO优化,377人,1人,¥40000,圆满完成,直接雇佣
【关键词优化】农庄网站seo推广,448人,1人,¥30000,圆满完成,直接雇佣
【关键词优化】电商网站seo推广三期,410人,1人,¥52700,圆满完成,直接雇佣
【产品推广】知道问答,142人,1人,¥1500,圆满完成,直接雇佣
【关键词优化】电商网站seo推广二期,226人,1人,¥10000,圆满完成,直接雇佣
