标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【包装设计】商用的厨余处理器，净水器，饮水机包装设计,https://task.epwk.com/1057471/,44人,1人,¥3000,圆满完成,,vitorru,项目:商用的厨余处理器，净水器，饮水机包装设计所在行业:智能设备行业组织性质:公司地区:武汉（要找武汉的）需求:商用的厨余处理器，雇主是初创公司，成立时间不久，主要是做智能硬件设备，比如：净水器，饮水机，商用的厨余垃圾处理器的包装要设计，同时还需要做品牌策划包装，公司在杭州，运营中心在武汉，想要找比较有创意设计经验的武汉设计团队联系，其他详谈完成时间:尽快。预算:联系报价,2023-09-14,2023.09.18,任务编号：1057471,3000.0,5天,湖北省-武汉市,四喜广告,https://shop.epwk.com/3gd2mv9lvner/,四喜广告,出售服务,https://shop.epwk.com/3gd2mv9lvner/chushou/,企业,三品,79分,总 39 次中标，交易总金额,,四喜广告,,视频媒体 商业摄影 动态海报,价格面议,品牌整合 营销策划  地产推广,价格面议,包装设计 礼品设计 文创开发,价格面议,LOGO VI设计  海报设计  宣传册设计,价格面议,,,,,,,,,,,包装设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,￥5.99万,2023
【宣传册设计】药物类宣传册设计,https://task.epwk.com/1057470/,203人,1人,¥3000,圆满完成,,k6794****72,"项目:药物类宣传册设计称呼:郭女士地区:湖北省,荆州市需求:药物类宣传册设计，需要有类似案例的设计团队沟通细节完成时间:不着急，预算:具体详聊备注：手机微信同号",2023-09-14,2023.09.18,任务编号：1057470,3000.0,20天,湖北省-武汉市,四喜广告,https://shop.epwk.com/3gd2mv9lvner/,四喜广告,出售服务,https://shop.epwk.com/3gd2mv9lvner/chushou/,企业,三品,79分,总 39 次中标，交易总金额,,四喜广告,,视频媒体 商业摄影 动态海报,价格面议,品牌整合 营销策划  地产推广,价格面议,包装设计 礼品设计 文创开发,价格面议,LOGO VI设计  海报设计  宣传册设计,价格面议,,,,,,,,,,,宣传册设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,￥5.99万,2023
【海报设计】价格保护 无忧购物  主题海报一张,https://task.epwk.com/1057398/,383人,2人,¥100,圆满完成,,茴家生活,"茴家生活 店铺海报设计 经营介绍：茴家生活是一家12年经营销售家居用品的老店1、大气、简洁、明快;2、有视觉冲击力，醒目易识别，突出家用品 品牌元素;3、能体现特色，LOGO已有4、海报主题：价格保护 无忧购物   海报文字说明 ：茴家生活储值卡顾客，自购物7天内，如发现所购商品价格（减去满赠金额后）高于该商品天猫旗舰店正常到手价格，请联系我们   差额部分将返回到会员储值卡。知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2023-09-13,2023.09.18,任务编号：1057398,100.0,"1天,3天","上海市-市辖区-虹口区,河北省-邯郸市-永年县",LuStudio,https://shop.epwk.com/omdwk908xdrp/,LuStudio,出售服务,https://shop.epwk.com/omdwk908xdrp/chushou/,个人,九品,38分,,,LuStudio,,PPT私人定制,"￥30
            /页",logo设计/包装设计/活动海报/详情页/banner设计,"￥150
            /页",ui设计App端/web端/小程序/H5界面设计,"￥50
            /页",,,,,,,,,,,,,海报设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【主图设计】制作100张拼多多产品主图,https://task.epwk.com/1057280/,216人,1人,¥100,圆满完成,,o5d1f3d27409ed,制作100张拼多多产品主图，只需要制作主图，每张不一样，突出产品特性就行了，别的没要求。,2023-09-12,2023.09.14,任务编号：1057280,100.0,3天,天津市-天津市-北辰区,隐形人设计工作室,https://shop.epwk.com/omdwkv97mdrp/,隐形人设计工作室,出售服务,https://shop.epwk.com/omdwkv97mdrp/chushou/,工作室,一品,53分,,,隐形人设计工作室,,企业电商详情页设计,"￥1000
            /起",产品字体设计,"￥500
            /起",产品海报设计,"￥1000
            /起",企业产品画册设计,"￥300
            /页",,,,,,,,,,,主图设计,,,,,,产品包装设计,"￥1000
            /起",logo品牌标志设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥500
            /起",,,,2023
"【LOGO设计】纺织类,以""萌蚕""设计一个商标",https://task.epwk.com/1057275/,347人,7人,¥300,圆满完成,,益企发6Y5rz,"经营介绍： 我司是一家纺织辅料公司，主要生产、销售缝纫线、织带类的纺织辅料。请以“萌蚕”设计一个商标，谢谢   设计要求：详情在附件知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;请通过微信联系沟通，加微信时请备注威客",2023-09-12,2024.01.16,任务编号：1057275,300.0,"3天,7天,3天","河北省-邯郸市-永年县,湖北省-武汉市,浙江省-杭州市-西湖区",游鲸印记文化传媒有限公司,https://shop.epwk.com/0jnek9xljnv3/,游鲸印记文化传媒有限公司,出售服务,https://shop.epwk.com/0jnek9xljnv3/chushou/,企业,四品,68分,总 46 次中标，交易总金额,,游鲸印记文化传媒有限公司,,主图设计/活动页面设计/网页设计,"￥599
            /起",电商设计/PS修图/图片处理/详情页设计,"￥888
            /起",排版设计/党建文化/书籍装帧/展示设计,"￥599
            /起",折页设计/门头设计/菜单菜谱设计/横幅设计,"￥400
            /起",,,,,,,,,,,LOGO设计,,,,,,易拉宝展架设计/会员卡设计/封面设计,"￥400
            /起",宣传单页设计/画册设计/名片设计/彩页设计,台历设计/贺卡设计/广告设计/海报设计,"￥300
            /起",包装设计/吉祥物设计/手提袋设计,"￥999
            /起",品牌设计/LOGO设计/VI设计/班徽设计,"￥1200
            /起",,,,,,,,,,,,,,,,,,,"￥500
            /起",,,￥1.29万,2023
【LOGO设计】医疗logo设计 确定合作者,https://task.epwk.com/1057266/,197人,1人,¥3500,圆满完成,,k3799****07,医疗logo设计 确定合作者,2023-09-12,2023.09.26,任务编号：1057266,3500.0,20天,广东省-深圳市-南山区,楷峰文化,https://shop.epwk.com/j7n38qo0o5e1/,楷峰文化,出售服务,https://shop.epwk.com/j7n38qo0o5e1/chushou/,工作室,一品,92分,总 73 次中标，交易总金额,,楷峰文化,,产品外观设计 深圳公司,"￥8000
            /起",包装设计 深圳公司,"￥3500
            /起",创意商业摄影 深圳公司,"￥5000
            /起",,,,,,,,,,,,,LOGO设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,￥27.72万,2023
【包装设计】冰淇淋包装设计尾款,https://task.epwk.com/1057231/,48人,1人,¥1400,圆满完成,,vitorru,项目:冰淇淋包装设计称呼:田女士地区:烟台市需求:冰激凌和冰棍的外包装设计，宣传图片，海报设计完成时间:越快越好预算:设计团队报价备注：手机微信同号,2023-09-12,2023.09.12,任务编号：1057231,1400.0,7天,山东省-烟台市,素造创意,https://shop.epwk.com/m7d7w92qy5q8/,素造创意,出售服务,https://shop.epwk.com/m7d7w92qy5q8/chushou/,企业,一品,93分,总 223 次中标，交易总金额,,素造创意,,LOGO设计,"￥1680
            /起",品牌vi设计,"￥9800
            /起",形象IP设计,"￥5800
            /起",餐饮全案设计,"￥18800
            /起",,,,,,,,,,,包装设计,,,,,,品牌包装设计,"￥2000
            /起",品牌空间设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥10000
            /起",,,￥56.76万,2023
【包装设计】食品包装设计首付款,https://task.epwk.com/1057223/,59人,1人,¥2760,圆满完成,,k2696****06,食品包装设计，已谈好确定合作,2023-09-12,2023.09.13,任务编号：1057223,2760.0,10天,山东省-烟台市,素造创意,https://shop.epwk.com/m7d7w92qy5q8/,素造创意,出售服务,https://shop.epwk.com/m7d7w92qy5q8/chushou/,企业,一品,93分,总 223 次中标，交易总金额,,素造创意,,LOGO设计,"￥1680
            /起",品牌vi设计,"￥9800
            /起",形象IP设计,"￥5800
            /起",餐饮全案设计,"￥18800
            /起",,,,,,,,,,,包装设计,,,,,,品牌包装设计,"￥2000
            /起",品牌空间设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥10000
            /起",,,￥56.76万,2023
【包装设计】猫粮包装设计第二期,https://task.epwk.com/1057086/,80人,1人,¥5400,圆满完成,,福猫百分百,第二期服务,2023-09-11,2023.09.11,任务编号：1057086,5400.0,10天,陕西省-西安市-莲湖区,芒肯文化,https://shop.epwk.com/89dvg142kdl2/,芒肯文化,出售服务,https://shop.epwk.com/89dvg142kdl2/chushou/,企业,四品,67分,总 15 次中标，交易总金额,,芒肯文化,,品牌策划/文案策划/广告策划,"￥18800
            /起",包装设计/策略包装,"￥6800
            /起",吉祥物设计/IP人物设计/插画设计/品牌IP设计,"￥5800
            /起",包装设计/系列包装设计/产品规划,"￥2800
            /起",,,,,,,,,,,包装设计,,,,,,VI设计/品牌设计/视觉识别系统/标志应用设计,"￥9800
            /起",LOGO设计/标志设计/品牌设计/原创设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥1980
            /起",,,￥5.35万,2023
【VI设计】企业VI设计（已谈好）,https://task.epwk.com/1057061/,123人,1人,¥1299,圆满完成,,威辅w4nR9,企业VI设计，产品宣传册，包装盒等等,2023-09-11,2023.09.21,任务编号：1057061,1299.0,7天,广东省-广州市-白云区,画野文化设计工作室,https://shop.epwk.com/0z5o488p7njq/,画野文化设计工作室,出售服务,https://shop.epwk.com/0z5o488p7njq/chushou/,工作室,七品,39分,,,画野文化设计工作室,,,,,,,,,,,,,,,,,,,,VI设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【产品外观设计】设计一个透明包的外观,https://task.epwk.com/1056792/,142人,1人,¥2500,圆满完成,,nhwlkj2023,请参考附件,2023-09-08,2023.09.19,任务编号：1056792,2500.0,7天,河北省-石家庄市,圣智壹喜工业设计,https://shop.epwk.com/0z5o4rgz7njq/,圣智壹喜工业设计,出售服务,https://shop.epwk.com/0z5o4rgz7njq/chushou/,个人,五品,37分,总 6 次中标，交易总金额,,圣智壹喜工业设计,,产品三维动画,"￥888
            /起",产品三维建模,"￥888
            /起",产品效果图渲染,"￥888
            /起",电商详情页设计,"￥888
            /起",,,,,,,,,,,产品外观设计,,,,,,产品结构设计,"￥8888
            /起",产品外观设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥8888
            /起",,,￥1.14万,2023
【3D建模】图像采集盒3d模型修改设计,https://task.epwk.com/1056710/,549人,1人,¥500,圆满完成,,V创知乎,原有的一个图像采集盒是有stp和solidworks文件的，但现在需要在这个基础上改造，具体见附件，主要是更换下方的摄像头部分，具体可参考附件后线上再交流。,2023-09-07,2023.09.17,任务编号：1056710,500.0,500天,河南省-郑州市-金水区,三人行三维制作,https://shop.epwk.com/j7n38jpve5e1/,三人行三维制作,出售服务,https://shop.epwk.com/j7n38jpve5e1/chushou/,个人,四品,38分,,,三人行三维制作,,动画建模渲染,价格面议,模型定制服务,价格面议,,,,,,,,,,,,,,,3D建模,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【包装设计】手绘及烫金杯套设计,https://task.epwk.com/1056629/,103人,1人,¥1500,圆满完成,,威创金品M99mG,1500，8款手绘，2款烫金杯套，已谈好合作,2023-09-07,2023.10.08,任务编号：1056629,1500.0,3天,浙江省-杭州市-西湖区,杭州万画广告发展有限公司,https://shop.epwk.com/p05qj8433dev/,杭州万画广告发展有限公司,出售服务,https://shop.epwk.com/p05qj8433dev/chushou/,企业,五品,36分,,,杭州万画广告发展有限公司,,卡通形象设计、插画设计,"￥3000
            /组",海报、彩页设计,"￥300
            /款",画册、宣传册、书籍设计,"￥300
            /页",企业形象墙设计,"￥3000
            /起",,,,,,,,,,,包装设计,,,,,,logo设计、vi设计，字体设计,"￥800
            /次",书籍封面设计、排版设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥3000
            /套",,,,2023
【LOGO设计】影视传媒公司LOGO设计,https://task.epwk.com/1056585/,262人,1人,¥900,圆满完成,,o5f6d607cb1281,影视传媒公司LOGO设计，具体按照沟通好设计,2023-09-06,2023.09.18,任务编号：1056585,900.0,5天,湖北省-武汉市,四喜广告,https://shop.epwk.com/3gd2mv9lvner/,四喜广告,出售服务,https://shop.epwk.com/3gd2mv9lvner/chushou/,企业,三品,79分,总 39 次中标，交易总金额,,四喜广告,,视频媒体 商业摄影 动态海报,价格面议,品牌整合 营销策划  地产推广,价格面议,包装设计 礼品设计 文创开发,价格面议,LOGO VI设计  海报设计  宣传册设计,价格面议,,,,,,,,,,,LOGO设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,￥5.99万,2023
【包装设计】月饼包装礼盒设计,https://task.epwk.com/1056503/,50人,1人,¥4500,圆满完成,,水上景色,月饼包装礼盒设计，具体详谈,2023-09-06,2023.09.06,任务编号：1056503,4500.0,5天,广东省-惠州市,微悦文创 | 悦设计,https://shop.epwk.com/2j5xoy3705xm/,微悦文创 | 悦设计,出售服务,https://shop.epwk.com/2j5xoy3705xm/chushou/,工作室,一品,69分,,,微悦文创 | 悦设计,,LOGO设计 商标设计  网站LOGO  APP头像,"￥1000
            /起",画册设计 宣传册设计 杂志设计,"￥200
            /页",装帧设计  封面设计  版式设计  书籍设计,价格面议,VI设计　VI视觉识别系统　VI应用,"￥5000
            /起",,,,,,,,,,,包装设计,,,,,,海报设计 广告设计 宣传品设计,"￥300
            /起",包装设计  商品外包装设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥1000
            /起",,,,2023
【LOGO设计】化妆品整体vi设计,https://task.epwk.com/1056505/,81人,1人,¥5500,圆满完成,,水上景色,化妆品整体vi设计，已协商的为准,2023-09-06,2023.09.06,任务编号：1056505,5500.0,8天,广东省-惠州市,微悦文创 | 悦设计,https://shop.epwk.com/2j5xoy3705xm/,微悦文创 | 悦设计,出售服务,https://shop.epwk.com/2j5xoy3705xm/chushou/,工作室,一品,69分,,,微悦文创 | 悦设计,,LOGO设计 商标设计  网站LOGO  APP头像,"￥1000
            /起",画册设计 宣传册设计 杂志设计,"￥200
            /页",装帧设计  封面设计  版式设计  书籍设计,价格面议,VI设计　VI视觉识别系统　VI应用,"￥5000
            /起",,,,,,,,,,,LOGO设计,,,,,,海报设计 广告设计 宣传品设计,"￥300
            /起",包装设计  商品外包装设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥1000
            /起",,,,2023
【LOGO设计】餐饮LOGO设计尾款,https://task.epwk.com/1056385/,38人,1人,¥800,圆满完成,,o5f6d607cb1281,餐饮LOGO设计，按照沟通好的设计,2023-09-05,2023.09.05,任务编号：1056385,800.0,7天,山东省-烟台市,素造创意,https://shop.epwk.com/m7d7w92qy5q8/,素造创意,出售服务,https://shop.epwk.com/m7d7w92qy5q8/chushou/,企业,一品,93分,总 223 次中标，交易总金额,,素造创意,,LOGO设计,"￥1680
            /起",品牌vi设计,"￥9800
            /起",形象IP设计,"￥5800
            /起",餐饮全案设计,"￥18800
            /起",,,,,,,,,,,LOGO设计,,,,,,品牌包装设计,"￥2000
            /起",品牌空间设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥10000
            /起",,,￥56.76万,2023
【宣传册设计】企业宣传册设计,https://task.epwk.com/1056345/,172人,1人,¥6600,圆满完成,,威锋客5p0Dz,企业宣传册设计，具体详谈,2023-09-05,2023.09.05,任务编号：1056345,6600.0,5天,广东省-惠州市,微悦文创 | 悦设计,https://shop.epwk.com/2j5xoy3705xm/,微悦文创 | 悦设计,出售服务,https://shop.epwk.com/2j5xoy3705xm/chushou/,工作室,一品,69分,,,微悦文创 | 悦设计,,LOGO设计 商标设计  网站LOGO  APP头像,"￥1000
            /起",画册设计 宣传册设计 杂志设计,"￥200
            /页",装帧设计  封面设计  版式设计  书籍设计,价格面议,VI设计　VI视觉识别系统　VI应用,"￥5000
            /起",,,,,,,,,,,宣传册设计,,,,,,海报设计 广告设计 宣传品设计,"￥300
            /起",包装设计  商品外包装设计,,,,,,,,,,,,,,,,,,,,,,,,,"￥1000
            /起",,,,2023
