标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,知识
【整合营销】时尚女性类型的邮件广告推送,https://task.epwk.com/455818/,418人,1人,¥200,圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,时尚女性类型的邮件广告推送,直接雇佣￥ 200,￥ 200,任务编号：455818,2000-2900.csv,,"时尚女性, 邮件广告, 推送"
【整合营销】设计类QQ群加人拉人，定时发广告,https://task.epwk.com/455820/,551人,1人,¥100,圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,设计类QQ群加人拉人，定时发广告,直接雇佣￥ 100,￥ 100,任务编号：455820,2000-2900.csv,,"QQ群, 加人拉人, 广告发布"
【APP开发】鲜果乐购app开发,https://task.epwk.com/455821/,205人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,鲜果乐购app开发,直接雇佣￥ 30000,￥ 30000,任务编号：455821,2000-2900.csv,,"鲜果乐购, app开发"
【企业官网】P2P 网贷平台开发,https://task.epwk.com/455828/,219人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,P2P 网贷平台开发,直接雇佣￥ 10000,￥ 10000,任务编号：455828,2000-2900.csv,,"P2P网贷, 平台开发"
【电商网站】电商网站后台开发,https://task.epwk.com/455847/,444人,1人,"¥14,300",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,电商网站后台开发,直接雇佣￥ 14300,￥ 14300,任务编号：455847,2000-2900.csv,,"电商网站, 后台系统"
【LOGO设计】袜子品牌LOGO设计,https://task.epwk.com/455860/,317人,1人,¥99,圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,袜子品牌LOGO设计,直接雇佣￥ 99,￥ 99,任务编号：455860,2000-2900.csv,,"袜子品牌, LOGO设计"
【VI设计】入门处园区俯瞰布局示意牌,https://task.epwk.com/455871/,165人,1人,¥400,圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,入门处园区俯瞰布局示意牌,直接雇佣￥ 400,￥ 400,任务编号：455871,2000-2900.csv,,"入门处, 园区布局, 示意牌"
【广告片/MV】企业宣传片,https://task.epwk.com/455884/,1009人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,企业宣传片,直接雇佣￥ 30000,￥ 30000,任务编号：455884,2000-2900.csv,,"企业宣传片, 宣传片制作, 企业形象"
【企业官网】询比价系统开发,https://task.epwk.com/455892/,540人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,询比价系统开发,直接雇佣￥ 20000,￥ 20000,任务编号：455892,2000-2900.csv,,"询比价系统, 开发"
【包装设计】茶叶包装一套,https://task.epwk.com/455893/,231人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,茶叶包装一套,直接雇佣￥ 10000,￥ 10000,任务编号：455893,2000-2900.csv,,"茶叶包装, 一套"
网页设计,https://task.epwk.com/455903/,103人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,网页设计,直接雇佣￥ 20000,￥ 20000,任务编号：455903,2000-2900.csv,,网页设计
【游戏策划】游戏写实3D角色设计,https://task.epwk.com/455923/,1366人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,游戏写实3D角色设计,直接雇佣￥ 30000,￥ 30000,任务编号：455923,2000-2900.csv,,"游戏写实, 3D角色设计"
【PPT设计】ppt制作,https://task.epwk.com/455929/,310人,1人,"¥2,698",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,ppt制作,直接雇佣￥ 2698,￥ 2698,任务编号：455929,2000-2900.csv,,PPT制作
【宣传册设计】三折页设计,https://task.epwk.com/455931/,341人,1人,"¥2,500",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,三折页设计,直接雇佣￥ 2500,￥ 2500,任务编号：455931,2000-2900.csv,,"三折页, 设计"
【微信开发】做自动定位的手机网站,https://task.epwk.com/455932/,305人,1人,"¥2,000",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,做自动定位的手机网站,直接雇佣￥ 2000,￥ 2000,任务编号：455932,2000-2900.csv,,"自动定位, 手机网站"
【LOGO设计】网络科技公司LOGO 2980,https://task.epwk.com/455933/,298人,1人,"¥2,980",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,网络科技公司LOGO 2980,直接雇佣￥ 2980,￥ 2980,任务编号：455933,2000-2900.csv,,"网络科技公司, LOGO"
杂志排版共三期,https://task.epwk.com/455935/,176人,1人,"¥45,000",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,杂志排版共三期,直接雇佣￥ 45000,￥ 45000,任务编号：455935,2000-2900.csv,,"杂志排版, 三期"
【企业官网】仿制京东的购物网站开发,https://task.epwk.com/455952/,232人,1人,"¥43,000",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,仿制京东的购物网站开发,直接雇佣￥ 43000,￥ 43000,任务编号：455952,2000-2900.csv,,"购物网站, 仿制京东, 网站开发"
【企业官网】类似进销存的ios开发,https://task.epwk.com/455955/,343人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,类似进销存的ios开发,直接雇佣￥ 50000,￥ 50000,任务编号：455955,2000-2900.csv,,"进销存, iOS开发"
做一个房屋装修设计，需要使用unity3d做一个立体效果图，其他再议,https://task.epwk.com/455965/,1039人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,做一个房屋装修设计，需要使用unity3d做一个立体效果图，其他再议,直接雇佣￥ 10000,￥ 10000,任务编号：455965,2000-2900.csv,,"房屋装修设计, unity3d, 立体效果图"
【微信推广】微信商城,https://task.epwk.com/455972/,325人,1人,"¥1,500",圆满完成,https://task.epwk.com/page2454.html?m=6&o=7,微信商城,直接雇佣￥ 1500,￥ 1500,任务编号：455972,2000-2900.csv,,微信商城
美莱（成都）广告设计,https://task.epwk.com/455978/,128人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,美莱（成都）广告设计,直接雇佣￥ 50000,￥ 50000,任务编号：455978,2000-2900.csv,,"广告设计, 美莱, 成都"
致远物流VI,https://task.epwk.com/455979/,92人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,致远物流VI,直接雇佣￥ 40000,￥ 40000,任务编号：455979,2000-2900.csv,,"致远物流, VI设计"
【企业官网】门户网开发建设,https://task.epwk.com/455980/,176人,1人,"¥60,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,门户网开发建设,直接雇佣￥ 60000,￥ 60000,任务编号：455980,2000-2900.csv,,"门户网, 开发建设"
捷朗建材广告设计,https://task.epwk.com/455981/,232人,1人,"¥35,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,捷朗建材广告设计,直接雇佣￥ 35000,￥ 35000,任务编号：455981,2000-2900.csv,,"捷朗建材, 广告设计"
【小程序开发】品牌连锁系统解决方案,https://task.epwk.com/455991/,182人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,品牌连锁系统解决方案,直接雇佣￥ 10000,￥ 10000,任务编号：455991,2000-2900.csv,,"品牌连锁, 系统解决方案"
【企业官网】家教类型的网站开发及网络推广,https://task.epwk.com/456016/,200人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,家教类型的网站开发及网络推广,直接雇佣￥ 40000,￥ 40000,任务编号：456016,2000-2900.csv,,"家教网站, 网站开发, 网络推广"
【企业官网】家教类型的网站开发及网络推广二期,https://task.epwk.com/456017/,217人,1人,"¥42,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,家教类型的网站开发及网络推广二期,直接雇佣￥ 42000,￥ 42000,任务编号：456017,2000-2900.csv,,"家教网站, 网站开发, 网络推广"
【游戏其他】网页游戏debug,https://task.epwk.com/456024/,977人,1人,"¥18,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,网页游戏debug,直接雇佣￥ 18000,￥ 18000,任务编号：456024,2000-2900.csv,,"网页游戏, debug"
【APP开发】家电行业APP开发,https://task.epwk.com/456044/,195人,1人,"¥26,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,家电行业APP开发,直接雇佣￥ 26000,￥ 26000,任务编号：456044,2000-2900.csv,,"家电行业, APP开发"
【办公空间】办公楼改造,https://task.epwk.com/456057/,292人,1人,"¥8,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,办公楼改造,直接雇佣￥ 8000,￥ 8000,任务编号：456057,2000-2900.csv,,办公楼改造
【商业提案】专业文案写作,https://task.epwk.com/456070/,194人,1人,"¥8,900",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,专业文案写作,直接雇佣￥ 8900,￥ 8900,任务编号：456070,2000-2900.csv,,"专业文案, 写作"
【LOGO设计】我需要LOGO设计,https://task.epwk.com/456076/,178人,1人,"¥8,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,我需要LOGO设计,直接雇佣￥ 8000,￥ 8000,任务编号：456076,2000-2900.csv,,LOGO设计
【APP开发】咖啡机控制开发,https://task.epwk.com/456080/,246人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,咖啡机控制开发,直接雇佣￥ 5000,￥ 5000,任务编号：456080,2000-2900.csv,,"咖啡机控制, 开发"
【小程序开发】社交app开发,https://task.epwk.com/456082/,259人,1人,"¥5,400",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,社交app开发,直接雇佣￥ 5400,￥ 5400,任务编号：456082,2000-2900.csv,,"社交app, app开发"
【LOGO设计】三个ＬＯＧＯ设计,https://task.epwk.com/456086/,198人,1人,"¥1,600",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,三个ＬＯＧＯ设计,直接雇佣￥ 1600,￥ 1600,任务编号：456086,2000-2900.csv,,"LOGO设计, 三个"
茶包装设计,https://task.epwk.com/456100/,99人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,茶包装设计,直接雇佣￥ 20000,￥ 20000,任务编号：456100,2000-2900.csv,,"茶包装, 设计"
【品牌故事】书信,https://task.epwk.com/456101/,251人,1人,¥100,圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,书信,直接雇佣￥ 100,￥ 100,任务编号：456101,2000-2900.csv,,书信
【机械设备】4U高密存储机箱设计,https://task.epwk.com/456117/,2349人,1人,"¥90,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,4U高密存储机箱设计,直接雇佣￥ 90000,￥ 90000,任务编号：456117,2000-2900.csv,,"高密存储机箱, 设计"
【嵌入式软件】利用widora开发板 做音频延长功能,https://task.epwk.com/456122/,1722人,1人,"¥1,500",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,利用widora开发板 做音频延长功能,直接雇佣￥ 1500,￥ 1500,任务编号：456122,2000-2900.csv,,"widora开发板, 音频延长功能"
【插画设计】掌上生活用品ＡＰＰ体验管浴浴流程图,https://task.epwk.com/456147/,613人,1人,¥400,圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,掌上生活用品ＡＰＰ体验管浴浴流程图,直接雇佣￥ 400,￥ 400,任务编号：456147,2000-2900.csv,,"掌上生活用品, APP体验, 浴浴流程图"
【宣传策划】找个宣传文案的,https://task.epwk.com/456154/,280人,1人,"¥1,100",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,找个宣传文案的,直接雇佣￥ 1100,￥ 1100,任务编号：456154,2000-2900.csv,,宣传文案
【宣传册设计】化妆品宣传折页设计,https://task.epwk.com/456160/,439人,1人,"¥1,800",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,化妆品宣传折页设计,直接雇佣￥ 1800,￥ 1800,任务编号：456160,2000-2900.csv,,"化妆品宣传, 折页设计"
【包装设计】化妆品包装盒设计,https://task.epwk.com/456161/,240人,1人,¥600,圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,化妆品包装盒设计,直接雇佣￥ 600,￥ 600,任务编号：456161,2000-2900.csv,,"化妆品包装盒, 设计"
景区办公VI,https://task.epwk.com/456164/,188人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,景区办公VI,直接雇佣￥ 50000,￥ 50000,任务编号：456164,2000-2900.csv,,"景区办公, VI设计"
【企业官网】企业资讯频道网站开发,https://task.epwk.com/456166/,211人,1人,"¥45,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,企业资讯频道网站开发,直接雇佣￥ 45000,￥ 45000,任务编号：456166,2000-2900.csv,,"企业资讯, 网站开发"
【电路设计】设计一个强电系统图,https://task.epwk.com/456167/,2624人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,设计一个强电系统图,直接雇佣￥ 5000,￥ 5000,任务编号：456167,2000-2900.csv,,"强电系统, 系统图"
【其他工业设计】50平米强电系统图,https://task.epwk.com/456168/,1392人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,50平米强电系统图,直接雇佣￥ 5000,￥ 5000,任务编号：456168,2000-2900.csv,,"强电系统图, 50平米"
【电商网站】loof品牌网站设计,https://task.epwk.com/456171/,297人,1人,"¥14,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,loof品牌网站设计,直接雇佣￥ 14000,￥ 14000,任务编号：456171,2000-2900.csv,,"品牌网站, 设计"
【企业官网】游戏交易平台,https://task.epwk.com/456172/,140人,1人,"¥19,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,游戏交易平台,直接雇佣￥ 19000,￥ 19000,任务编号：456172,2000-2900.csv,,"游戏交易, 平台"
【企业官网】宏远物流网站制作,https://task.epwk.com/456174/,323人,1人,"¥19,000",圆满完成,https://task.epwk.com/page2453.html?m=6&o=7,宏远物流网站制作,直接雇佣￥ 19000,￥ 19000,任务编号：456174,2000-2900.csv,,"宏远物流, 网站制作"
【电商网站】yokn服饰网站设计,https://task.epwk.com/456175/,438人,1人,"¥14,000",圆满完成,https://task.epwk.com/page2452.html?m=6&o=7,yokn服饰网站设计,直接雇佣￥ 14000,￥ 14000,任务编号：456175,2000-2900.csv,,"服饰网站, 设计"
【小程序开发】客户关系管理、企业资源管理软件开发,https://task.epwk.com/456176/,320人,1人,"¥62,000",圆满完成,https://task.epwk.com/page2452.html?m=6&o=7,客户关系管理、企业资源管理软件开发,直接雇佣￥ 62000,￥ 62000,任务编号：456176,2000-2900.csv,,"客户关系管理, 企业资源管理, 软件开发"
【微信推广】微营销推广及宣传,https://task.epwk.com/456184/,560人,1人,"¥18,000",圆满完成,https://task.epwk.com/page2452.html?m=6&o=7,微营销推广及宣传,直接雇佣￥ 18000,￥ 18000,任务编号：456184,2000-2900.csv,,"微营销, 推广, 宣传"
【视频定制】鱼排户外俱乐部宣传片制作,https://task.epwk.com/456189/,669人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2452.html?m=6&o=7,鱼排户外俱乐部宣传片制作,直接雇佣￥ 30000,￥ 30000,任务编号：456189,2000-2900.csv,,"鱼排户外俱乐部, 宣传片, 户外俱乐部"
【电商网站】jktt微商官网,https://task.epwk.com/456193/,310人,1人,"¥14,000",圆满完成,https://task.epwk.com/page2452.html?m=6&o=7,jktt微商官网,直接雇佣￥ 14000,￥ 14000,任务编号：456193,2000-2900.csv,,"微商官网, jktt"
【电商网站】二手车交易平台,https://task.epwk.com/456194/,489人,1人,"¥14,000",圆满完成,https://task.epwk.com/page2452.html?m=6&o=7,二手车交易平台,直接雇佣￥ 14000,￥ 14000,任务编号：456194,2000-2900.csv,,"二手车交易, 平台"
【企业官网】企业网站建设,https://task.epwk.com/456202/,235人,1人,"¥6,500",圆满完成,https://task.epwk.com/page2452.html?m=6&o=7,企业网站建设,直接雇佣￥ 6500,￥ 6500,任务编号：456202,2000-2900.csv,,"企业网站, 建设"
【企业官网】政府办公OA系统,https://task.epwk.com/456209/,110人,1人,"¥21,000",圆满完成,https://task.epwk.com/page2452.html?m=6&o=7,政府办公OA系统,直接雇佣￥ 21000,￥ 21000,任务编号：456209,2000-2900.csv,,"政府办公, OA系统"
【电商网站】类似京东的电商网站开发,https://task.epwk.com/456231/,386人,1人,"¥43,000",圆满完成,https://task.epwk.com/page2452.html?m=6&o=7,类似京东的电商网站开发,直接雇佣￥ 43000,￥ 43000,任务编号：456231,2000-2900.csv,,"电商网站, 京东模式, 在线购物系统"
【APP开发】定制一款同城交友APP,https://task.epwk.com/456237/,252人,1人,"¥23,000",圆满完成,https://task.epwk.com/page2452.html?m=6&o=7,定制一款同城交友APP,直接雇佣￥ 23000,￥ 23000,任务编号：456237,2000-2900.csv,,"同城交友, APP, 定制"
