标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,知识
【小程序开发】数据挖掘程序开发3,https://task.epwk.com/302930/,377人,1人,¥300,圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,数据挖掘程序开发3,直接雇佣￥ 300,￥ 300,任务编号：302930,3153-3304.csv,,,"数据挖掘, 程序开发"
【企业官网】小学校园活动信息网站建设,https://task.epwk.com/302933/,197人,1人,"¥6,000",圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,小学校园活动信息网站建设,直接雇佣￥ 6000,￥ 6000,任务编号：302933,3153-3304.csv,,,"小学校园活动, 信息网站, 建设"
【品牌故事】以我与公司成长为题文章征集,https://task.epwk.com/302957/,1306人,1人,¥100,圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,以我与公司成长为题文章征集,直接雇佣￥ 100,￥ 100,任务编号：302957,3153-3304.csv,,,"我与公司成长, 文章征集, 成长故事"
【排版设计】晶威  整彩（单张） 100,https://task.epwk.com/302988/,338人,1人,¥100,圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,晶威  整彩（单张） 100,直接雇佣￥ 100,￥ 100,任务编号：302988,3153-3304.csv,,,"整彩, 单张, 晶威"
【APP开发】安卓移动拼车APP应用开发,https://task.epwk.com/303001/,277人,1人,"¥8,400",圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,安卓移动拼车APP应用开发,直接雇佣￥ 8400,￥ 8400,任务编号：303001,3153-3304.csv,,,"安卓移动应用, 拼车功能, APP开发"
【小程序开发】一号店自动注册及支付工具开发,https://task.epwk.com/303007/,719人,1人,"¥18,000",圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,一号店自动注册及支付工具开发,直接雇佣￥ 18000,￥ 18000,任务编号：303007,3153-3304.csv,,,"一号店, 注册工具, 支付工具"
做一个分享购物网站的订单,https://task.epwk.com/303028/,489人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,做一个分享购物网站的订单,直接雇佣￥ 1000,￥ 1000,任务编号：303028,3153-3304.csv,,,"购物网站, 订单系统"
包装设计,https://task.epwk.com/303034/,515人,1人,¥500,圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,包装设计,直接雇佣￥ 500,￥ 500,任务编号：303034,3153-3304.csv,,,包装设计
时时彩整套美工设计,https://task.epwk.com/303061/,230人,1人,¥800,圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,时时彩整套美工设计,直接雇佣￥ 800,￥ 800,任务编号：303061,3153-3304.csv,,,时时彩美工设计
P2P网贷系统开发,https://task.epwk.com/303065/,253人,1人,"¥8,000",圆满完成,https://task.epwk.com/page3176.html?m=6&o=7,P2P网贷系统开发,直接雇佣￥ 8000,￥ 8000,任务编号：303065,3153-3304.csv,,,"P2P网贷系统, 系统开发"
【网站UI设计】女鞋详情页,https://task.epwk.com/303085/,158人,1人,¥200,圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,女鞋详情页,直接雇佣￥ 200,￥ 200,任务编号：303085,3153-3304.csv,,,"女鞋, 详情页"
隆胜  整彩  100,https://task.epwk.com/303099/,302人,1人,¥100,圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,隆胜  整彩  100,直接雇佣￥ 100,￥ 100,任务编号：303099,3153-3304.csv,,,"整彩, 隆胜"
【网站UI设计】集团首页设计和集团内部酒店页面设计1,https://task.epwk.com/303118/,286人,1人,¥700,圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,集团首页设计和集团内部酒店页面设计1,直接雇佣￥ 700,￥ 700,任务编号：303118,3153-3304.csv,,,"集团首页, 酒店页面设计"
【网站UI设计】集团首页设计和集团内部酒店页面设计2,https://task.epwk.com/303122/,438人,1人,¥700,圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,集团首页设计和集团内部酒店页面设计2,直接雇佣￥ 700,￥ 700,任务编号：303122,3153-3304.csv,,,"集团首页, 酒店页面设计"
【数据录入】数据录入之45,https://task.epwk.com/303135/,196人,1人,¥500,圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,数据录入之45,直接雇佣￥ 500,￥ 500,任务编号：303135,3153-3304.csv,,,"数据录入, 45"
【企业官网】门户网站制作,https://task.epwk.com/303139/,527人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,门户网站制作,直接雇佣￥ 4000,￥ 4000,任务编号：303139,3153-3304.csv,,,"门户网站, 制作"
邮件,https://task.epwk.com/303146/,264人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,邮件,直接雇佣￥ 1000,￥ 1000,任务编号：303146,3153-3304.csv,,,邮件
【小程序开发】数据挖掘程序开发4,https://task.epwk.com/303149/,421人,1人,¥300,圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,数据挖掘程序开发4,直接雇佣￥ 300,￥ 300,任务编号：303149,3153-3304.csv,,,"数据挖掘, 程序开发"
【企业官网】p2p短信充值费用,https://task.epwk.com/303154/,252人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,p2p短信充值费用,直接雇佣￥ 2000,￥ 2000,任务编号：303154,3153-3304.csv,,,"p2p, 短信充值, 费用"
【包装设计】第六次任务,https://task.epwk.com/303169/,166人,1人,¥50,圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,第六次任务,直接雇佣￥ 50,￥ 50,任务编号：303169,3153-3304.csv,,,第六次任务
【数据录入】数据录入之46,https://task.epwk.com/303184/,211人,1人,¥200,圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,数据录入之46,直接雇佣￥ 200,￥ 200,任务编号：303184,3153-3304.csv,,,"数据录入, 46"
【宣传册设计】华融金融集团形象画册,https://task.epwk.com/303194/,191人,1人,"¥8,000",圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,华融金融集团形象画册,直接雇佣￥ 8000,￥ 8000,任务编号：303194,3153-3304.csv,,,"华融金融集团, 形象画册"
长沙锦艺化工数据库设计,https://task.epwk.com/303195/,332人,1人,¥650,圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,长沙锦艺化工数据库设计,直接雇佣￥ 650,￥ 650,任务编号：303195,3153-3304.csv,,,"数据库设计, 长沙锦艺化工"
【包装设计】1、包装设计,https://task.epwk.com/303200/,176人,1人,¥50,圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,1、包装设计,直接雇佣￥ 50,￥ 50,任务编号：303200,3153-3304.csv,,,包装设计
【企业官网】新设计百度竞价网站开发,https://task.epwk.com/303214/,258人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,新设计百度竞价网站开发,直接雇佣￥ 1000,￥ 1000,任务编号：303214,3153-3304.csv,,,"百度竞价, 网站开发"
【包装设计】2、一个外包装和5个瓶贴设计,https://task.epwk.com/303222/,145人,1人,¥100,圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,2、一个外包装和5个瓶贴设计,直接雇佣￥ 100,￥ 100,任务编号：303222,3153-3304.csv,,,"外包装, 瓶贴设计"
【网站UI设计】个人主页设计,https://task.epwk.com/303232/,691人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,个人主页设计,直接雇佣￥ 1500,￥ 1500,任务编号：303232,3153-3304.csv,,,"个人主页, 设计"
【其他软件开发】财付通监控软件开发！,https://task.epwk.com/303281/,296人,1人,"¥2,500",圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,财付通监控软件开发！,直接雇佣￥ 2500,￥ 2500,任务编号：303281,3153-3304.csv,,,"财付通, 监控软件, 软件开发"
更新,https://task.epwk.com/303345/,348人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,更新,直接雇佣￥ 1000,￥ 1000,任务编号：303345,3153-3304.csv,,,更新
【网站UI设计】ESC 密室逃脱网页设计,https://task.epwk.com/303370/,255人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,ESC 密室逃脱网页设计,直接雇佣￥ 1500,￥ 1500,任务编号：303370,3153-3304.csv,,,"密室逃脱, 网页设计"
【小程序开发】可视化管理系统后台数据管理核心框架开发（第二阶段）,https://task.epwk.com/303401/,427人,1人,"¥40,000",圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,可视化管理系统后台数据管理核心框架开发（第二阶段）,直接雇佣￥ 40000,￥ 40000,任务编号：303401,3153-3304.csv,,,"数据管理, 可视化系统, 核心框架"
【数据录入】数据录入之47,https://task.epwk.com/303406/,268人,1人,¥50,圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,数据录入之47,直接雇佣￥ 50,￥ 50,任务编号：303406,3153-3304.csv,,,"数据录入, 47"
【数据录入】数据录入之48,https://task.epwk.com/303408/,195人,1人,¥50,圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,数据录入之48,直接雇佣￥ 50,￥ 50,任务编号：303408,3153-3304.csv,,,"数据录入, 48"
【数据录入】数据录入之49,https://task.epwk.com/303409/,136人,1人,¥50,圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,数据录入之49,直接雇佣￥ 50,￥ 50,任务编号：303409,3153-3304.csv,,,"数据录入, 信息录入"
【数据录入】数据录入之50,https://task.epwk.com/303410/,134人,1人,¥50,圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,数据录入之50,直接雇佣￥ 50,￥ 50,任务编号：303410,3153-3304.csv,,,数据录入
【数据录入】数据录入之50,https://task.epwk.com/303411/,381人,1人,¥50,圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,数据录入之50,直接雇佣￥ 50,￥ 50,任务编号：303411,3153-3304.csv,,,数据录入
【LOGO设计】微信卡片设计,https://task.epwk.com/303428/,166人,1人,¥50,圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,微信卡片设计,直接雇佣￥ 50,￥ 50,任务编号：303428,3153-3304.csv,,,"微信卡片, 设计"
【APP开发】汽车定位管理系统【第一期：UI部分】,https://task.epwk.com/303439/,322人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,汽车定位管理系统【第一期：UI部分】,直接雇佣￥ 10000,￥ 10000,任务编号：303439,3153-3304.csv,,,"汽车定位管理, UI设计, 系统界面"
【宣传册设计】3、画册设计,https://task.epwk.com/303448/,154人,1人,¥100,圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,3、画册设计,直接雇佣￥ 100,￥ 100,任务编号：303448,3153-3304.csv,,,画册设计
【APP开发】幼儿园移动APP（NKK）新后台管理系统开发,https://task.epwk.com/303452/,278人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3175.html?m=6&o=7,幼儿园移动APP（NKK）新后台管理系统开发,直接雇佣￥ 2000,￥ 2000,任务编号：303452,3153-3304.csv,,,"幼儿园APP, 后台管理系统, 移动应用开发"
【详情页设计】制作淘宝宝贝描述,https://task.epwk.com/303463/,328人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,制作淘宝宝贝描述,直接雇佣￥ 1000,￥ 1000,任务编号：303463,3153-3304.csv,,,"淘宝宝贝描述, 商品描述"
【配音配乐】写歌,https://task.epwk.com/303489/,469人,1人,¥100,圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,写歌,直接雇佣￥ 100,￥ 100,任务编号：303489,3153-3304.csv,,,写歌
【表情设计】征求原创(僵尸)QQ动态表情,https://task.epwk.com/303522/,667人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,征求原创(僵尸)QQ动态表情,直接雇佣￥ 1200,￥ 1200,任务编号：303522,3153-3304.csv,,,"原创表情, QQ动态表情"
【网站UI设计】奥对智能科技有限公司手机推广页设计,https://task.epwk.com/303538/,529人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,奥对智能科技有限公司手机推广页设计,直接雇佣￥ 1200,￥ 1200,任务编号：303538,3153-3304.csv,,,"奥对智能科技, 手机推广页, 设计"
【数据录入】数据录入之51,https://task.epwk.com/303542/,425人,1人,¥500,圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,数据录入之51,直接雇佣￥ 500,￥ 500,任务编号：303542,3153-3304.csv,,,"数据录入, 51"
游戏场景设计,https://task.epwk.com/303570/,235人,1人,¥750,圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,游戏场景设计,直接雇佣￥ 750,￥ 750,任务编号：303570,3153-3304.csv,,,"游戏场景, 设计"
【手游开发】微信转发小游戏开发,https://task.epwk.com/303578/,568人,1人,¥800,圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,微信转发小游戏开发,直接雇佣￥ 800,￥ 800,任务编号：303578,3153-3304.csv,,,"微信小游戏, 开发"
【海报设计】按我的要求做一张海报,https://task.epwk.com/303605/,479人,1人,¥80,圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,按我的要求做一张海报,直接雇佣￥ 80,￥ 80,任务编号：303605,3153-3304.csv,,,海报设计
果汁瓶子贴加LOGO,https://task.epwk.com/303659/,203人,1人,¥800,圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,果汁瓶子贴加LOGO,直接雇佣￥ 800,￥ 800,任务编号：303659,3153-3304.csv,,,"果汁瓶子贴, logo"
【数据录入】信息数据录入之337,https://task.epwk.com/303661/,282人,1人,"¥3,200",圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,信息数据录入之337,直接雇佣￥ 3200,￥ 3200,任务编号：303661,3153-3304.csv,,,"信息数据录入, 337"
【数据录入】信息数据录入之338,https://task.epwk.com/303679/,659人,1人,"¥4,100",圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,信息数据录入之338,直接雇佣￥ 4100,￥ 4100,任务编号：303679,3153-3304.csv,,,"信息数据录入, 338"
【手游开发】互动类的抽奖小游戏开发,https://task.epwk.com/303683/,516人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,互动类的抽奖小游戏开发,直接雇佣￥ 3000,￥ 3000,任务编号：303683,3153-3304.csv,,,"互动抽奖, 小游戏开发"
【数据录入】信息数据录入之339,https://task.epwk.com/303691/,228人,1人,"¥1,700",圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,信息数据录入之339,直接雇佣￥ 1700,￥ 1700,任务编号：303691,3153-3304.csv,,,"信息数据录入, 339"
前端开发任务（2）,https://task.epwk.com/303723/,221人,1人,"¥30,000",圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,前端开发任务（2）,直接雇佣￥ 30000,￥ 30000,任务编号：303723,3153-3304.csv,,,"前端开发, 任务"
【APP开发】电商移动应用（第二期任务）,https://task.epwk.com/303752/,625人,1人,"¥13,000",圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,电商移动应用（第二期任务）,直接雇佣￥ 13000,￥ 13000,任务编号：303752,3153-3304.csv,,,"电商移动应用, 移动应用开发, 二期任务"
【VI设计】环保公司标志及基础VI设计,https://task.epwk.com/303759/,274人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,环保公司标志及基础VI设计,直接雇佣￥ 3000,￥ 3000,任务编号：303759,3153-3304.csv,,,"环保公司, 标志设计, VI设计"
【企业官网】DIY网站定制商城,https://task.epwk.com/303792/,272人,1人,"¥6,000",圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,DIY网站定制商城,直接雇佣￥ 6000,￥ 6000,任务编号：303792,3153-3304.csv,,,"DIY网站, 定制商城"
【软件开发】软件开发,https://task.epwk.com/303801/,461人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,软件开发,直接雇佣￥ 1000,￥ 1000,任务编号：303801,3153-3304.csv,,,软件开发
【背景墙设计】两大八小展板设计,https://task.epwk.com/303821/,2535人,1人,¥500,待验收,,两大八小展板设计,直接雇佣￥ 500,￥ 500,任务编号：303821,0-88.csv,,,"展板设计, 大小展板"
【数据录入】信息数据录入之340,https://task.epwk.com/303826/,156人,1人,¥200,圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,信息数据录入之340,直接雇佣￥ 200,￥ 200,任务编号：303826,3153-3304.csv,,,"信息数据录入, 340"
公司企业产品展示型网站制作大方,https://task.epwk.com/303845/,137人,1人,¥30,圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,公司企业产品展示型网站制作大方,直接雇佣￥ 30,￥ 30,任务编号：303845,3153-3304.csv,,,"企业产品展示, 网站制作, 大方设计"
【企业官网】页面制作第八期,https://task.epwk.com/303871/,194人,1人,¥800,圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,页面制作第八期,直接雇佣￥ 800,￥ 800,任务编号：303871,3153-3304.csv,,,"页面制作, 第八期"
【网站UI设计】切图减少程序套图的时间,https://task.epwk.com/303874/,194人,1人,¥600,圆满完成,https://task.epwk.com/page3174.html?m=6&o=7,切图减少程序套图的时间,直接雇佣￥ 600,￥ 600,任务编号：303874,3153-3304.csv,,,"切图, 程序套图, 时间减少"
