标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签
【商业提案】商业计划书,https://task.epwk.com/370970/,4478人,12人,1000元以内,圆满完成,Mr189****7333,职业类020平台，想做一份商业计划书，电子文档和PPT双版本，内容大部分已有，可以随时交流。希望7天内完成。,2015-08-06,2015.08.18,任务编号：370970,580.0,"5天,5天,7天,7天,1天,2天,8天,6天,7天,5天,7天","广东省-深圳市-南山区,北京市-北京市-怀柔区,山东省-潍坊市-寿光市,北京市-北京市,上海市-市辖区-黄浦区,河北省-石家庄市-新华区,海南省-海口市-龙华区,河南省-郑州市-金水区,浙江省-绍兴市-嵊州市,重庆市-市辖区-南岸区,安徽省-合肥市",萧恩的芦苇荡,https://shop.epwk.com/89dvgygxgdl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商业提案
【产品卖点】公司官网文案及logo设计,https://task.epwk.com/367491/,2621人,6人,1000-3000元,圆满完成,旗舰设计,公司官网文案及logo设计，由于时间比较急所以这两天就要得到。没有把握的勿扰,2015-07-20,2015.07.21,任务编号：367491,2100.0,"1天,1天,5天,5天,7天","广西-梧州市-市辖区,上海市-市辖区-黄浦区,福建省-龙岩市-新罗区,浙江省-杭州市-滨江区,广东省-深圳市-宝安区",点滴it,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,产品卖点
【项目策划】营销方案策划,https://task.epwk.com/367130/,3850人,3人,1000元以内,圆满完成,V2753****17,威客需要按照雇主的要求完成好策划方案共同进步！,2015-07-18,2015.07.22,任务编号：367130,200.0,"3天,5天","贵州省-安顺市-市辖区,北京市",菩提工作室,https://shop.epwk.com/p05qjeyp1dev/,菩提工作室,出售服务,https://shop.epwk.com/p05qjeyp1dev/chushou/,工作室,八品,36分,,,菩提工作室,,,,,,,,,,,,,,,,,,,,项目策划
【商业提案】自主品牌鲜榨果汁水吧的品牌推广的宣传资料,https://task.epwk.com/363530/,4990人,14人,1000-3000元,圆满完成,mf138****8941,1)对品牌的理念和产品的描述2)品牌的优势及特点3）主要是用来与商场洽谈合作及品牌宣传,2015-07-01,2015.12.17,任务编号：363530,1000.0,"5天,3天,3天,5天,6天,4天,2天,2天,2天,1天","辽宁省-沈阳市,河北省-秦皇岛市-海港区,江苏省-南京市-鼓楼区,广东省-广州市-花都区,四川省-成都市-锦江区,广东省-东莞市,广东省-东莞市-东莞市,河南省-濮阳市-华龙区,山东省-泰安市,上海市-市辖区-黄浦区",瑞函文案工作室,https://shop.epwk.com/09drj77o653w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商业提案
【宣传策划】公司简介PPT制作,https://task.epwk.com/362044/,4134人,12人,1000元以内,圆满完成,Qeerd_CMO,我公司需要重新设计制作一下公司简介的PPT，我公司是做IT的，设计要求稳重，简洁，大方，能明确突出公司的优势。公司网址www.qeerd.com点王先生联系我，最好在北京，顺义的最好,2015-06-25,2015.08.06,任务编号：362044,500.0,"3天,3天,2天,2天,3天,1天,7天,1天,5天,3天,5天","甘肃省-兰州市-城关区,广东省-东莞市-东莞市,辽宁省-鞍山市-海城市,河北省-石家庄市-新华区,广东省-广州市-天河区,上海市-市辖区-市辖区,广东省-广州市,山东省-泰安市,四川省-成都市-锦江区,山西省-太原市-迎泽区,北京市",微龙文化咨询工作室,https://shop.epwk.com/zqdpl4g6gn1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【编辑校对】汽车驾驶文案编辑与设计,https://task.epwk.com/360717/,4781人,2人,3000-5000元,圆满完成,mf138****7981,寻汽车驾驶类文案编辑，方案内容需要配图，希望有图片处理与设计功底。,2015-06-18,2015.11.11,任务编号：360717,4000.0,"15天,1天","上海市-市辖区-宝山区,上海市-市辖区-虹口区",上海铭初文化传播有限公司,https://shop.epwk.com/7lngq8818dmr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,编辑校对
【商业提案】活动招商方案,https://task.epwk.com/357026/,4072人,15人,3000-5000元,圆满完成,mf138****1320,活动针对传统文化，面向山东省17个地市，目前有支持政府的一个活动。1、活动内容已学生为主题，全省有70多个高校参与，活动已走进社区为主。活动时间持续到12月份。2、现在需要写一份面对企业招商方案：招商企业分为三类一类：独家冠名权二类：合作企业三类：单项活动企业3、活动主题弘扬齐鲁文化青年学子先行,2015-06-02,2015.07.03,任务编号：357026,4999.0,"7天,20天,5天,10天,15天,12天,7天,7天,5天,10天,1天,10天","甘肃省-兰州市-城关区,陕西省-汉中市-汉台区,湖南省-长沙市,海南省-海口市-龙华区,广东省-东莞市-东莞市,广东省-珠海市-香洲区,上海市-市辖区,甘肃省-酒泉市-肃州区,河北省-石家庄市-新华区,陕西省-西安市-莲湖区,上海市-市辖区-黄浦区,山西省-太原市-迎泽区",微龙文化咨询工作室,https://shop.epwk.com/zqdpl4g6gn1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商业提案
【产品卖点】找写作老师写一篇软文,https://task.epwk.com/356828/,2329人,5人,1000元以内,圆满完成,扬帆起航188,找写作老师写一篇关于印度神油的软文，本人是卖这个商品的。软文的内容必须有说服力要人看了有一种马上想买的欲望。如果有这方面的写作高手可以联系我。。。。。。。,2015-06-01,2015.06.02,任务编号：356828,101.0,"1天,3天,2天,5天,2天","河北省-石家庄市-新华区,北京市-北京市-朝阳区,辽宁省-沈阳市-新城子区,福建省-泉州市,北京市-北京市-西城区",mijunjie8的商铺,https://shop.epwk.com/7g5ykjm2gn0q/,mijunjie8的商铺,出售服务,https://shop.epwk.com/7g5ykjm2gn0q/chushou/,个人,四品,32分,,,mijunjie8的商铺,,,,,,,,,,,,,,,,,,,,产品卖点
【广告策划】网贷产品标语（slogan）创意征集,https://task.epwk.com/354860/,5093人,10人,1000元以内,圆满完成,Mr156****2612,主要围绕“绿色农业，生态环保，”来写，既有收益（模糊）又改善我们的环境，投资也会享受到自己投资回报的绿色食品等等，不能太过于做作.要有针对性。详细了解大家可以和我直接联系，我的QQ是 知识产权说明： 所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任此企划方案不限地区，使用威客交易，需先提供以往成功项目的参考范例。在与供应商确定合作意向之前，需提供初步的提纲，然后协商具体价格，最后采取直接雇佣的形式开展合作。,2015-05-22,2015.05.23,任务编号：354860,100.0,"1天,7天,3天,8天,1天,1天,1天,2天,3天","上海市-市辖区-宝山区,浙江省-台州市-天台县,河南省-郑州市-金水区,广东省-珠海市-香洲区,福建省-泉州市-鲤城区,上海市-市辖区-黄浦区,辽宁省-营口市-站前区,广东省-广州市-海珠区,河北省-石家庄市-正定县",乐活创享,https://shop.epwk.com/omdwkxo1qdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,广告策划
【品牌故事】通信方面的文章撰写,https://task.epwk.com/353868/,3688人,8人,1000元以内,圆满完成,o5559****8e7fd,"文章题目是《二次雷达---敌我识别技术》 （内容专业性要求不高，但是要认真）。请写作达人注意！！本人要求： 1、尽量按照我提供的大纲去写,可以添加大纲内容。不能抄袭别人作品，尽量自己写，写的好还可以加钱，加钱！！！ 2、从网上抄的就不要发给我了，查重！查重！查重！重要的事情说三遍。 3、参考文献要真实，要有引注,在文中引用的要能在参考文献中找到 4、参考文献要有10篇以上。 5、字数在10000字~12000字。 具体内容见我上传的附件，写作必看哦~~~~ 最后万分感谢您的辛苦帮助，么么哒",2015-05-18,2015.05.28,任务编号：353868,700.0,"4天,3天,1天,1天,7天,2天,5天,2天","北京市-北京市-西城区,贵州省-贵阳市-花溪区,上海市-市辖区-黄浦区,湖南省-长沙市-芙蓉区,河南省-洛阳市-涧西区,辽宁省-沈阳市-皇姑区,北京市-北京市-东城区,河北省-唐山市-市辖区",李文高文案策划,https://shop.epwk.com/m7d7w8elk5q8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,品牌故事
【宣传策划】黄博士品牌故事撰写,https://task.epwk.com/350171/,3720人,13人,1000元以内,圆满完成,mf137****7383,"经营介绍：  品牌-黄博士  ，主营祛痘，祛痘细分，专业祛痘 ，一、品牌故事撰写1、根据商标图案、文字（请参考附件），撰写品牌故事。品牌追溯、发掘，来源2、借助故事引入文化内涵3、有创意，引述故事要有根有据，能产生美好联想。二、任务需求：各位要做任务可以加留言或站内信沟通三、知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015-05-03,2015.05.13,任务编号：350171,300.0,"3天,2天,2天,3天,1天,3天,5天,3天,2天,4天,5天,1天","浙江省-台州市-天台县,贵州省-贵阳市-花溪区,广东省-珠海市-香洲区,江苏省-连云港市-灌云县,天津市-市辖区-河西区,湖南省-长沙市-开福区,四川省-广安市-邻水县,黑龙江-哈尔滨市-香坊区,湖南省-长沙市-芙蓉区,河南省-洛阳市,广东省-茂名市-茂南区,上海市-市辖区-黄浦区",人本美名,https://shop.epwk.com/v0n1xgvl057y/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【编辑校对】需一名英语专业的帮忙校对已有稿件,https://task.epwk.com/350054/,3539人,1人,1000元以内,圆满完成,sunnycheche,已经有开题报告，自己已经翻译，现求校对,2015-05-02,2015.05.14,任务编号：350054,200.0,2天,河南省-新乡市-红旗区,斑点狗创意工作室,https://shop.epwk.com/7lngq7zrwdmr/,斑点狗创意工作室,出售服务,https://shop.epwk.com/7lngq7zrwdmr/chushou/,工作室,八品,38分,,,斑点狗创意工作室,,编辑校对,价格面议,家装设计,价格面议,问卷调查,价格面议,,,,,,,,,,,,,编辑校对
【百科/问答撰写】找人写百度百科,https://task.epwk.com/349775/,4866人,13人,1000元以内,圆满完成,mf186****3004,要求包收录百度百科内容：厦门活动策划以及厦门盛代传媒  要求带入网站网址www.xmsdwh.com,2015-04-30,2015.06.11,任务编号：349775,300.0,"3天,3天,5天,3天,7天,5天,3天,1天,1天,7天,7天,8天","陕西省-西安市-莲湖区,山西省-太原市,贵州省-黔南布依族苗族自治州-都匀市,天津市-市辖区-河西区,浙江省-金华市,湖南省-长沙市-天心区,天津市-市辖区-河西区,上海市-市辖区-黄浦区,湖南省-长沙市-芙蓉区,天津市-市辖区,山东省-滨州市-博兴县,江苏省-南京市",全球好文案,https://shop.epwk.com/qgdmjmlgrdke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,百科/问答撰写
【项目策划】撰写一篇基于校园网络视频课程学习信息系统的开发文章,https://task.epwk.com/348754/,1848人,1人,1000元以内,圆满完成,mf180****9803,网络课程 这个网络课程 使用了 最新的技术 html5  也是现在流行的  他集成了 视频管理  学生可以查看别人 分享的视频   标签去播放视频 学生看了别人分享耳朵视频后 可以评价 这样就达到了 互相学习的目的，还有 网络课程的安全一面考虑 学生上传的视频 管理员可以去管理 防止不法 视频流入系统 ，学习的 评价管理员可以去 审核 防 不法评论流入系统，对于 屡次发送非法信息的用户 管理员可以去管理他们 比如冻结 不许他们使用等 本系统使用的技术 是 ajax异步上传视频  流媒体播放视频，java hibernate 事务管理数据库 包括数据库的连接  数据库的事务等,2015-04-26,2015.04.29,任务编号：348754,550.0,5天,广西-南宁市-市辖区,erp 等系统专业开发,https://shop.epwk.com/78dljxp7x5lx/,erp 等系统专业开发,出售服务,https://shop.epwk.com/78dljxp7x5lx/chushou/,工作室,五品,38分,,,erp 等系统专业开发,,javashop源码出售,价格面议,企业级信息管理平台开发架构,￥150,计算机毕业设计|网站系统开发|java|asp.net|各种信息管理系统,￥20,保险代理公司有效单证管理系统,￥600,IDC服务器信息管理系统 支持二次开发,"￥600
            /次",,,,,,,,,项目策划
【品牌故事】请人帮公司网站编写公司介绍、业务介绍，软文等,https://task.epwk.com/335832/,3623人,14人,1000元以内,圆满完成,联合金控,1、金融类公司，主营业务为投行类2、刚刚成立，网站已建好，由于内容过于简单，想充实各类文字内容。要求：1、对公司业务相关的金融知识有所了解。2、写过网站内容的优先。,2015-03-06,2015.03.26,任务编号：335832,900.0,"6天,7天,3天,5天,3天,2天,1天,3天,3天,2天,7天","甘肃省-兰州市-城关区,北京市-北京市-海淀区,福建省-厦门市-集美区,北京市-北京市-东城区,河南省-开封市-开封县,河南省-郑州市,湖南省-长沙市-芙蓉区,广州,山东省-滨州市-邹平县,湖北省武汉市洪山区,广东省-深圳市-福田区",微龙文化咨询工作室,https://shop.epwk.com/zqdpl4g6gn1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,品牌故事
【产品卖点】全国工种分类和个人能力分类，以及两种分类对应的服务种类表,https://task.epwk.com/323613/,3307人,7人,1000-3000元,圆满完成,晨曦惜晨,需求用途：    一是用于用户在网站注册时填写工种和能力；二是用户在网站提出需求时，选择需求种类，以及所需工种或具备相应能力的人。需求内容：    分三部分：    一是全国工种分类。这个网上有，但分的很杂，我需要一个全面的精准分类，逐层级地划分（不要超过5层，最好4层），越细越好。    二是个人能力分类。除去第一条中工种所具备的能力，能想到的都要，即补充地越完善越好（已有工种具有的能力，不要重复）。比如，家教服务没有明确的工种，就需要在能力分类中进行补充。例：家教服务-高中家教（初中家教、小学家教）-英语家教、数学家教、语文家教、物理家教、化学家教等。或者像武术也没有，例：武术-太极-太极拳-陈氏太极拳、杨氏太极拳等。    三是以上两种分类对应的服务种类。用于用户在网站提出需求时填写，所以分类要条理清晰、不杂乱、便于用户找到对应工种或能力。例：家政服务-保洁-保洁员。或者：教育培训-武术-太极拳-杨氏太极拳。等等。具体说明：    1.需要四个文件，分别为：全国工种分类文件、个人能力分类文件、两种分类结合在一起的分类文件（要将能分在一个大类别里的工种和能力放在一起，防止过于分散），以及两种分类对应的服务种类文件。重点是后两个文件。    2.越快越好。最晚不要超过20天。    3.有疑问可以电话联系。,2014-12-22,2015.01.28,任务编号：323613,1500.0,"15天,3天,3天,8天,1天,10天","四川省-资阳市-乐至县,北京市-北京市-东城区,河北省-石家庄市-新华区,福建省-泉州市-丰泽区,上海市-市辖区-黄浦区,山西省-太原市-迎泽区",成都双诚文化传播有限公司,https://shop.epwk.com/78n96vjyznkv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,产品卖点
