标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,知识
【软件UI设计】乐器行网页UI设计,https://task.epwk.com/906264/,448人,1人,"¥21,000",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,乐器行网页UI设计,直接雇佣￥ 21000,￥ 21000,任务编号：906264,157-327.csv,,,,,,"乐器行, 网页UI设计"
【LOGO设计】高端原创品牌标志设计,https://task.epwk.com/906268/,199人,1人,"¥1,500",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,高端原创品牌标志设计,直接雇佣￥ 1500,￥ 1500,任务编号：906268,157-327.csv,,,,,,"高端品牌, 原创标志, 品牌标志设计"
【宣传单设计】大同刀削面馆年终促销宣传单设计,https://task.epwk.com/906286/,487人,1人,"¥1,980",圆满完成,https://task.epwk.com/page198.html?m=6&o=7,大同刀削面馆年终促销宣传单设计,直接雇佣￥ 1980,￥ 1980,任务编号：906286,157-327.csv,,,,,,"刀削面馆, 年终促销, 宣传单设计"
【小程序开发】音波展示模块重构,https://task.epwk.com/906288/,192人,1人,"¥1,970",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,音波展示模块重构,直接雇佣￥ 1970,￥ 1970,任务编号：906288,157-327.csv,,,,,,音波展示
【动漫角色设计】树狼动漫形象角色设计,https://task.epwk.com/906289/,537人,1人,"¥1,960",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,树狼动漫形象角色设计,直接雇佣￥ 1960,￥ 1960,任务编号：906289,157-327.csv,,,,,,"树狼动漫, 角色设计"
【小程序开发】小型游戏客户端及APP开发一期,https://task.epwk.com/906343/,271人,1人,"¥19,100",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,小型游戏客户端及APP开发一期,直接雇佣￥ 19100,￥ 19100,任务编号：906343,157-327.csv,,,,,,"小型游戏, 客户端开发, APP开发"
【LOGO设计】北京超升传媒有限公司 LOGO设计,https://task.epwk.com/906346/,236人,1人,¥500,圆满完成,https://task.epwk.com/page197.html?m=6&o=7,北京超升传媒有限公司 LOGO设计,直接雇佣￥ 500,￥ 500,任务编号：906346,157-327.csv,,,,,,"北京超升传媒, LOGO设计"
【活动策划】宣传活动策划,https://task.epwk.com/906358/,274人,1人,"¥40,000",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,宣传活动策划,直接雇佣￥ 40000,￥ 40000,任务编号：906358,157-327.csv,,,,,,"宣传活动, 策划方案"
【后端开发】海康威视摄像头接入现有的BS管理平台,https://task.epwk.com/906359/,1498人,1人,"¥1,500",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,海康威视摄像头接入现有的BS管理平台,直接雇佣￥ 1500,￥ 1500,任务编号：906359,157-327.csv,,,,,,"海康威视摄像头, BS管理平台, 接入"
【LOGO设计】设计logo,https://task.epwk.com/906360/,404人,1人,"¥20,000",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,设计logo,直接雇佣￥ 20000,￥ 20000,任务编号：906360,157-327.csv,,,,,,logo设计
【网站优化方案】千站推高级版双11特惠9900/年且买2年送1年,https://task.epwk.com/906373/,216人,1人,"¥9,900",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,千站推高级版双11特惠9900/年且买2年送1年,直接雇佣￥ 9900,￥ 9900,任务编号：906373,157-327.csv,,,,,,"千站推, 双11, 年费优惠"
【网站优化方案】千站推高级版双11特惠9900/年且买2年送1年,https://task.epwk.com/906376/,195人,1人,"¥9,900",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,千站推高级版双11特惠9900/年且买2年送1年,直接雇佣￥ 9900,￥ 9900,任务编号：906376,157-327.csv,,,,,,"千站推, 双11, 年费优惠"
【小程序开发】社交小程序开发,https://task.epwk.com/906379/,94人,1人,"¥19,850",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,社交小程序开发,直接雇佣￥ 19850,￥ 19850,任务编号：906379,157-327.csv,,,,,,"社交小程序, 开发"
【APP开发】花火系统开发尾款订单,https://task.epwk.com/906383/,229人,1人,"¥25,000",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,花火系统开发尾款订单,直接雇佣￥ 25000,￥ 25000,任务编号：906383,157-327.csv,,,,,,"花火系统, 订单, 尾款"
【LOGO设计】logo设计修改,https://task.epwk.com/906395/,323人,1人,¥160,圆满完成,https://task.epwk.com/page197.html?m=6&o=7,logo设计修改,直接雇佣￥ 160,￥ 160,任务编号：906395,157-327.csv,,,,,,"logo设计, 修改"
【ERP系统】进销存管理系统1期,https://task.epwk.com/906398/,1596人,1人,"¥16,800",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,进销存管理系统1期,直接雇佣￥ 16800,￥ 16800,任务编号：906398,157-327.csv,,,,,,"进销存管理系统, 系统开发"
【ERP系统】进销存管理系统2期,https://task.epwk.com/906400/,1545人,1人,"¥18,900",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,进销存管理系统2期,直接雇佣￥ 18900,￥ 18900,任务编号：906400,157-327.csv,,,,,,"进销存管理系统, 二期开发"
【H5开发】小马过河小游戏H5页面开发,https://task.epwk.com/906482/,1569人,1人,"¥1,970",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,小马过河小游戏H5页面开发,直接雇佣￥ 1970,￥ 1970,任务编号：906482,157-327.csv,,,,,,"小马过河, H5页面, 游戏开发"
【企业官网】企业网站建设,https://task.epwk.com/906484/,130人,1人,"¥5,000",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,企业网站建设,直接雇佣￥ 5000,￥ 5000,任务编号：906484,157-327.csv,,,,,,"企业网站, 网站建设"
【VI设计】湖北牛牛约稿科技有限公司VI设计,https://task.epwk.com/906518/,586人,1人,¥600,圆满完成,https://task.epwk.com/page197.html?m=6&o=7,湖北牛牛约稿科技有限公司VI设计,直接雇佣￥ 600,￥ 600,任务编号：906518,157-327.csv,,,,,,"VI设计, 湖北牛牛约稿科技有限公司, 公司形象设计"
【产品外观设计】镀金纪念品设计风水摆件设计工艺品设计产品外观设计,https://task.epwk.com/906531/,1619人,1人,"¥11,500",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,镀金纪念品设计风水摆件设计工艺品设计产品外观设计,直接雇佣￥ 11500,￥ 11500,任务编号：906531,157-327.csv,,,,,,"镀金纪念品, 风水摆件, 工艺品设计, 产品外观设计"
【手游开发】手游开发尾款,https://task.epwk.com/906539/,632人,1人,"¥25,000",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,手游开发尾款,直接雇佣￥ 25000,￥ 25000,任务编号：906539,157-327.csv,,,,,,"手游开发, 尾款"
【APP开发】地产软件2期,https://task.epwk.com/906544/,155人,1人,"¥58,000",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,地产软件2期,直接雇佣￥ 58000,￥ 58000,任务编号：906544,157-327.csv,,,,,,"地产软件, 软件开发"
【LOGO设计】logo设计企业公司品牌图文,https://task.epwk.com/906558/,162人,1人,¥800,圆满完成,https://task.epwk.com/page197.html?m=6&o=7,logo设计企业公司品牌图文,直接雇佣￥ 800,￥ 800,任务编号：906558,157-327.csv,,,,,,"logo设计, 企业品牌, 图文设计"
【小程序开发】仓储管理软件开发二期,https://task.epwk.com/906567/,139人,1人,"¥40,000",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,仓储管理软件开发二期,直接雇佣￥ 40000,￥ 40000,任务编号：906567,157-327.csv,,,,,,"仓储管理, 软件开发, 二期"
【小程序开发】投标文件自动化生成系统,https://task.epwk.com/906588/,277人,1人,"¥25,000",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,投标文件自动化生成系统,直接雇佣￥ 25000,￥ 25000,任务编号：906588,157-327.csv,,,,,,"投标文件, 自动化生成, 系统"
【APP开发】多级分销系统开发4期,https://task.epwk.com/906612/,142人,1人,"¥49,986",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,多级分销系统开发4期,直接雇佣￥ 49986,￥ 49986,任务编号：906612,157-327.csv,,,,,,"多级分销系统, 系统开发"
【VI设计】名片印刷,https://task.epwk.com/906625/,583人,1人,¥500,圆满完成,https://task.epwk.com/page197.html?m=6&o=7,名片印刷,直接雇佣￥ 500,￥ 500,任务编号：906625,157-327.csv,,,,,,"名片印刷, 名片设计"
【PPT设计】PPT美化/代做PPT,https://task.epwk.com/906629/,116人,1人,¥150,圆满完成,https://task.epwk.com/page197.html?m=6&o=7,PPT美化/代做PPT,直接雇佣￥ 150,￥ 150,任务编号：906629,157-327.csv,,,,,,"PPT美化, PPT设计"
【APP开发】简单APP开发,https://task.epwk.com/906638/,375人,1人,"¥8,000",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,简单APP开发,直接雇佣￥ 8000,￥ 8000,任务编号：906638,157-327.csv,,,,,,"APP开发, 简单应用"
【小程序开发】做一个电子商务小程序,https://task.epwk.com/906639/,400人,1人,"¥24,000",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,做一个电子商务小程序,直接雇佣￥ 24000,￥ 24000,任务编号：906639,157-327.csv,,,,,,"电子商务小程序, 小程序开发"
【前端开发】玉缘网前端页面开发,https://task.epwk.com/906644/,1381人,1人,"¥1,980",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,玉缘网前端页面开发,直接雇佣￥ 1980,￥ 1980,任务编号：906644,157-327.csv,,,,,,"玉缘网, 前端页面, 页面开发"
【APP开发】学校内部群聊+商城,https://task.epwk.com/906651/,151人,1人,"¥38,998",圆满完成,https://task.epwk.com/page197.html?m=6&o=7,学校内部群聊+商城,直接雇佣￥ 38998,￥ 38998,任务编号：906651,157-327.csv,,,,,,"学校群聊, 商城系统"
【后端开发】天星网后台数据接口开发,https://task.epwk.com/906662/,1329人,1人,"¥1,970",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,天星网后台数据接口开发,直接雇佣￥ 1970,￥ 1970,任务编号：906662,157-327.csv,,,,,,"天星网, 数据接口, 后台系统"
【动漫角色设计】三眼蝾螈动漫形象角色设计,https://task.epwk.com/906663/,636人,1人,"¥1,980",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,三眼蝾螈动漫形象角色设计,直接雇佣￥ 1980,￥ 1980,任务编号：906663,157-327.csv,,,,,,"三眼蝾螈, 动漫形象, 角色设计"
【宣传单设计】旺旺火锅店冬季促销宣传单设计,https://task.epwk.com/906664/,530人,1人,"¥1,960",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,旺旺火锅店冬季促销宣传单设计,直接雇佣￥ 1960,￥ 1960,任务编号：906664,157-327.csv,,,,,,"旺旺火锅店, 冬季促销, 宣传单设计"
【手游开发】手游开发,https://task.epwk.com/906665/,658人,1人,"¥50,000",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,手游开发,直接雇佣￥ 50000,￥ 50000,任务编号：906665,157-327.csv,,,,,,手游开发
【小程序开发】社交软件开发,https://task.epwk.com/906667/,195人,1人,"¥50,000",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,社交软件开发,直接雇佣￥ 50000,￥ 50000,任务编号：906667,157-327.csv,,,,,,"社交软件, 软件开发"
【小程序开发】乡镇内部使用系统开发,https://task.epwk.com/906670/,143人,1人,"¥48,000",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,乡镇内部使用系统开发,直接雇佣￥ 48000,￥ 48000,任务编号：906670,157-327.csv,,,,,,"乡镇系统, 内部使用, 系统开发"
【产品原型设计】统计图开发7,https://task.epwk.com/906684/,580人,1人,"¥35,000",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,统计图开发7,直接雇佣￥ 35000,￥ 35000,任务编号：906684,157-327.csv,,,,,,"统计图, 开发"
【VI设计】VIS视觉系统创意版,https://task.epwk.com/906733/,141人,1人,"¥3,500",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,VIS视觉系统创意版,直接雇佣￥ 3500,￥ 3500,任务编号：906733,157-327.csv,,,,,,"VIS视觉系统, 创意设计"
【VI设计】VIS视觉系统创意版,https://task.epwk.com/906734/,309人,1人,"¥3,500",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,VIS视觉系统创意版,直接雇佣￥ 3500,￥ 3500,任务编号：906734,157-327.csv,,,,,,"VIS视觉系统, 创意设计"
【VI设计】VIS视觉系统创意版,https://task.epwk.com/906735/,211人,1人,"¥3,500",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,VIS视觉系统创意版,直接雇佣￥ 3500,￥ 3500,任务编号：906735,157-327.csv,,,,,,"VIS视觉系统, 创意设计"
【VI设计】VIS视觉系统创意版,https://task.epwk.com/906736/,185人,1人,"¥3,500",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,VIS视觉系统创意版,直接雇佣￥ 3500,￥ 3500,任务编号：906736,157-327.csv,,,,,,"VIS视觉系统, 创意设计"
【包装设计】产品包装设计、包装盒设计,https://task.epwk.com/906745/,212人,1人,"¥1,000",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,产品包装设计、包装盒设计,直接雇佣￥ 1000,￥ 1000,任务编号：906745,157-327.csv,,,,,,"产品包装设计, 包装盒设计"
【小程序开发】社交小程序开发二期,https://task.epwk.com/906751/,118人,1人,"¥31,185",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,社交小程序开发二期,直接雇佣￥ 31185,￥ 31185,任务编号：906751,157-327.csv,,,,,,"社交小程序, 开发, 二期"
【小程序开发】社交小程序开发一期,https://task.epwk.com/906752/,99人,1人,"¥31,856",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,社交小程序开发一期,直接雇佣￥ 31856,￥ 31856,任务编号：906752,157-327.csv,,,,,,"社交小程序, 开发, 一期"
【广告策划】详情页面制作策划,https://task.epwk.com/906756/,633人,1人,"¥1,200",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,详情页面制作策划,直接雇佣￥ 1200,￥ 1200,任务编号：906756,157-327.csv,,,,,,"详情页面, 策划"
【排版设计】产品说明书排版设计,https://task.epwk.com/906765/,217人,1人,"¥4,096",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,产品说明书排版设计,直接雇佣￥ 4096,￥ 4096,任务编号：906765,157-327.csv,,,,,,"产品说明书, 排版设计"
【LOGO设计】logo设计企业公司品牌图文标志商标图标,https://task.epwk.com/906767/,144人,1人,"¥1,000",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,logo设计企业公司品牌图文标志商标图标,直接雇佣￥ 1000,￥ 1000,任务编号：906767,157-327.csv,,,,,,"logo设计, 企业品牌, 图文标志, 商标图标"
【APP开发】视频直播类软件开发尾款,https://task.epwk.com/906772/,209人,1人,"¥35,000",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,视频直播类软件开发尾款,直接雇佣￥ 35000,￥ 35000,任务编号：906772,157-327.csv,,,,,,"视频直播, 软件开发, 尾款"
【商业贸易】商业贸易软件开发,https://task.epwk.com/906773/,367人,1人,"¥30,000",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,商业贸易软件开发,直接雇佣￥ 30000,￥ 30000,任务编号：906773,157-327.csv,,,,,,"商业贸易, 软件开发"
【APP开发】仿贝壳APP开发三期,https://task.epwk.com/906774/,158人,1人,"¥50,000",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,仿贝壳APP开发三期,直接雇佣￥ 50000,￥ 50000,任务编号：906774,157-327.csv,,,,,,"贝壳APP, 三期开发"
【店铺装修】海报+微信公众号@原创文章,https://task.epwk.com/906780/,564人,1人,¥500,圆满完成,https://task.epwk.com/page196.html?m=6&o=7,海报+微信公众号@原创文章,直接雇佣￥ 500,￥ 500,任务编号：906780,157-327.csv,,,,,,"海报, 微信公众号, 原创文章"
【PPT设计】PPT美化/代做PPT,https://task.epwk.com/906851/,88人,1人,¥175,圆满完成,https://task.epwk.com/page196.html?m=6&o=7,PPT美化/代做PPT,直接雇佣￥ 175,￥ 175,任务编号：906851,157-327.csv,,,,,,"PPT美化, PPT设计"
【PPT设计】PPT美化/代做PPT,https://task.epwk.com/906865/,182人,1人,¥150,圆满完成,https://task.epwk.com/page196.html?m=6&o=7,PPT美化/代做PPT,直接雇佣￥ 150,￥ 150,任务编号：906865,157-327.csv,,,,,,"PPT美化, PPT设计"
【手机网站】微信网站开发,https://task.epwk.com/906866/,663人,1人,"¥15,000",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,微信网站开发,直接雇佣￥ 15000,￥ 15000,任务编号：906866,157-327.csv,,,,,,"微信网站, 网站开发"
【APP界面设计】小程序平台UI设计,https://task.epwk.com/906902/,719人,1人,"¥7,000",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,小程序平台UI设计,直接雇佣￥ 7000,￥ 7000,任务编号：906902,157-327.csv,,,,,,"小程序平台, UI设计"
【产品外观设计】设计儿童电动车,https://task.epwk.com/906936/,1603人,1人,"¥36,301",圆满完成,https://task.epwk.com/page196.html?m=6&o=7,设计儿童电动车,直接雇佣￥ 36301,￥ 36301,任务编号：906936,157-327.csv,,,,,,"儿童电动车, 设计"
