标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,知识
【LOGO设计】LOGO设计,https://task.epwk.com/391640/,524人,1人,¥100,圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,LOGO设计,直接雇佣￥ 100,￥ 100,任务编号：391640,2000-2900.csv,,,,,,,,LOGO设计
【小程序开发】开发类似抢票的软件,https://task.epwk.com/391643/,670人,1人,"¥2,500",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,开发类似抢票的软件,直接雇佣￥ 2500,￥ 2500,任务编号：391643,2000-2900.csv,,,,,,,,"抢票软件, 软件开发, 票务系统"
【其他软件开发】oa的微信平台开发 二期,https://task.epwk.com/391652/,256人,1人,"¥15,000",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,oa的微信平台开发 二期,直接雇佣￥ 15000,￥ 15000,任务编号：391652,2000-2900.csv,,,,,,,,"oa系统, 微信平台, 二期开发"
【其他软件开发】oa的微信平台开发 三期,https://task.epwk.com/391653/,196人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,oa的微信平台开发 三期,直接雇佣￥ 10000,￥ 10000,任务编号：391653,2000-2900.csv,,,,,,,,"oa系统, 微信平台, 三期开发"
客户端,https://task.epwk.com/391656/,202人,1人,"¥1,000",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,客户端,直接雇佣￥ 1000,￥ 1000,任务编号：391656,2000-2900.csv,,,,,,,,客户端
功能补充2,https://task.epwk.com/391683/,148人,1人,"¥5,300",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,功能补充2,直接雇佣￥ 5300,￥ 5300,任务编号：391683,2000-2900.csv,,,,,,,,功能补充
【小程序开发】手机网页功能修复,https://task.epwk.com/391686/,259人,1人,¥600,圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,手机网页功能修复,直接雇佣￥ 600,￥ 600,任务编号：391686,2000-2900.csv,,,,,,,,"手机网页, 功能修复"
【网站UI设计】原画需求,https://task.epwk.com/391691/,604人,1人,"¥3,500",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,原画需求,直接雇佣￥ 3500,￥ 3500,任务编号：391691,2000-2900.csv,,,,,,,,"原画, 需求"
【网站UI设计】页面修改设计,https://task.epwk.com/391697/,221人,1人,"¥2,000",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,页面修改设计,直接雇佣￥ 2000,￥ 2000,任务编号：391697,2000-2900.csv,,,,,,,,"页面设计, 修改设计"
手机客户端,https://task.epwk.com/391698/,155人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,手机客户端,直接雇佣￥ 10000,￥ 10000,任务编号：391698,2000-2900.csv,,,,,,,,手机客户端
【企业官网】B2B2C多用户入驻商城系统开发,https://task.epwk.com/391712/,115人,1人,"¥12,000",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,B2B2C多用户入驻商城系统开发,直接雇佣￥ 12000,￥ 12000,任务编号：391712,2000-2900.csv,,,,,,,,"B2B2C商城, 多用户入驻系统, 系统开发"
【APP开发】社交软件移动APP UI设计,https://task.epwk.com/391740/,124人,1人,"¥15,984",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,社交软件移动APP UI设计,直接雇佣￥ 15984,￥ 15984,任务编号：391740,2000-2900.csv,,,,,,,,"社交软件, 移动APP, UI设计"
【APP开发】婚庆档期管理app开发,https://task.epwk.com/391749/,119人,1人,"¥13,872",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,婚庆档期管理app开发,直接雇佣￥ 13872,￥ 13872,任务编号：391749,2000-2900.csv,,,,,,,,"婚庆管理, app开发, 档期管理"
【其他软件开发】企业工资管理系统开发,https://task.epwk.com/391764/,124人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,企业工资管理系统开发,直接雇佣￥ 10000,￥ 10000,任务编号：391764,2000-2900.csv,,,,,,,,"企业工资管理, 系统开发"
【小程序开发】批量注册软件,https://task.epwk.com/391765/,219人,1人,"¥3,000",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,批量注册软件,直接雇佣￥ 3000,￥ 3000,任务编号：391765,2000-2900.csv,,,,,,,,"批量注册, 软件"
首页和发布页,https://task.epwk.com/391775/,947人,1人,¥200,圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,首页和发布页,直接雇佣￥ 200,￥ 200,任务编号：391775,2000-2900.csv,,,,,,,,"首页, 发布页"
logo  设计,https://task.epwk.com/391777/,434人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,logo  设计,直接雇佣￥ 5000,￥ 5000,任务编号：391777,2000-2900.csv,,,,,,,,"logo, 设计"
【商业提案】发布新闻稿,https://task.epwk.com/391781/,302人,1人,"¥19,000",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,发布新闻稿,直接雇佣￥ 19000,￥ 19000,任务编号：391781,2000-2900.csv,,,,,,,,"新闻稿, 发布"
【商业提案】发布新闻稿,https://task.epwk.com/391782/,409人,1人,"¥16,000",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,发布新闻稿,直接雇佣￥ 16000,￥ 16000,任务编号：391782,2000-2900.csv,,,,,,,,"新闻稿, 发布"
【PPT设计】公司推广幻灯片优化,https://task.epwk.com/391789/,778人,1人,¥900,圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,公司推广幻灯片优化,直接雇佣￥ 900,￥ 900,任务编号：391789,2000-2900.csv,,,,,,,,"公司推广, 幻灯片优化"
PVC 笔袋,https://task.epwk.com/391791/,293人,1人,¥280,圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,PVC 笔袋,直接雇佣￥ 280,￥ 280,任务编号：391791,2000-2900.csv,,,,,,,,"PVC笔袋, 笔袋设计"
【企业官网】金融网站直播室开发,https://task.epwk.com/391792/,152人,1人,"¥12,000",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,金融网站直播室开发,直接雇佣￥ 12000,￥ 12000,任务编号：391792,2000-2900.csv,,,,,,,,"金融网站, 直播室, 开发"
【企业官网】企业网站 建设,https://task.epwk.com/391793/,119人,1人,"¥3,600",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,企业网站 建设,直接雇佣￥ 3600,￥ 3600,任务编号：391793,2000-2900.csv,,,,,,,,"企业网站, 建设"
【APP开发】android安装处理系统开发,https://task.epwk.com/391797/,220人,1人,"¥8,000",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,android安装处理系统开发,直接雇佣￥ 8000,￥ 8000,任务编号：391797,2000-2900.csv,,,,,,,,"android安装, 系统开发"
【VI设计】四川小吃餐厅logo和VI设计,https://task.epwk.com/391812/,300人,1人,"¥6,000",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,四川小吃餐厅logo和VI设计,直接雇佣￥ 6000,￥ 6000,任务编号：391812,2000-2900.csv,,,,,,,,"四川小吃, 餐厅logo, VI设计"
广告认证和云平台管理开发,https://task.epwk.com/391827/,141人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2838.html?m=6&o=7,广告认证和云平台管理开发,直接雇佣￥ 20000,￥ 20000,任务编号：391827,2000-2900.csv,,,,,,,,"广告认证, 云平台管理"
【企业官网】guanhai影视站双语补差价,https://task.epwk.com/391842/,87人,1人,"¥1,000",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,guanhai影视站双语补差价,直接雇佣￥ 1000,￥ 1000,任务编号：391842,2000-2900.csv,,,,,,,,"影视站, 双语, 补差价"
【电商网站】产品展示app,https://task.epwk.com/391850/,359人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,产品展示app,直接雇佣￥ 20000,￥ 20000,任务编号：391850,2000-2900.csv,,,,,,,,"产品展示, app"
企业宣传册设计,https://task.epwk.com/391862/,246人,1人,¥300,圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,企业宣传册设计,直接雇佣￥ 300,￥ 300,任务编号：391862,2000-2900.csv,,,,,,,,"企业宣传册, 设计"
品牌刹车片楼宇户外广告牌设计,https://task.epwk.com/391863/,651人,1人,¥800,圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,品牌刹车片楼宇户外广告牌设计,直接雇佣￥ 800,￥ 800,任务编号：391863,2000-2900.csv,,,,,,,,"品牌刹车片, 楼宇广告, 户外广告"
设计一个广告屏的效果图,https://task.epwk.com/391864/,188人,1人,¥100,圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,设计一个广告屏的效果图,直接雇佣￥ 100,￥ 100,任务编号：391864,2000-2900.csv,,,,,,,,"广告屏, 效果图"
【微信开发】微信公众号微调研 抽红包活动开发,https://task.epwk.com/391869/,280人,1人,"¥18,000",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,微信公众号微调研 抽红包活动开发,直接雇佣￥ 18000,￥ 18000,任务编号：391869,2000-2900.csv,,,,,,,,"微信公众号, 微调研, 抽红包活动"
制作一个大型触摸屏软件,https://task.epwk.com/391871/,198人,1人,"¥3,500",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,制作一个大型触摸屏软件,直接雇佣￥ 3500,￥ 3500,任务编号：391871,2000-2900.csv,,,,,,,,"触摸屏软件, 软件开发"
【小程序开发】根据一个.NET广告机应用，改写成安卓,https://task.epwk.com/391872/,181人,1人,¥700,圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,根据一个.NET广告机应用，改写成安卓,直接雇佣￥ 700,￥ 700,任务编号：391872,2000-2900.csv,,,,,,,,".NET广告机, 安卓应用"
为一个安卓应用更改图片,https://task.epwk.com/391874/,146人,1人,¥100,圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,为一个安卓应用更改图片,直接雇佣￥ 100,￥ 100,任务编号：391874,2000-2900.csv,,,,,,,,"安卓应用, 图片修改"
【宣传册设计】danye-boshi,https://task.epwk.com/391875/,258人,1人,¥100,圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,danye-boshi,直接雇佣￥ 100,￥ 100,任务编号：391875,2000-2900.csv,,,,,,,,丹叶博士
设计一个广告机播放软件,https://task.epwk.com/391877/,211人,1人,"¥1,300",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,设计一个广告机播放软件,直接雇佣￥ 1300,￥ 1300,任务编号：391877,2000-2900.csv,,,,,,,,"广告机, 播放软件"
海鲜餐厅标志设计,https://task.epwk.com/391893/,271人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,海鲜餐厅标志设计,直接雇佣￥ 5000,￥ 5000,任务编号：391893,2000-2900.csv,,,,,,,,"海鲜餐厅, 标志设计"
开发网站定金,https://task.epwk.com/391904/,368人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,开发网站定金,直接雇佣￥ 5000,￥ 5000,任务编号：391904,2000-2900.csv,,,,,,,,"网站开发, 定金"
【小程序开发】QQ聊天远程查看器,https://task.epwk.com/391907/,298人,1人,"¥9,800",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,QQ聊天远程查看器,直接雇佣￥ 9800,￥ 9800,任务编号：391907,2000-2900.csv,,,,,,,,"QQ聊天, 远程查看, 聊天查看器"
【小程序开发】VoIP音频通信管理软件,https://task.epwk.com/391908/,343人,1人,"¥9,700",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,VoIP音频通信管理软件,直接雇佣￥ 9700,￥ 9700,任务编号：391908,2000-2900.csv,,,,,,,,"VoIP音频通信, 软件管理"
【企业官网】DESTOON模板开发,https://task.epwk.com/391914/,122人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,DESTOON模板开发,直接雇佣￥ 10000,￥ 10000,任务编号：391914,2000-2900.csv,,,,,,,,"DESTOON模板, 模板开发"
我需要做一个30秒的视频广告（剪辑）,https://task.epwk.com/391916/,297人,1人,¥300,圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,我需要做一个30秒的视频广告（剪辑）,直接雇佣￥ 300,￥ 300,任务编号：391916,2000-2900.csv,,,,,,,,"视频广告, 剪辑"
类似卖客疯的APP开发,https://task.epwk.com/391939/,512人,1人,"¥10,981",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,类似卖客疯的APP开发,直接雇佣￥ 10981,￥ 10981,任务编号：391939,2000-2900.csv,,,,,,,,"卖客疯, APP开发, 移动应用"
【品牌故事】pptbp计划书制作,https://task.epwk.com/391940/,441人,1人,"¥1,000",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,pptbp计划书制作,直接雇佣￥ 1000,￥ 1000,任务编号：391940,2000-2900.csv,,,,,,,,"PPT, 计划书, 制作"
【企业官网】B2B2C多用户入驻商城系统维护,https://task.epwk.com/391941/,131人,1人,"¥4,000",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,B2B2C多用户入驻商城系统维护,直接雇佣￥ 4000,￥ 4000,任务编号：391941,2000-2900.csv,,,,,,,,"B2B2C商城, 多用户入驻系统, 系统维护"
监控记录软件开发,https://task.epwk.com/391947/,99人,1人,"¥13,000",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,监控记录软件开发,直接雇佣￥ 13000,￥ 13000,任务编号：391947,2000-2900.csv,,,,,,,,"监控记录, 软件开发"
电子书软件,https://task.epwk.com/391948/,218人,1人,"¥2,600",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,电子书软件,直接雇佣￥ 2600,￥ 2600,任务编号：391948,2000-2900.csv,,,,,,,,"电子书, 软件"
【企业官网】制作楼宇物业设备管理云平台,https://task.epwk.com/391954/,445人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,制作楼宇物业设备管理云平台,直接雇佣￥ 30000,￥ 30000,任务编号：391954,2000-2900.csv,,,,,,,,"楼宇物业, 设备管理, 云平台"
【微信开发】4S店微信公众号开发第一期,https://task.epwk.com/391971/,314人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,4S店微信公众号开发第一期,直接雇佣￥ 20000,￥ 20000,任务编号：391971,2000-2900.csv,,,,,,,,"4S店, 微信公众号"
微信公众号的前端后端研发,https://task.epwk.com/391975/,311人,1人,"¥17,000",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,微信公众号的前端后端研发,直接雇佣￥ 17000,￥ 17000,任务编号：391975,2000-2900.csv,,,,,,,,"微信公众号, 前端开发, 后端开发"
【宣传册设计】公司/产品原料介绍宣传手册设计,https://task.epwk.com/391984/,302人,1人,"¥2,800",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,公司/产品原料介绍宣传手册设计,直接雇佣￥ 2800,￥ 2800,任务编号：391984,2000-2900.csv,,,,,,,,"公司产品, 原料介绍, 宣传手册设计"
手机端静态页面制作,https://task.epwk.com/391993/,511人,1人,¥500,圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,手机端静态页面制作,直接雇佣￥ 500,￥ 500,任务编号：391993,2000-2900.csv,,,,,,,,"手机端, 静态页面, 页面制作"
页面设计,https://task.epwk.com/392001/,114人,1人,¥800,圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,页面设计,直接雇佣￥ 800,￥ 800,任务编号：392001,2000-2900.csv,,,,,,,,页面设计
【APP开发】物流项目app（含PC端网站）,https://task.epwk.com/392002/,202人,1人,"¥21,800",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,物流项目app（含PC端网站）,直接雇佣￥ 21800,￥ 21800,任务编号：392002,2000-2900.csv,,,,,,,,"物流项目, app, PC端网站"
【创意短视频】法院动画短片设计制作,https://task.epwk.com/392008/,427人,1人,"¥13,000",圆满完成,https://task.epwk.com/page2837.html?m=6&o=7,法院动画短片设计制作,直接雇佣￥ 13000,￥ 13000,任务编号：392008,2000-2900.csv,,,,,,,,"法院动画, 短片设计, 制作"
【LOGO设计】海华之家LOGO,https://task.epwk.com/392013/,554人,1人,"¥3,470",圆满完成,https://task.epwk.com/page2836.html?m=6&o=7,海华之家LOGO,直接雇佣￥ 3470,￥ 3470,任务编号：392013,2000-2900.csv,,,,,,,,"海华之家, LOGO"
两分钟MG动画制作,https://task.epwk.com/392019/,421人,1人,"¥4,600",圆满完成,https://task.epwk.com/page2836.html?m=6&o=7,两分钟MG动画制作,直接雇佣￥ 4600,￥ 4600,任务编号：392019,2000-2900.csv,,,,,,,,"MG动画, 两分钟, 制作"
开发一个买卖大量农产品的农业淘宝网站和App,https://task.epwk.com/392024/,212人,1人,"¥8,000",圆满完成,https://task.epwk.com/page2836.html?m=6&o=7,开发一个买卖大量农产品的农业淘宝网站和App,直接雇佣￥ 8000,￥ 8000,任务编号：392024,2000-2900.csv,,,,,,,,"农产品买卖, 农业电商, 淘宝网站, App开发"
【关键词优化】搜索排名优化及推广,https://task.epwk.com/392028/,193人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2836.html?m=6&o=7,搜索排名优化及推广,直接雇佣￥ 10000,￥ 10000,任务编号：392028,2000-2900.csv,,,,,,,,"搜索排名, 优化, 推广"
【企业官网】装饰材料网站制作,https://task.epwk.com/392038/,376人,1人,"¥2,000",圆满完成,https://task.epwk.com/page2836.html?m=6&o=7,装饰材料网站制作,直接雇佣￥ 2000,￥ 2000,任务编号：392038,2000-2900.csv,,,,,,,,"装饰材料, 网站制作"
【网站优化方案】团购网站推广,https://task.epwk.com/392046/,271人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2836.html?m=6&o=7,团购网站推广,直接雇佣￥ 10000,￥ 10000,任务编号：392046,2000-2900.csv,,,,,,,,"团购网站, 推广"
广告设计,https://task.epwk.com/392060/,353人,1人,"¥130,000",圆满完成,https://task.epwk.com/page2836.html?m=6&o=7,广告设计,直接雇佣￥ 130000,￥ 130000,任务编号：392060,2000-2900.csv,,,,,,,,广告设计
广告设计,https://task.epwk.com/392061/,151人,1人,"¥70,000",圆满完成,https://task.epwk.com/page2836.html?m=6&o=7,广告设计,直接雇佣￥ 70000,￥ 70000,任务编号：392061,2000-2900.csv,,,,,,,,广告设计
【安全服务】网站前端开发,https://task.epwk.com/392067/,1495人,1人,"¥3,940",圆满完成,https://task.epwk.com/page2836.html?m=6&o=7,网站前端开发,直接雇佣￥ 3940,￥ 3940,任务编号：392067,2000-2900.csv,,,,,,,,"网站前端, 开发"
【企业官网】教育咨询公司建立网站,https://task.epwk.com/392068/,111人,1人,"¥12,000",圆满完成,https://task.epwk.com/page2836.html?m=6&o=7,教育咨询公司建立网站,直接雇佣￥ 12000,￥ 12000,任务编号：392068,2000-2900.csv,,,,,,,,"教育咨询, 网站建设"
