标题,标题链接,查看数,参与数,需求价���,状态,需求方,需求文本,发布时间,完成时间,任务编号,赏金总额,参与交稿,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,字段11,字段12
【包装设计】礼盒包装设计,https://task.epwk.com/969379/,3195人,13人,¥800,圆满完成,运筹威幄vcrn5,产品名称：内衣消毒机产品尺寸：长宽高305200120mm颜色：如附件图功能：女性内衣物消毒使用人群：18~25女性设计要求设计礼盒包装，适合情人节，圣诞节，或闺蜜生日两层包装内层包装，具备女性内衣物分类收纳的功能（包装尺寸预估400320150，可根据实际设计理念调整），便携，颜色与产品色（附件图片色）搭配设计，图案花纹不限，但需要简约，符合年轻女性心动特质外层包装简约黄皮纸箱包装初稿需要有效果图体现，只留联系方式和无相关的案例不予采购和回复，作品效果图采纳后再深入勾通输出文件及设计尾款如需渲染3D效果图，可联系私发3D模型,2021.11.13,2021.12.16,任务编号：969379,￥ 800,13,半山墨品牌营销设计,https://shop.epwk.com/j7n3813935e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【包装设计】阳朔金桔包装设计,https://task.epwk.com/969303/,2604人,16人,¥800,圆满完成,沐天农业,以刘三姐和壮族民族风为主题做中国风礼盒包装  色彩对比要强  具有视觉冲击力  阳朔金桔礼盒包装    长宽340*270mm； 高150mm,2021.11.12,2021.11.27,任务编号：969303,￥ 800,17,广杨工作室,https://shop.epwk.com/zqdplx87kn1v/,广杨工作室,出售服务,https://shop.epwk.com/zqdplx87kn1v/chushou/,个人,四品,37分,,,广杨工作室,,,,,,,,,,,,,,,,,,,
【动漫角色设计】异形孙悟空形象设计,https://task.epwk.com/969288/,4857人,14人,¥2500,圆满完成,o61809b320ef1f,"设计对象：孙悟空与机器人的结合体，钢铁悟空 机甲悟空 金刚悟空对象要素：金箍棒，钢铁机甲用途：制作玩具设计要求： 1、站姿，胳膊、腿脚、金箍棒不宜太细          2、颜色：大块、简洁、醒目3、尺寸：正面宽不超过10cm，侧面宽不超过6cm，高度不超过15cm3、成稿：带标尺的四面矢量图（式样见附件）几点说明：1、需三个金刚悟空形态2、本次任务入围的，将以定向投标交易模式完成（确保设计师收入不低于2000元），请入围设计师在本任务中标公示七天内及时参与投标3、未尽事宜，微信联系知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2021.11.12,2021.12.03,任务编号：969288,￥ 2500,16,@小杰设计,https://shop.epwk.com/0jnekv0mxnv3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【服装设计】可以把正装秒变成鬼怪的戏服设计,https://task.epwk.com/969238/,2303人,6人,¥500,圆满完成,创意就是生产力,应用场景：儿童戏剧要求：可以通过简单的操作，可以把西装变成魔鬼的服装，比方说变成有八条腿的蜘蛛图纸要求：平面图，加点颜色和布料的材质工艺说明,2021.11.12,2022.01.13,任务编号：969238,￥ 500,7,北京大匠设计工作室,https://shop.epwk.com/2j5jjy6825pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】设计餐饮业LOGO,https://task.epwk.com/969040/,1726人,36人,¥500,圆满完成,shikeyouren,"食客有人 LOGO 已申请商标，需原创设计知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2021.11.11,2021.11.23,任务编号：969040,￥ 500,41,mf15030112260,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】电商店铺logo设计,https://task.epwk.com/968906/,2016人,35人,¥500,圆满完成,o611220c364a1a,品牌名艺之初，致力于天然材质的居家清洁工具以及居家美学好物，品牌元素有3点：1.产品选用的是天然材质（以植物草丝 动物毛以及竹木为主原料）倡导环保生活理念，2.产品的工艺为传统的手工技艺，突出匠人精神。3.产品是置身在一种生活艺术的美学视角设计，外型与功能兼具。即是清洁工具又是可欣赏的工艺品。logo设计突出以上三点（logo简洁明了），艺之初的原意为：（创始人的）的初心，以一种回归自然的方式来生活，让民间手工艺能得到传扬，让现代人的快节奏脚步有一个可以停歇的地方，让人的内心可以保持宁静,2021.11.10,2021.12.03,任务编号：968906,￥ 500,39,步同品牌设计,https://shop.epwk.com/09drjrw2q53w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】注册公司LOGO设计（轻松创业）,https://task.epwk.com/968882/,7182人,65人,¥1300,圆满完成,von8nn8,公司是做注册公司、代理记账、商标注册、企业贷款、财税等企业服务这块，要求设计简单明了，要求凸显“轻松”的感觉，能让人更加轻松的完成创业梦想，最好以卡通吉祥物的形式表达出来。整体感觉是要与轻松相匹配。,2021.11.10,2021.12.19,任务编号：968882,￥ 1300,75,渲染精彩,https://shop.epwk.com/78dljop6l5lx/,渲染精彩,出售服务,https://shop.epwk.com/78dljop6l5lx/chushou/,工作室,二品,55分,,,渲染精彩,,创意产品,"￥500
            /件",创意产品,"￥300
            /件",创意产品,"￥1000
            /件",效果图,"￥500
            /次",效果图,"￥500
            /次",效果图,"￥500
            /次",效果图,"￥500
            /次",效果图,"￥500
            /次",效果图,"￥500
            /次"
【LOGO设计】公司LOGO设计,https://task.epwk.com/968822/,4876人,65人,¥1000,圆满完成,hanqingguoji,公司全称：北京金颐和年康养服务有限公司要求：1、logo做“金颐和年”四个字加入一些合适的图形元素，其中突出“颐和”二字，连起是“金颐和年”但是突出“颐和”2、公司主营范围在附件中3、有一个参考的logo，拒绝照抄，可以参考形式。4、没有英文,2021.11.10,2021.11.27,任务编号：968822,￥ 1000,75,通达广告,https://shop.epwk.com/3gd2moq2wner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】服装品牌“灰阶/Gray Scale”LOGO设计,https://task.epwk.com/968695/,7807人,144人,¥1100,圆满完成,mf159****2184,"如果精通刺绣工艺，懂得在设计logo的基础上对logo进行精美的刺绣工艺设计，可以另外加价500。品牌中文名称：灰阶品牌英文名称：Gray Scale品牌简介：一家专门设计灰色衣服的潮牌店铺，只从黑色到白色之间取色。 设计要求可以分为两种，满足其中任意一种即可：1:用简约图形表达出灰阶这个概念（不要使用进度条、读取环、楼梯阶这类形状）。2:用单词“Gray Scale”进行设计，要求字体必须原创，可以使用整个词也可以使用两个首字母，不可使用艺术字体，视觉效果要简约且字体不要奇形怪状（手写字体也可以投稿），logo要可用于刺绣加工。 logo应用和要求：1、logo要可用于刺绣，印花等工艺。2、视觉简约，细节处有巧思。3、尽量能体现特色，品牌专门设计灰色服装。4、附上创意说明。知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2021.11.09,2021.12.08,任务编号：968695,￥ 1100,156,雅诚毅然传媒科技有限公司,https://shop.epwk.com/zqdplmv8pn1v/,雅诚毅然传媒科技有限公司,出售服务,https://shop.epwk.com/zqdplmv8pn1v/chushou/,企业,四品,42分,,,雅诚毅然传媒科技有限公司,,品牌策划,"￥5000
            /起",品牌设计,"￥3000
            /起",商标设计,"￥1000
            /起",品牌包装设计,"￥3000
            /起",品牌logo设计,"￥1000
            /起",环境设计,价格面议,,,,,,
【LOGO设计】设计品牌logo,https://task.epwk.com/968607/,2594人,34人,¥500,圆满完成,运筹威幄vcrn5,"1.品牌名称“菲爱童心”，主营母婴类电器高客单产品（同类品牌参考有大宇、贝亲、babycore、小白熊、苏泊尔等）
2.设计风格需求，有活力，简洁，健康，不生硬，
3.图型、英文、字符等元素不限制
4.需注明设计思路+设计元素+设计理念
5.需有制图标示规范",2021.11.09,2021.12.06,任务编号：968607,￥ 500,41,金生设计室,https://shop.epwk.com/4rn8qvk03ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】餐厅LOGO设计,https://task.epwk.com/968475/,4427人,70人,¥500,圆满完成,空城22,名字：青豆餐厅。可选品牌副标题：健康餐，快乐吃。参考信息：本餐厅为食堂性质餐厅。,2021.11.08,2021.11.22,任务编号：968475,￥ 500,71,龙蛇映像,https://shop.epwk.com/rp5z407v7dx3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【背景墙设计】酒吧天花图案设计,https://task.epwk.com/968462/,1916人,23人,¥500,圆满完成,创意就是生产力,根据提供的平面图设计一个酒吧的天花，要求有非常亮眼的创意！ 能巧妙的通过图案把整个空间连动起来。,2021.11.08,2021.12.16,任务编号：968462,￥ 500,26,北京大匠设计工作室,https://shop.epwk.com/2j5jjy6825pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】奢侈品工作室LOGO设计,https://task.epwk.com/968461/,2002人,34人,¥500,圆满完成,mf139****6525,奢侈品工作室LOGO设计，项目紧急：一般本工作室名称为“满意中古”主要经营中古奢侈品的回收和销售，为了提升客户体验和服务，需要设计一款具有代表性的LOGO具体要求：LOGO简洁，大方，给人传达出稳重，高贵的感受。以中文字“满意”+英文字“MY Luxury”+熊猫卡通图案，结合在一起的LOGO图案LOGO图案的布局，要适合线上头像设置（方形，圆形等），最好也能够兼顾线下展会长方形布局的要求。LOGO主体颜色，尽量应用“爱马仕橙”备注：中标方需要配合修改及提交源文件，其他具体要求，请设计者与我们沟通。,2021.11.08,2021.11.29,任务编号：968461,￥ 500,35,龙蛇映像,https://shop.epwk.com/rp5z407v7dx3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】跳绳俱乐部LOGO设计,https://task.epwk.com/968212/,2152人,34人,¥560,圆满完成,风水小岛,"名称：锦州市凌动跳绳俱乐部    英文：Jinzhou Leading Rope Skipping Club锦州市凌动跳绳俱乐部主要进行跳绳教学、跳绳表演，及其相关体育训练，近几年在省内、国家级别的比赛里崭露头角，在花样跳绳项目中表现尤为突出。任务需求：1.为俱乐部设计的LOGO要由图案+中英文名称组成。适合做成队旗参赛所用。2.图案大方简洁，最好有跳绳联想，有运动感，给人印象深刻。3.可从飞腾跳跃、意气昂扬、气势猛烈方面思考，英文名寓意是领先的跳绳技术，引领跳绳潮流之意。4.跳绳俱乐部相关信息可查阅：https://mp.weixin.qq.com/s/_pV8iKNMT7ocx14Kda1GXw5.设计需原创，要可用于注册，不能抄袭同类作品，或将其中元素进行简单堆砌。6.设计完成后，LOGO需要提供以下格式：①PSD格式（可以看到LOGO的各个图层）②ai格式（矢量图，可无限放大不失真）知识产权说明：1. 所设计的作品为必须原创，为首次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任。2. 中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2021.11.07,2021.12.05,任务编号：968212,￥ 560,41,QYL123,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】鲜榨果汁品牌logo设计,https://task.epwk.com/968047/,5204人,82人,¥1000,圆满完成,会力,品牌名称：荟果鲜萃。专业做鲜榨果汁，不掺水不加糖，原汁荟果鲜萃的logo设计偏好：品牌名+果汁元素，相结合参考奈雪的茶字体，不要艺术字吉祥物：水果猪（见附件）,2021.11.05,2021.11.22,任务编号：968047,￥ 1000,92,韵成品牌策划,https://shop.epwk.com/rp5z40wwjdx3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】“LIGHTEMIS”LOGO设计,https://task.epwk.com/967931/,3438人,64人,¥888,圆满完成,HTV270F,公司名称：LIGHTEMIS公司是：制造业 服装辅料设计方向：1. LIGHTEMIS的文字要加入商標設計裡面。2. 光的概念。3. 安全防護。4. 安全無所不在，環繞在身邊像空氣一樣融入生活。5. 彈性、舒適的概念。6. 使用方便，可以用在各種場景。7. 隐藏性，需要的時候才出現，默默在背後守護輔助,2021.11.05,2022.08.11,任务编号：967931,￥ 888,80,VECK设计间,https://shop.epwk.com/7g5ykw7y2n0q/,VECK设计间,出售服务,https://shop.epwk.com/7g5ykw7y2n0q/chushou/,个人,六品,39分,,,VECK设计间,,LOGO设计,"￥800
            /件",,,,,,,,,,,,,,,,
【LOGO设计】品牌logo设计,https://task.epwk.com/967760/,2321人,42人,¥500,圆满完成,Mr151****4366,产品：户外装备   户外刀具产品名称：MCHBELL 美视宝简洁大气,2021.11.04,2021.11.18,任务编号：967760,￥ 500,46,布鲁恩设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
