标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签
【企业官网】展示型企业网站开发,https://task.epwk.com/471205/,1472人,1人,1000-3000元,圆满完成,mf155****9341,我们有设计稿，只需要开发出前太和后台，搭建我们自己搭建，要求年前做完。,2017-01-16,2017.01.23,任务编号：471205,1700.0,9天,河北省-保定市-新市区,智雅网络科技有限公司,https://shop.epwk.com/0jnekol29nv3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,企业官网
【小程序开发】psd转页面开发,https://task.epwk.com/470827/,1628人,1人,1000元以内,圆满完成,mf137****2124,psd转页面，具体详谈,2017-01-14,2017.01.15,任务编号：470827,700.0,3天,上海市-市辖区-浦东新区,Rooms定制开发,https://shop.epwk.com/2j5jjjxj95pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发
【APP开发】员工考勤的APP开发,https://task.epwk.com/470742/,1549人,1人,5000-10000元,圆满完成,o58787cc903b66,1.需要开发一款员工考勤的APP软件，同时员工可以在app走一个请假的流程，还有加班补休，加班一天可以补休一天的功能，参考钉钉软件2.终端：APP端3.应用平台：安卓和ios,2017-01-13,2017.01.16,任务编号：470742,9999.0,5天,上海市-市辖区-黄浦区,o58787fa63351b,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APP开发
【软件UI设计】发动机减排系统UI界面设计,https://task.epwk.com/470572/,1966人,8人,3000-5000元,圆满完成,琴音碎辰,我们已经开发了一款PLC，面向发动机现场维护人员。之前界面自己弄的，不满意，希望重新找人设计。附上部分界面图片，原本一共6个界面，可以下载附件查看，建议压缩到四到五个界面，具体情况可以联系我。,2017-01-12,2017.05.15,任务编号：470572,3000.0,"10天,7天,20天,5天,10天,20天","湖北省-武汉市-市辖区,四川省-成都市-锦江区,吉林省-长春市-绿园区,山东省-淄博市-张店区,北京市-北京市-东城区,广东省-佛山市-南海区",郁文设计,https://shop.epwk.com/09drjjz6653w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,软件UI设计
【企业官网】公司产品网站开发,https://task.epwk.com/470343/,2528人,42人,1000元以内,圆满完成,Lily123工作室,网站开发，公司网站，介绍新产品，茶油产品,2017-01-11,2017.01.17,任务编号：470343,700.0,"5天,3天,7天,4天,20天,5天,10天,15天,3天,5天","山东省-济南市-历下区,江苏省-南通市-市辖区,四川省-自贡市-大安区,广东省-佛山市-顺德区,北京市-北京市-朝阳区,北京市-北京市-朝阳区,山西省-太原市-小店区,广东省-中山市-中山市,广东省-深圳市-宝安区,上海市-市辖区-浦东新区",酷丁建站,https://shop.epwk.com/09drjjorq53w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,企业官网
【企业官网】网站网页前端切图(两个页面),https://task.epwk.com/470172/,2927人,21人,1000-3000元,圆满完成,mf139****8671,根据提拱的两个PSD/jpg页面切图1、提拱前端代码2、优化前端界面，使页面更美观大方（可以更换色调及图标等）3、兼容,2017-01-10,2017.01.21,任务编号：470172,800.0,"4天,2天,3天,5天,7天,7天,20天,10天,3天","山东省-临沂市-河东区,广东省-深圳市-宝安区,江苏省-南京市-江宁区,北京市-北京市-朝阳区,山西省-太原市-小店区,辽宁省-沈阳市-和平区,重庆市-市辖区-渝中区,广东省-深圳市-宝安区,四川省-德阳市-旌阳区",山东临网网络科技有限公司,https://shop.epwk.com/zqdpll4jon1v/,山东临网网络科技有限公司,出售服务,https://shop.epwk.com/zqdpll4jon1v/chushou/,企业,一品,50分,,,山东临网网络科技有限公司,,临网微商城,价格面议,软件定制开发,价格面议,山东临网CMS模板建站,"￥1500
            /件",高端系统定制开发,"￥8000
            /件",山东临网微信公众号开发,价格面议,山东临网微商城建设,"￥35000
            /套",山东临网B2B2C商城,"￥90000
            /件",山东临网响应式网站建设,价格面议,山东临网营销型网站建设,"￥8800
            /件",企业官网
【企业官网】养老项目网站建设及商城平台开发,https://task.epwk.com/470278/,3817人,46人,1万-2万元,圆满完成,mf137****1389,养老项目需要制作自己的官网，另外还要配套商城功能，可以在线支付(含微商城和微信公众号建设)。官网要重新设计制作，不要模版建站；商城要有会员管理和营销活动板块；需要协助建设微信公众号。,2017-01-11,2017.01.25,任务编号：470278,15000.0,"20天,15天,30天,30天,30天,20天,50天,30天","广西-桂林市-七星区,广西-南宁市-青秀区,湖北省-武汉市-武昌区,广东省-佛山市-顺德区,安徽省-合肥市-蜀山区,山西省-太原市-小店区,北京市-北京市-朝阳区,上海市-市辖区-杨浦区",觉心文化,https://shop.epwk.com/9w56eev77dv1/,觉心文化,出售服务,https://shop.epwk.com/9w56eev77dv1/chushou/,企业,五品,40分,,,觉心文化,,微商城/微官网/微活动/微信营销,"￥1500
            /起",VI设计【基础版】,￥2880,VI设计【标准版】,￥9880,企业网站建设,"￥1500
            /起",卡通形象设计/企业吉祥物/微信表情设计/动态表情/qq表情,价格面议,LOGO标志设计【经济型】,￥580,VI设计【定制版】,价格面议,VI设计【至尊版】,￥39880,VI设计【豪华版】,￥19880,企业官网
【网站UI设计】一款牙刷盒的详情页设计,https://task.epwk.com/470217/,2190人,22人,1000元以内,圆满完成,o57c63c70e0c3b,整体风格应当具有科技感，大气明了。需要做出来的样式可以参考下面两个网页，除了大的详情页之外，还有3-5张小的产品展示图。  相关的产品图和文案我们会提供。https://izhongchou.taobao.com/dreamdetail.htm?spm=a215p.1472805.0.0.WlMKzZ&id=20055942https://izhongchou.taobao.com/dreamdetail.htm?spm=a215p.1472805.0.0.WlMKzZ&id=20055643,2017-01-11,2017.01.25,任务编号：470217,500.0,"5天,3天,2天,3天,20天,4天,2天,20天","上海市-市辖区-杨浦区,上海市-市辖区-长宁区,四川省-成都市-锦江区,广东省-佛山市-顺德区,广东省-佛山市-南海区,北京市-北京市-海淀区,广东省-深圳市-福田区,重庆市-市辖区-渝中区",易简视觉设计,https://shop.epwk.com/9w56ee44kdv1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网站UI设计
【其他软件开发】产品查询软件开发,https://task.epwk.com/470143/,2937人,9人,1000-3000元,圆满完成,mf186****7640,主要是查询产品生产和安装的一个进度流程。,2017-01-10,2017.01.19,任务编号：470143,2500.0,"7天,15天,7天,30天,10天,3天,7天","安徽省-合肥市-蜀山区,北京市-北京市-海淀区,北京市-北京市-朝阳区,北京市-北京市-朝阳区,安徽省-淮北市-相山区,贵州省-贵阳市-市辖区,四川省-德阳市-旌阳区",安徽思致信息科技有限公司,https://shop.epwk.com/2j5xooox35xm/,安徽思致信息科技有限公司,出售服务,https://shop.epwk.com/2j5xooox35xm/chushou/,企业,五品,40分,,,安徽思致信息科技有限公司,,CRM客户关系系统,价格面议,OA办公系统,价格面议,在线考试系统,"￥999
            /件",企业级软件定制,价格面议,app开发,价格面议,云服务器服务,"￥105
            /月",网站开发,"￥5000
            /件",,,,,其他软件开发
【小程序开发】HTML5 音乐播放器开发,https://task.epwk.com/469994/,1700人,2人,1000元以内,圆满完成,frdico,html5代码写的MP3播放器，音乐是循环播放的。音乐大小只有1M，但是在播放音乐的时候（音乐加载完），还是会一直消耗服务器流量。想做一个只加载一次，播放时不要一直总是耗我服务器资源的播放器。播放器界面没有要求，不显示都可以。,2017-01-10,2017.01.18,任务编号：469994,200.0,"1天,1天","河北省-石家庄市-裕华区,海外-日本",河北圆伞网络科技有限公司,https://shop.epwk.com/rp5z44gkjdx3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发
【企业官网】asp.net企业商城网站开发,https://task.epwk.com/469949/,2360人,12人,3000-5000元,圆满完成,mf159****1642,"1、简化版购物-产品展示（分类）-购物车-需支持银联支付宝微信支付
2、企业网站基本功能 首页 关于我们 产品展示 新闻展示 联系方式 5大模块
3、支持中英文切换
4、提供PSD设计图
5、接受2000-4000元的来，别浪费我时间
具体联系QQ",2017-01-09,2017.06.09,任务编号：469949,3000.0,"10天,10天,20天,14天,30天,15天,30天,10天,20天,10天","安徽省-淮南市-田家庵区,辽宁省-朝阳市-双塔区,河北省-石家庄市-长安区,广东省-佛山市-顺德区,上海市-市辖区-杨浦区,湖北省-十堰市-茅箭区,重庆市-市辖区-渝中区,广东省-深圳市-宝安区,四川省-成都市-武侯区,广东省-深圳市-宝安区",天雁信息科技,https://shop.epwk.com/m7d7wwj1r5q8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,企业官网
【小程序开发】软件工具箱开发,https://task.epwk.com/469680/,1428人,1人,1000元以内,圆满完成,o587050fe383ef,分为客户端和 网站后台 ，客户端 有登录工具箱账号  密码，   注册新账号   找回密码    登录失败怎么办     安全须知    官方网站   这几项 集成在客户端用点击 后跳向 预先设置的网址页面 。       客户端登录 成功后首先下载 更新工具箱程序。   网站后台 管理软件工具箱  ，能够对软件工具箱 任意编辑 ，维护 。,2017-01-08,2017.01.25,任务编号：469680,300.0,20天,江苏省-徐州市-泉山区,天边一块石头,https://shop.epwk.com/0z5o4838qnjq/,天边一块石头,出售服务,https://shop.epwk.com/0z5o4838qnjq/chushou/,工作室,七品,37分,,,天边一块石头,,php网站台程序+织梦cms二次开发,"￥1000
            /套",winform(c#)电脑(pc)客户端开发,"￥600
            /件",android（安卓）手机应用开发,"￥100
            /件",java网站服务器程序开发（j2ee语言开发）,"￥300
            /件",,,,,,,,,,,小程序开发
【APP界面设计】寻找合作前端切图,https://task.epwk.com/469633/,1850人,15人,1000-3000元,圆满完成,原本设计,当前是有一个私人订制旅游类的微信端界面需要切图，界面大概有十个左右。我先上传几个您先看下。如果合作愉快会考虑长期合作，后期还会有一些前端切图工作，都是微信端的。需要您能有晚上或者周六日的时间可以和我们沟通就可以了。具体要求您可以和我电话沟通，我先把一些简单的需求列一下：1）页面要兼容移动端的各种屏幕尺寸，这是最基本的。2）切出来的东西，必须兼容JQUERY，BOOTSTRAP，WEBUI，JQUERY MOBILE这几种前端库，后期技术要用这些前端库，别一引用上，整个页面就跑版了。3）栅格化布局，别写出一堆float，不好维护。改点东西弄不好就跑版了。4）代码清晰，可循环,2017-01-08,2017.02.06,任务编号：469633,1000.0,"10天,20天,20天,3天,10天,5天,1天,7天","浙江省-杭州市-江干区,广东省-佛山市-南海区,重庆市-市辖区-渝中区,广东省-广州市-天河区,安徽省-合肥市-蜀山区,江苏省-南京市-江宁区,广东省-广州市-白云区,山西省-太原市-小店区",冬瓜帮广告推广,https://shop.epwk.com/81n411j7enp6/,冬瓜帮广告推广,出售服务,https://shop.epwk.com/81n411j7enp6/chushou/,个人,七品,40分,,,冬瓜帮广告推广,,网页UI与平面设计,"￥500
            /起",网站开发,"￥3000
            /起",微信开发,"￥3000
            /起",广告推广,"￥1
            /起",,,,,,,,,,,APP界面设计
【微信开发】微信公众号转发有礼功能模块开发,https://task.epwk.com/469195/,2541人,10人,1000元以内,圆满完成,mf180****1196,微信公众号转发有礼功能模块开发，具体要求电话详谈。,2017-01-05,2017.01.11,任务编号：469195,500.0,"2天,7天,30天,15天,10天,1天,30天,7天","福建省-福州市-晋安区,辽宁省-沈阳市-和平区,青海省-西宁市-市辖区,四川省-成都市-武侯区,上海市-市辖区-黄浦区,上海市-市辖区-徐汇区,江苏省-徐州市,北京市-北京市-丰台区",福建优派网络科技有限公司,https://shop.epwk.com/z2nkzz882nqy/,福建优派网络科技有限公司,出售服务,https://shop.epwk.com/z2nkzz882nqy/chushou/,企业,七品,40分,,,福建优派网络科技有限公司,,安装服务,价格面议,VIP定制,价格面议,高级网站,价格面议,普通网站,价格面议,平面设计,价格面议,微信运营,价格面议,微信公众号开发,价格面议,企业网站建设,价格面议,,,微信开发
【小程序开发】批量检测手机号是否注册支付宝软件制作,https://task.epwk.com/469050/,4569人,5人,1000元以内,圆满完成,o5819****7a75b,做一个批量检测手机号码是否注册了支付宝的软件，检测完之后，要可以分别导出，导出的文件格式不限。文本表格都可以。预算200，时限接单后2天内完成，先找人再托管,2017-01-05,2017.01.11,任务编号：469050,200.0,"1天,2天,2天,20天","北京市-北京市-海淀区,安徽省-马鞍山市-雨山区,河北省-石家庄市-裕华区,江苏省-徐州市",.Net专业软件开发,https://shop.epwk.com/2j5jj29425pz/,.Net专业软件开发,出售服务,https://shop.epwk.com/2j5jj29425pz/chushou/,个人,四品,38分,,,.Net专业软件开发,,"line消息群发,line批量加好友","￥20000
            /套",支付宝批量转帐营销软件,"￥4000
            /套",科威(ComVst)邮件群发系统,"￥1600
            /套",会员管理系统,"￥560
            /套",,,,,,,,,,,小程序开发
【小程序开发】企业官网网站二次开发,https://task.epwk.com/468725/,2668人,21人,3000-5000元,圆满完成,xmuzhangshuai,织梦官网，做部分修改主要工作是增加几张图表和其他部分细节修改,2017-01-04,2017.01.24,任务编号：468725,3000.0,"15天,15天,5天,30天,5天,8天,30天","福建省-厦门市-思明区,北京市-北京市-朝阳区,内蒙古-呼和浩特市-赛罕区,浙江省-宁波市-江北区,贵州省-黔东南苗族侗族自治州-凯里市,湖北省-十堰市-茅箭区,广东省-深圳市-宝安区",三人行信息科技有限公司,https://shop.epwk.com/0jnekk88xnv3/,三人行信息科技有限公司,出售服务,https://shop.epwk.com/0jnekk88xnv3/chushou/,个人,六品,40分,,,三人行信息科技有限公司,,网站设计开发,1000,电商平台开发,1000,微信服务开发,1000,网站app开发,1000,,,,,,,,,,,小程序开发
