标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,能力标签
【LOGO设计】娱乐行业logo设计,https://task.epwk.com/623041/,649人,1人,3000-5000元,圆满完成,k6084****62,娱乐KTVlogo设计：现代感，需要商标注册，预算直接沟通报价联系,2018-06-09,2018.06.21,任务编号：623041,3000.0,3天,陕西省-宝鸡市-渭滨区,云猫科技旗舰店,https://shop.epwk.com/0z5o49l4onjq/,,,,,,,,,,,,,,,,,,,LOGO设计
【产品外观设计】仪器钣金外壳设计,https://task.epwk.com/623389/,3896人,12人,3000-5000元,圆满完成,zyjcumt,钣金外壳设计,2018-06-07,2018.07.20,任务编号：623389,4500.0,"15天,1天,10天,1天,6天,7天,3天,8天,7天,15天","北京市-北京市-海淀区,广东省-佛山市-高明区,广东省-广州市,浙江省-杭州市-滨江区,河北省-石家庄市-桥东区,广东省-深圳市-宝安区,广东省-佛山市,广东省-深圳市,广东省-广州市,安徽省-合肥市",文创设计服务,https://shop.epwk.com/7lngq0ge6dmr/,文创设计服务,出售服务,https://shop.epwk.com/7lngq0ge6dmr/chushou/,工作室,四品,40分,,,文创设计服务,,海报设计展板排版画册设计易拉宝宣传册传单卡通动漫插画图片处理,"￥100
            /件",UI设计APP界面设计手机客户端UI界面设计psd素材网页设计服务,"￥200
            /件",工业设计产品外观设计结构设计犀牛建模3D建模渲染效果图,"￥200
            /件",工业设计 外观设计 结构设计 产品设计,"￥5000
            /起",产品外观设计
【详情页设计】淘宝店铺简易装修详情图设计,https://task.epwk.com/622601/,1739人,4人,1000元以内,圆满完成,o56e661124d565,淘宝店铺简易装修详情图，寻长期美工外包合作。天猫专营店。。产品不多。风格简约。需求，店铺简易装修，1-2张海报大图设计。每周期1-2张首页大图应用。每月一至两款主力款详情/主图设计，代理品牌，厂家会提供PSD源图，美工进行套图应用。美工要求，风格简约现代。不喜重色彩。寻有内涵的美工外包，可长期合作。,2018-06-05,2018.06.20,任务编号：622601,500.0,"5天,3天,3天","山东省-青岛市,广东省-深圳市-宝安区,广东省-佛山市",利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3487 次中标，交易总金额,￥1073.48万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",详情页设计
【海报设计】VIP内购活动海报设计,https://task.epwk.com/622483/,843人,1人,1000元以内,圆满完成,yss0777,VIP内购活动心动6月，惠不可挡1件5.5折2件5折3件4.5折满三件再送限量版定制时尚保温杯一个奢华中感受尊贵，时尚中引领潮流！卓凡品质，让您卓而不凡。,2018-06-05,2018.06.11,任务编号：622483,100.0,1天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3487 次中标，交易总金额,￥1073.48万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",海报设计
【LOGO设计】logo设计,https://task.epwk.com/621581/,702人,1人,1000元以内,圆满完成,vitorru,罗 面馆 lOGO 设计 名字：泰盛和牛肉面,2018-06-02,2018.08.21,任务编号：621581,500.0,10天,广东省-广州市-白云区,克里视觉（广州）设计有限公司,https://shop.epwk.com/81n41zq6ynp6/,克里视觉（广州）设计有限公司,出售服务,https://shop.epwk.com/81n41zq6ynp6/chushou/,企业,一品,118分,,,克里视觉（广州）设计有限公司,,LOGO设计 商标优化 品牌商标全案 原创LOGO,"￥5500
            /起",产品包装策划设计 材质工艺建议 三维效果渲染,"￥15000
            /起",企业 品牌画册设计 宣传单张 折页,"￥560
            /张",产品开发设计 工业设计 产品建模渲染 产品材质工艺,"￥26800
            /款",LOGO设计
【3D建模】智能光伏座椅的外观效果图设计,https://task.epwk.com/621444/,5075人,15人,1000-3000元,圆满完成,k1481****66,要求看起来防水，结实，耐用，其他自由发挥。大致 框架 看附件,2018-06-02,2018.06.25,任务编号：621444,2500.0,"10天,3天,3天,10天,3天,10天,5天,7天,3天,4天,1天,3天","江苏省-南京市-市辖区,湖北省-武汉市,广东省-深圳市,河北省-秦皇岛市-海港区,福建省-厦门市-集美区,上海市-市辖区-长宁区,浙江省-杭州市-江干区,广东省-广州市,广东省-佛山市,山东省-临沂市,河北省-保定市-新市区,江苏省-苏州市-吴中区",常州攀高工业设计有限公司,https://shop.epwk.com/zqdple72kn1v/,,,,,,,,,,,,,,,,,,,3D建模
【其他工业设计】机械连杆运算及方案设计,https://task.epwk.com/621416/,4621人,11人,3000-5000元,圆满完成,o5a0bccbf83870,"杭州秀沃科技，国家高新技术企业，联系人欧阳
欢迎大家关注参与，长期合作开发产品。感谢！",2018-06-02,2018.07.04,任务编号：621416,4500.0,"4天,3天,5天,7天,3天,3天,2天,5天,30天,7天,30天","湖北省-武汉市,江苏省-南京市,广东省-深圳市-南山区,河北省-秦皇岛市-海港区,广东省-佛山市,河南省-郑州市-二七区,江苏省-常州市-天宁区,广东省-深圳市-宝安区,湖北省-武汉市-武昌区,辽宁省-大连市,广东省-广州市",武汉大方工业设计有限公司,https://shop.epwk.com/3gd2my7zwner/,武汉大方工业设计有限公司,出售服务,https://shop.epwk.com/3gd2my7zwner/chushou/,企业,五品,39分,,,武汉大方工业设计有限公司,,安防通讯,价格面议,医疗设备,价格面议,交通工具,价格面议,消费电子,价格面议,其他工业设计
【LOGO设计】企业商标设计,https://task.epwk.com/621263/,2298人,23人,1000元以内,圆满完成,dounaichp,企业需要设计一枚商标，要求地地产类商标及商业街这块有经验的设计师,2018-06-01,2018.06.14,任务编号：621263,500.0,"3天,5天,3天,7天,7天,7天,1天,3天","广东省-广州市,天津市-市辖区,山西省-太原市,广东省-广州市,辽宁省-大连市,河南省-新乡市,山东省-济南市,四川省-成都市",来卡传媒,https://shop.epwk.com/omdwk0z8wdrp/,,,,,,,,,,,,,,,,,,,LOGO设计
【LOGO设计】化纤产品公司名logo设计,https://task.epwk.com/621259/,802人,1人,1000元以内,圆满完成,vitorru,井先生 大连化纤产品公司名logo设计  微信是手机号要求大连当地的联系,2018-06-01,2018.06.07,任务编号：621259,800.0,3天,辽宁省-大连市,成美设计,https://shop.epwk.com/7g5ykxj12n0q/,成美设计,出售服务,https://shop.epwk.com/7g5ykxj12n0q/chushou/,工作室,二品,45分,,,成美设计,,logo设计,价格面议,vi设计,价格面议,包装设计,价格面议,联系,价格面议,LOGO设计
【VI设计】餐饮行业vi设计,https://task.epwk.com/616444/,950人,1人,3000-5000元,圆满完成,k5508****06,餐饮行业vi设计：一整套，参考设计师的建议，预算直接沟通报价联系，无地区要求,2018-05-31,2018.06.14,任务编号：616444,3500.0,7天,广东省-广州市,克里视觉（广州）设计有限公司,https://shop.epwk.com/81n41zq6ynp6/,克里视觉（广州）设计有限公司,出售服务,https://shop.epwk.com/81n41zq6ynp6/chushou/,企业,一品,118分,,,克里视觉（广州）设计有限公司,,LOGO设计 商标优化 品牌商标全案 原创LOGO,"￥5500
            /起",产品包装策划设计 材质工艺建议 三维效果渲染,"￥15000
            /起",企业 品牌画册设计 宣传单张 折页,"￥560
            /张",产品开发设计 工业设计 产品建模渲染 产品材质工艺,"￥26800
            /款",VI设计
【LOGO设计】食品公司logo设计,https://task.epwk.com/620587/,830人,1人,1000元以内,圆满完成,k9678****88,大气  简洁 有冲击力   新耀食品,2018-05-31,2018.06.01,任务编号：620587,200.0,2天,广东省-深圳市-市辖区,深圳非凡设计工作室,https://shop.epwk.com/78dljyqv65lx/,,,,,,,,,,,,,,,,,,,LOGO设计
【包装设计】内衣吊牌和包装盒设计,https://task.epwk.com/620194/,3370人,37人,1000-3000元,圆满完成,bmj6665,需要帮我设计大内衣吊牌和包装盒工期：再议,2018-05-30,2018.08.01,任务编号：620194,1000.0,"7天,7天,5天,3天","广东省-汕头市,广东省-深圳市,天津市-市辖区,广东省-佛山市",蓝问号设计工作室,https://shop.epwk.com/0jnek08jynv3/,,,,,,,,,,,,,,,,,,,包装设计
【LOGO设计】博物馆logo设计,https://task.epwk.com/620095/,936人,1人,1000元以内,圆满完成,wangyinluan,王栾   广东东莞 要做logo设计  多吉律师事务所  广东省梵胜博物馆,2018-05-30,2019.01.24,任务编号：620095,600.0,7天,广东省-惠州市-惠城区,远扬文化,https://shop.epwk.com/j7n38z9925e1/,,,,,,,,,,,,,,,,,,,LOGO设计
【LOGO设计】机械行业图册设计,https://task.epwk.com/619827/,2005人,11人,1000元以内,圆满完成,fnzrjx,公司图册设计，机械行业，,2018-05-29,2019.11.01,任务编号：619827,600.0,"5天,10天,3天,7天,3天,20天,7天,3天,3天","四川省-成都市,北京市-北京市,山西省-太原市,河南省-新乡市,江苏省-南通市-市辖区,重庆市-市辖区-南岸区,河南省-郑州市-中原区,湖北省-武汉市,广东省-佛山市",壹鑫品牌设计,https://shop.epwk.com/78dljmpel5lx/,,,,,,,,,,,,,,,,,,,LOGO设计
【海报设计】餐饮奶茶海报设计,https://task.epwk.com/619775/,1518人,1人,1000元以内,圆满完成,o5b068a5f05322,餐饮奶茶海报设计，体现时尚风格，具有奶茶特色，创新风格,2018-05-29,2018.06.06,任务编号：619775,100.0,3天,北京市-北京市-丰台区,译诚传媒,https://shop.epwk.com/7g5ykxo2gn0q/,,,,,,,,,,,,,,,,,,,海报设计
【VI设计】环保建材公司VI设计,https://task.epwk.com/619699/,1119人,1人,1000-3000元,圆满完成,k9935****91,杜先生 山东济南 环保建材公司 要做VI设计:word模板ppt模板说明书封面及内页版式邀请函及信封手提袋名片包装箱,2018-05-29,2018.06.04,任务编号：619699,2000.0,4天,山东省-烟台市,悦禾品牌设计,https://shop.epwk.com/j7n38ze2l5e1/,,,,,,,,,,,,,,,,,,,VI设计
【包装设计】海产品包装设计,https://task.epwk.com/619627/,985人,1人,1000-3000元,圆满完成,vitorru,赵先生   山东济南 进口海鲜鱼类产品 包装设计 无地域要求 最好有做过类似案例提供参考 微信是手机号  （先做一个插画设计）,2018-05-29,2018.07.16,任务编号：619627,1000.0,7天,广东省-广州市,大思设计 「标志&包装」,https://shop.epwk.com/2j5xo36p05xm/,大思设计 「标志&包装」,出售服务,https://shop.epwk.com/2j5xo36p05xm/chushou/,企业,一品,100分,,,大思设计 「标志&包装」,,【设计狮可包月】用美工的钱包-养一头高级设计狮，不听话随时换一头,"￥2800
            /月",【高端LOGO】  全网中标最高设计师操刀， 给您带来价值才是王道,"￥1300
            /起",画册，字体设计，展会物料，海报单页，易拉宝,"￥200
            /页",【做包装 不将就】设计够出彩，销售才能更出众,"￥1500
            /起",包装设计
【详情页设计】速卖通详情页设计,https://task.epwk.com/619538/,2397人,22人,1000-3000元,圆满完成,o5b0c****07990,速卖通详情页设计，文案已经做完了，具体详谈,2018-05-29,2018.06.27,任务编号：619538,1000.0,"7天,18天,3天,3天,7天,5天,5天,2天,5天","辽宁省-沈阳市,山东省-青岛市,广东省-广州市-荔湾区,广东省-佛山市,浙江省-杭州市-萧山区,福建省-福州市-闽侯县,四川省-成都市,广东省-广州市-天河区,上海市-市辖区",沈阳思广益广告有限公司,https://shop.epwk.com/qgdmj8mrydke/,沈阳思广益广告有限公司,出售服务,https://shop.epwk.com/qgdmj8mrydke/chushou/,企业,六品,40分,,,沈阳思广益广告有限公司,,网站设计,价格面议,海报、画册、宣传页设计,价格面议,包装设计,价格面议,VI设计,价格面议,详情页设计
【包装设计】绿茶小包袋设计,https://task.epwk.com/618232/,835人,1人,1000元以内,圆满完成,k7052****94,绿茶小包袋设计：提供了产品规格的图片，预算直接沟通报价联系，无地区要求,2018-05-25,2018.05.30,任务编号：618232,150.0,2天,河南省-郑州市,长风品牌设计,https://shop.epwk.com/rp5z4m67wdx3/,长风品牌设计,出售服务,https://shop.epwk.com/rp5z4m67wdx3/chushou/,企业,一品,50分,,,长风品牌设计,,其他包装,价格面议,创业型标志设计,"￥599
            /件",经济型LOGO设计,"￥1599
            /起",包装设计（资深）,"￥999
            /起",包装设计
【产品外观设计】电动叉车控制手柄外观设计,https://task.epwk.com/617579/,3110人,5人,1000-3000元,圆满完成,o5b05****89177,简单，大气，回头率高，打破传统设计观念,2018-05-24,2018.06.11,任务编号：617579,1500.0,"2天,7天,3天,7天","北京市-北京市-朝阳区,广东省-广州市,广东省-佛山市,浙江省-台州市-椒江区",梦创意DreamIdea®，梦创意与你共创品牌奇迹！,https://shop.epwk.com/m7d7w89py5q8/,梦创意DreamIdea®，梦创意与你共,出售服务,https://shop.epwk.com/m7d7w89py5q8/chushou/,企业,四品,70分,,,梦创意DreamIdea®，梦创意与你共,,网站设计与制作标准套餐,￥18000,VI设计标准套餐,￥18000,MG / MOTION动画制作,￥50000,电商网站设计与制作套餐,￥100000,产品外观设计
【LOGO设计】医疗行业信函设计,https://task.epwk.com/617613/,528人,1人,1000-3000元,圆满完成,妙禅乐佛,医疗行业信函设计：两张A4纸，一张信函，一张产品介绍，提供了文档，文档内容需要修整，以达到吸引人的效果，需要印刷2000份，预算1000到2000，直接沟通报价联系，无地区要求,2018-05-24,2018.06.13,任务编号：617613,1500.0,5天,广东省-广州市,克里视觉（广州）设计有限公司,https://shop.epwk.com/81n41zq6ynp6/,克里视觉（广州）设计有限公司,出售服务,https://shop.epwk.com/81n41zq6ynp6/chushou/,企业,一品,118分,,,克里视觉（广州）设计有限公司,,LOGO设计 商标优化 品牌商标全案 原创LOGO,"￥5500
            /起",产品包装策划设计 材质工艺建议 三维效果渲染,"￥15000
            /起",企业 品牌画册设计 宣传单张 折页,"￥560
            /张",产品开发设计 工业设计 产品建模渲染 产品材质工艺,"￥26800
            /款",LOGO设计
