标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【图片处理】模糊图片的修复和设计,https://task.epwk.com/374364/,4415人,19人,1000元以内,圆满完成,tatata_cd,现有三四张图片 比较模糊 是个网页截图，想找人帮忙根据模糊的图片设计出一模一样的图片 有意者请通过网站站内信沟通,2015.08.21,2015.09.15,任务编号：374364,"￥200,￥1000,￥500,￥200,￥500,￥400,￥400,￥300,￥200,￥500","2天,7天,1天,1天,2天,2天,2天,3天,5天,5天","浙江省-杭州市-拱墅区,云南省-昆明市-官渡区,广东省-深圳市-市辖区,福建省-泉州市-鲤城区,广东省-广州市-天河区,四川省-成都市-新都区,江苏省-无锡市-滨湖区,广东省-汕头市-金平区,广西-南宁市,黑龙江-哈尔滨市-呼兰区",迷仙儿设计,https://shop.epwk.com/m7d7w82ev5q8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【广告片/MV】求柚子广告片制作,https://task.epwk.com/368837/,5180人,15人,5000-10000元,圆满完成,mf159****3753,"产品：梅州正宗红心密柚
品牌：柚里，客家方言柚子的意思
品牌定位：中国唯一一个送礼自食两相宜的有机绿色水果
预售：只有精品，售完明年才有了",2015.07.27,2015.09.11,任务编号：368837,"￥5000,￥5000,￥1000,￥5000,￥5000,￥5000,￥1000,￥1000,￥3000,￥5000,￥4800,￥4700","10天,15天,7天,5天,5天,12天,10天,9天,5天,7天,10天,6天","福建省-福州市-市辖区,广东省-深圳市-宝安区,四川省-成都市-市辖区,广东省-深圳市-龙岗区,北京市-市辖区-宁河县,广东省-广州市-荔湾区,北京市-北京市-石景山区,黑龙江-哈尔滨市,北京市-北京市,北京市-北京市-朝阳区,江西省-南昌市-青山湖区,北京市-北京市",本色映像,https://shop.epwk.com/81n418oxlnp6/,本色映像,出售服务,https://shop.epwk.com/81n418oxlnp6/chushou/,个人,六品,37分,,,本色映像,,,,,,,,,,,,,,,,,,,
【图片处理】根据我们的需求，PS改图,https://task.epwk.com/363284/,5225人,34人,1000元以内,圆满完成,M1885****945,根据我们的需求，PS改图，长期合作具体详聊,2015.07.01,2015.07.03,任务编号：363284,"￥100,￥100,￥100,￥100,￥1000,￥800,￥600,￥300,￥300,￥100,￥200","1天,1天,5天,2天,30天,1天,3天,2天,3天,3天,1天","河北省-秦皇岛市-海港区,山东省-淄博市-博山区,上海市-市辖区-徐汇区,浙江省-温州市-苍南县,北京市-北京市-朝阳区,广东省-广州市-天河区,陕西省-宝鸡市-凤　县,安徽省-合肥市-蜀山区,广东省-广州市-天河区,广东省-汕头市-龙湖区,湖北省-武汉市-青山区",Pure code design（纯典设计）,https://shop.epwk.com/2j5xov7jk5xm/,Pure code design（纯典设,出售服务,https://shop.epwk.com/2j5xov7jk5xm/chushou/,个人,九品,40分,,,Pure code design（纯典设,,幼儿园 托儿所 儿童游乐园 幼稚园 小学校,价格面议,现代中式,价格面议,咖啡馆设计 餐厅酒吧 工业风格 复古风格 西餐厅,价格面议,酒店公寓 商务酒店 会所,价格面议,家装美式风格,40,家装简约风格,40,办公室 装饰设计,价格面议,,,,
【图片处理】寻找图片PS高手,https://task.epwk.com/362442/,6729人,33人,1000元以内,圆满完成,mf136****9456,我要制造一个淘宝单品图片修饰，高手，乐于助人者来。,2015.06.26,2015.07.12,任务编号：362442,"￥500,￥200,￥600,￥500,￥150,￥1000,￥200,￥100,￥200,￥500,￥100,￥200","2天,1天,3天,30天,5天,3天,2天,2天,1天,1天,3天,3天","广东省-深圳市-罗湖区,浙江省-杭州市-西湖区,广西-南宁市-江南区,山东省-烟台市-莱山区,山东省-烟台市,湖南省-长沙市-天心区,湖南省-湘潭市-湘潭县,广东省-清远市-清新县,河北省-唐山市,河北省-石家庄市-裕华区,甘肃省-兰州市-榆中县,福建省-福州市-仓山区",啄木鸟视觉,https://shop.epwk.com/qgdmjvyprdke/,啄木鸟视觉,出售服务,https://shop.epwk.com/qgdmjvyprdke/chushou/,工作室,六品,40分,,,啄木鸟视觉,,LOGO设计-啄木鸟视觉,￥60000,LOGO商标标志设计,"￥500
            /件",字体设计,价格面议,logo设计,价格面议,包装设计,价格面议,创意海报,价格面议,字体设计,价格面议,LOGO设计,价格面议,,
【影视拍摄】拍摄面膜产品宣传图片,https://task.epwk.com/360556/,5491人,3人,1000元以内,圆满完成,mf138****8447,需要拍10-20张左右的面膜产品图，陪衬、外景，等。【显得高端一些的】,2015.06.17,2015.06.26,任务编号：360556,"￥100,￥100","2天,1天","山东省-济南市-槐荫区,上海市-市辖区-虹口区",英邦斯奇--电商视觉服务第一品牌,https://shop.epwk.com/z2nkzyymxnqy/,英邦斯奇--电商视觉服务第一品牌,出售服务,https://shop.epwk.com/z2nkzyymxnqy/chushou/,企业,九品,69分,,,英邦斯奇--电商视觉服务第一品牌,,店铺装修_首页设计摄影后期制作,"￥1000
            /件",详情页设计_宝贝描述,"￥400
            /件",直通车海报钻展主图设计 英邦斯奇 图片处理店铺装修平面设计,"￥150
            /件",服装拍摄_产品摄影_图片处理_后期设计_英邦斯奇视觉服务,"￥50
            /件",鞋包拍摄产品_摄影图片_处理后期设计_英邦斯奇视觉服务,"￥40
            /件",数码产品摄影_图片处理_后期设计_英邦斯奇视觉服务,"￥40
            /件",微信公众号申请 微信平台开发 微商城建设,"￥2800
            /年",网站开发_网站建设,价格面议,英邦斯奇专注高端网店定制,"￥1000
            /件"
【视频定制】制作20秒内公司广告视频,https://task.epwk.com/356653/,4323人,5人,1000-3000元,圆满完成,mf189****2622,公司：江西虔南山食品有限公司  ，主要生产天然野生南酸枣糕，脐橙糕等果蔬糕，以客家为背景，主要突出野生南酸枣糕，来自大自然的恩赐，采用超低温工艺，充分保留野生南酸枣糕的营养成分，产品独具客家特色。野生酸枣糕为碱性食品，是现代人们的健康美食（着重介绍酸枣糕为碱性食品）广告词：（设计）公司拥有“客家红”、“虔南第一山”两大品牌本产品是江西会昌县特产,2015.05.31,2015.08.01,任务编号：356653,"￥1000,￥600,￥500,￥800,￥1000","3天,5天,5天,4天,3天","湖北省-武汉市-江岸区,江苏省-南京市,山东省-济南市,山东省-济宁市,广东省-深圳市-宝安区",浮光绘影像,https://shop.epwk.com/81n41pk4vnp6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【创意短视频】软件产品的宣传动画制作,https://task.epwk.com/353189/,809人,19人,1000-3000元,圆满完成,mf139****6729,详情请看：附件。（附件里有公司图标，设计底稿资料、ppt内容 仅供参考。）,2015.05.15,2015.08.22,任务编号：353189,"￥2500,￥4000,￥5000,￥5000,￥1000,￥5000,￥5000,￥3000,￥1000,￥5000,￥3000","7天,10天,7天,9天,7天,7天,7天,7天,10天,30天,10天","四川省-自贡市-自流井区,广西-南宁市-青秀区,上海市-市辖区,福建省-厦门市,山东省-聊城市-临清市,云南省-昆明市-官渡区,河北省-唐山市-市辖区,福建省-泉州市,重庆市-市辖区-渝北区,山东省-烟台市-芝罘区,吉林省-长春市-朝阳区",观今动漫,https://shop.epwk.com/rp5z41jr8dx3/,观今动漫,出售服务,https://shop.epwk.com/rp5z41jr8dx3/chushou/,企业,七品,130分,,,观今动漫,,flash动画制作 二维动画 动画广告 动画flash,价格面议,视频制作/视频广告/宣传片制作/产品宣传广告,价格面议,四川视频动画制作_影视flash动画制作,价格面议,,,,,,,,,,,,
【图片处理】做直通车图片,https://task.epwk.com/352145/,2763人,1人,1000元以内,圆满完成,o538329fa49e67,做直通车图片,2015.05.11,2015.05.14,任务编号：352145,￥100,2天,广东省-广州市-白云区,头脑风暴,https://shop.epwk.com/m7d7wg02v5q8/,头脑风暴,出售服务,https://shop.epwk.com/m7d7wg02v5q8/chushou/,工作室,六品,40分,,,头脑风暴,,电商定制服务,价格面议,钻展推广图设计,"￥100
            /次",直通车推广图设计,"￥100
            /次",店招设计,"￥50
            /次",详情页设计,"￥300
            /次",网店装修,"￥1500
            /次",,,,,,
【FLASH制作】急需flash动画制作,https://task.epwk.com/350518/,3651人,8人,3000-5000元,圆满完成,漫堂,有分镜 有形象原件  有背景 只需要做动画部分即可。需要先做一个镜头的动画试稿（介意勿投标）这一集总长1分钟。有不清楚的可以QQ联系,2015.05.05,2015.06.18,任务编号：350518,"￥3500,￥1000,￥500,￥1000,￥1000,￥1000,￥1000,￥800","5天,7天,5天,10天,5天,7天,5天,3天","天津市-市辖区-西青区,河北省-唐山市-市辖区,甘肃省-兰州市-城关区,江苏省-镇江市-京口区,湖南省-长沙市-雨花区,广西-南宁市-青秀区,广东省-深圳市-宝安区,河南省-开封市-顺河回族区",胜其美艺旗舰店,https://shop.epwk.com/rp5z41ll0dx3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【图片处理】高手给PS下农村危房改造鸟瞰图处理,https://task.epwk.com/347073/,5516人,29人,1000元以内,圆满完成,mf187****8682,招一个会做平面设计的朋友，帮忙做一下农村危房改造后的新景象，房子图片已经选好，就是用PS加一些街道和树木花草来体现一下新农村的鸟瞰图。,2015.04.20,2015.04.28,任务编号：347073,"￥200,￥400,￥100,￥500,￥800,￥100,￥800,￥500,￥1000,￥100,￥100","2天,2天,1天,10天,7天,1天,1天,30天,7天,1天,1天","浙江省-绍兴市-诸暨市,广东省-广州市-市辖区,福建省-厦门市-翔安区,湖北省-武汉市-乔口区,广东省-汕头市-潮南区,辽宁省-大连市-普兰店市,广东省-广州市-白云区,河南省-驻马店市-驿城区,河北省-廊坊市-广阳区,宁夏-银川市-兴庆区,浙江省-绍兴市",筑梦空间,https://shop.epwk.com/09drjozy153w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【广告片/MV】30秒系列产片广告片制作,https://task.epwk.com/338986/,5626人,10人,5000-10000元,圆满完成,mf137****9901,1.本广告片为30秒系列产品广告，共6个。提供实物产品，公司LOGO，演员拍摄与制作由制作方完成。 一、《传世美味篇》，本篇创意结合品牌故事，却又别出机杼，以“传承美味”的情节，包装出谭氏蜂蜜“百年老店”与独特的制作工艺的核心概念。 二、《上班归来篇》，本篇创意同样结合品牌故事的一部分元素，却以出人意料的情节，展现出谭氏蜂蜜令人无可抵挡的美味产品，同时结合品牌概念，令人印象深刻。 三、《儿童夜眠篇》，本篇创意以古今结合的叙事方法，用令人捧腹的夸张情节，展现出谭氏蜂蜜的品牌概念以及令人无可抵挡的美味产品，一定令人过目不忘。 四、《无敌蜂蜜篇》，本篇创意将故事置于现代背景，以有趣幽默的夸张情节，用比较的方式，突出谭氏蜂蜜产品的美味感受，令消费者印象深刻，从而提升产品的形象，促进销售。五、《团圆温馨篇》，本篇创意结合家人相聚故事，却又别出机杼，以“团圆温馨”的情节，体现谭氏蜂蜜“百年老店”的感以于情与独特的味道的核心概念。 六、《思念篇》，本篇创意结合思乡游子故事，却又别出机杼，以“味道未改”的情节，展示谭氏蜂蜜“百年老店”与独特的味道的核心概念。,2015.03.19,2015.04.03,任务编号：338986,"￥5000,￥4000,￥500000,￥10000,￥30000,￥5000,￥5000,￥5000,￥5000","10天,8天,4天,10天,30天,7天,1天,10天,10天","广东省-广州市-海珠区,湖南省-长沙市-芙蓉区,厦门,广东省-广州市-天河区,黑龙江-哈尔滨市-香坊区,福建省-厦门市-湖里区,安徽省-合肥市-蜀山区,四川省-成都市-锦江区,广东省-深圳市-宝安区",广州铭人组文化传播有限公司,https://shop.epwk.com/v0n1xr7x457y/,广州铭人组文化传播有限公司,出售服务,https://shop.epwk.com/v0n1xr7x457y/chushou/,企业,七品,39分,,,广州铭人组文化传播有限公司,,,,,,,,,,,,,,,,,,,
【FLASH制作】网络旗帜广告设计,https://task.epwk.com/336885/,2609人,1人,1000元以内,圆满完成,tcbci,文字：工程电讯 注册就送10金币好项目 好线索 好机会 好任性 三个尺寸：149px*50px; 480px*50px；1000px*50px跨浏览器兼容,2015.03.12,2015.03.16,任务编号：336885,￥200,5天,江苏省-南京市-雨花台区,网林科技,https://shop.epwk.com/78dljo62e5lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【FLASH制作】找人做3-5分钟短片介绍公司产品生产过程,https://task.epwk.com/335805/,4548人,26人,3000-5000元,圆满完成,冬尽,我公司的产品：太阳能电池，需要制作一个宣传短片3-5分钟，介绍电池生产过程等。其中需要构建3D视图的设备及一些微观视角。具体可以联系我参考样本。,2015.03.06,2015.04.25,任务编号：335805,"￥4600,￥15000,￥3500,￥5000,￥5000,￥4999,￥5000,￥5000,￥5000,￥4000,￥5000,￥5000","10天,20天,7天,1天,14天,7天,15天,15天,7天,8天,15天,7天","甘肃省-兰州市-安宁区,广东省-深圳市-宝安区,江苏省-无锡市-滨湖区,安徽省-合肥市-蜀山区,上海市-市辖区-普陀区,广东省-广州市-天河区,广东省-广州市-荔湾区,福建省-福州市-仓山区,江苏省-南京市-白下区,湖北省-武汉市-江岸区,广西-南宁市-青秀区,福建省-厦门市-湖里区",黑线条工作室,https://shop.epwk.com/p05qjekx3dev/,黑线条工作室,出售服务,https://shop.epwk.com/p05qjekx3dev/chushou/,工作室,六品,37分,,,黑线条工作室,,,,,,,,,,,,,,,,,,,
【FLASH制作】网站flash动画引导页制作,https://task.epwk.com/331179/,2704人,4人,1000元以内,圆满完成,锐拓网络,网站flash动画引导页制作，提供图片素材，具体详谈,2015.02.01,2015.02.15,任务编号：331179,"￥300,￥300,￥300","2天,2天,7天","宁夏-中卫市-沙坡头区,广东省-阳江市-阳西县,山东省-德州市-德城区",灵创石,https://shop.epwk.com/mod04gx705yv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【FLASH制作】flash 引导页制作,https://task.epwk.com/331056/,2269人,1人,1000-3000元,圆满完成,o54cb5afaab6dc,"出现的是一个地球。可以是画的，或是比较有特色点的地球的图在旋转，按照logo的球形的中轴线旋转，然后很多语言的英文或其他文，顺着logo中E的线路旋转，最后搅在一起。然后地球慢慢渐变为logo，然后logo的球形变小，变成 再加1,2句口号。比如“我们让世界沟通”之类的  flash 引导页 尺寸 1024*768的",2015.01.30,2015.03.06,任务编号：331056,￥600,3天,北京市-北京市-朝阳区,北京中兴时代科技有限公司,https://shop.epwk.com/v0n1xg86257y/,北京中兴时代科技有限公司,出售服务,https://shop.epwk.com/v0n1xg86257y/chushou/,企业,一品,39分,,,北京中兴时代科技有限公司,,2980元企业营销型/宣传型网站建站一条龙,￥2980,网站推广|seo| 网络营销 【搜索引擎优化】,"￥3999
            /次",1999元企业宣传/营销/手机WAP网站一条龙建设送2年,￥1999,【百科词条】百科创建百度百科搜搜百科互动百科,￥799,,,,,,,,,,
【创意短视频】制作一个简单的Flash 能表达剧本内容即可   时间比较紧张,https://task.epwk.com/321114/,2577人,1人,1000-3000元,圆满完成,mf150****9483,（剧本）2014年8月22日10:00 会议室系统事业部七月份经分会召开领导们在认真聆听事业部“卓越”计划的实施汇报然后畅所欲言的聊分享、聊技术积累，聊未来的发展方向，事业部在建设的内部图书馆，各种活动，有人提出系统事业部牵头建设一个内部技术分享论坛，定位于全面配合事业部“卓越”计划的实施，挖掘培养技术人才，建立事业部技术梯队和技术积累，并形成学习型技术氛围为宗旨，进一步发扬技术的传统优势，增加对新技术、新业务领域的拓展途径，……论坛分为云端漫步、流量经营、移动安全、架构之美、产品修炼、知识分享、沙龙活动、高端访问八大分坛思客 Thinker，一个有深度，有思想的团队，一个热衷技术前沿，关于移动互联网发展的组织一个活跃的BBS诞生必须在2014年12月12号前交稿 要能表达出剧本内容 主要体现‘思客’的诞生过程即可 作品交接后作者不能再将作品用到其他商业用途上,2014.12.09,2014.12.12,任务编号：321114,￥1000,5天,黑龙江-哈尔滨市-香坊区,唐僧设计,https://shop.epwk.com/78n96vm8onkv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
