标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,知识
"dede栏目加入定时刷新功能,火车头cookie同步",https://task.epwk.com/319673/,304人,1人,¥100,圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,"dede栏目加入定时刷新功能,火车头cookie同步",直接雇佣￥ 100,￥ 100,任务编号：319673,2900-3152.csv,,,"定时刷新功能, 火车头cookie同步"
【标签设计】瓶贴设计-9,https://task.epwk.com/319684/,470人,1人,¥100,圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,瓶贴设计-9,直接雇佣￥ 100,￥ 100,任务编号：319684,2900-3152.csv,,,"瓶贴设计, 9"
【网站UI设计】网站设计,https://task.epwk.com/319686/,174人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,网站设计,直接雇佣￥ 1200,￥ 1200,任务编号：319686,2900-3152.csv,,,网站设计
【企业官网】公益性行业协会网站制作[二],https://task.epwk.com/319702/,205人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,公益性行业协会网站制作[二],直接雇佣￥ 1000,￥ 1000,任务编号：319702,2900-3152.csv,,,"公益性行业协会, 网站制作"
【产品推广】建材网站推广,https://task.epwk.com/319707/,275人,1人,"¥6,000",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,建材网站推广,直接雇佣￥ 6000,￥ 6000,任务编号：319707,2900-3152.csv,,,"建材网站, 推广"
【LOGO设计】企业LOGO设计,https://task.epwk.com/319715/,280人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,企业LOGO设计,直接雇佣￥ 2000,￥ 2000,任务编号：319715,2900-3152.csv,,,"企业LOGO, 设计"
海淘网站系统开发,https://task.epwk.com/319742/,306人,1人,"¥9,000",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,海淘网站系统开发,直接雇佣￥ 9000,￥ 9000,任务编号：319742,2900-3152.csv,,,"海淘网站, 系统开发"
双12活动页面+详情页修整+直通车,https://task.epwk.com/319750/,108人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,双12活动页面+详情页修整+直通车,直接雇佣￥ 1500,￥ 1500,任务编号：319750,2900-3152.csv,,,"双12活动, 页面修整, 直通车"
做一个外卖网站和家教网站,https://task.epwk.com/319757/,457人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,做一个外卖网站和家教网站,直接雇佣￥ 4000,￥ 4000,任务编号：319757,2900-3152.csv,,,"外卖网站, 家教网站"
【企业官网】网站二次开发修正BUG和加密,https://task.epwk.com/319784/,243人,1人,¥772,圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,网站二次开发修正BUG和加密,直接雇佣￥ 772,￥ 772,任务编号：319784,2900-3152.csv,,,"网站二次开发, BUG修正, 加密"
【电商网站】商城系统二次开发,https://task.epwk.com/319802/,245人,1人,"¥11,500",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,商城系统二次开发,直接雇佣￥ 11500,￥ 11500,任务编号：319802,2900-3152.csv,,,"商城系统, 二次开发"
【宣传册设计】小橘灯教育宣传单,https://task.epwk.com/319804/,95人,1人,¥200,圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,小橘灯教育宣传单,直接雇佣￥ 200,￥ 200,任务编号：319804,2900-3152.csv,,,"小橘灯, 教育宣传单"
宣传册设计,https://task.epwk.com/319808/,220人,1人,"¥2,880",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,宣传册设计,直接雇佣￥ 2880,￥ 2880,任务编号：319808,2900-3152.csv,,,"宣传册, 设计"
【宣传册设计】两折页设计-10,https://task.epwk.com/319818/,334人,1人,¥50,圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,两折页设计-10,直接雇佣￥ 50,￥ 50,任务编号：319818,2900-3152.csv,,,"两折页设计, 页设计"
android的一个demo,https://task.epwk.com/319857/,388人,1人,"¥1,600",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,android的一个demo,直接雇佣￥ 1600,￥ 1600,任务编号：319857,2900-3152.csv,,,"android, demo"
APP项目开发首付款,https://task.epwk.com/319865/,253人,1人,"¥12,000",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,APP项目开发首付款,直接雇佣￥ 12000,￥ 12000,任务编号：319865,2900-3152.csv,,,"APP项目开发, 首付款"
【电商网站】商城网站开发,https://task.epwk.com/319922/,302人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,商城网站开发,直接雇佣￥ 5000,￥ 5000,任务编号：319922,2900-3152.csv,,,"商城网站, 开发"
【网站UI设计】网站后台设计,https://task.epwk.com/319934/,283人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,网站后台设计,直接雇佣￥ 1000,￥ 1000,任务编号：319934,2900-3152.csv,,,"网站后台, 设计"
【产品外观设计】超薄血压计外观设计,https://task.epwk.com/319946/,1458人,1人,"¥8,000",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,超薄血压计外观设计,直接雇佣￥ 8000,￥ 8000,任务编号：319946,2900-3152.csv,,,"超薄血压计, 外观设计"
【产品外观设计】智能灶S200外观设计,https://task.epwk.com/319950/,1468人,1人,"¥8,000",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,智能灶S200外观设计,直接雇佣￥ 8000,￥ 8000,任务编号：319950,2900-3152.csv,,,"智能灶, 外观设计"
类似行事历的手机软件开发,https://task.epwk.com/319966/,207人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,类似行事历的手机软件开发,直接雇佣￥ 4000,￥ 4000,任务编号：319966,2900-3152.csv,,,"手机软件, 行事历功能"
【电商网站】沟通后注册-积分-返利任务,https://task.epwk.com/319979/,359人,1人,¥450,圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,沟通后注册-积分-返利任务,直接雇佣￥ 450,￥ 450,任务编号：319979,2900-3152.csv,,,"沟通, 注册, 积分, 返利"
【LOGO设计】商标LOGO设计,https://task.epwk.com/319986/,223人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,商标LOGO设计,直接雇佣￥ 1500,￥ 1500,任务编号：319986,2900-3152.csv,,,"商标, LOGO设计"
杯子图案设计,https://task.epwk.com/320019/,104人,1人,¥200,圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,杯子图案设计,直接雇佣￥ 200,￥ 200,任务编号：320019,2900-3152.csv,,,"杯子图案, 设计"
艾米拉时装品牌设计,https://task.epwk.com/320023/,407人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,艾米拉时装品牌设计,直接雇佣￥ 1200,￥ 1200,任务编号：320023,2900-3152.csv,,,"艾米拉时装, 品牌设计"
【电商网站】公司营销官网商城的开发和设计,https://task.epwk.com/320050/,346人,1人,"¥6,000",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,公司营销官网商城的开发和设计,直接雇佣￥ 6000,￥ 6000,任务编号：320050,2900-3152.csv,,,"公司营销, 官网商城, 开发设计"
【APP开发】APP整体开发（二期）,https://task.epwk.com/320071/,375人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,APP整体开发（二期）,直接雇佣￥ 10000,￥ 10000,任务编号：320071,2900-3152.csv,,,"APP整体开发, 二期"
【海报设计】“新廖记卤菜开张”海报,https://task.epwk.com/320073/,221人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3149.html?m=6&o=7,“新廖记卤菜开张”海报,直接雇佣￥ 2000,￥ 2000,任务编号：320073,2900-3152.csv,,,"新廖记卤菜, 海报设计"
微信贺卡制作,https://task.epwk.com/320090/,359人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,微信贺卡制作,直接雇佣￥ 3000,￥ 3000,任务编号：320090,2900-3152.csv,,,"微信贺卡, 制作"
网站功能添加,https://task.epwk.com/320106/,315人,1人,¥700,圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,网站功能添加,直接雇佣￥ 700,￥ 700,任务编号：320106,2900-3152.csv,,,"网站功能, 添加"
【海报设计】西餐厅开业宣传海报和圣诞活动海报,https://task.epwk.com/320130/,589人,1人,¥300,圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,西餐厅开业宣传海报和圣诞活动海报,直接雇佣￥ 300,￥ 300,任务编号：320130,2900-3152.csv,,,"西餐厅, 开业宣传, 圣诞活动"
【背景墙设计】活动物料视觉整合设计,https://task.epwk.com/320136/,628人,1人,"¥8,000",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,活动物料视觉整合设计,直接雇佣￥ 8000,￥ 8000,任务编号：320136,2900-3152.csv,,,"活动物料, 视觉设计, 整合设计"
【人力外派】普通设计师--第1月,https://task.epwk.com/320169/,1145人,1人,"¥1,600",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,普通设计师--第1月,直接雇佣￥ 1600,￥ 1600,任务编号：320169,2900-3152.csv,,,"普通设计师, 第1月"
【宣传册设计】两折页设计之一,https://task.epwk.com/320171/,326人,1人,¥50,圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,两折页设计之一,直接雇佣￥ 50,￥ 50,任务编号：320171,2900-3152.csv,,,"两折页设计, 页设计"
【VI设计】VI设计首付款,https://task.epwk.com/320175/,278人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,VI设计首付款,直接雇佣￥ 5000,￥ 5000,任务编号：320175,2900-3152.csv,,,"VI设计, 首付款"
信息录入数据之359,https://task.epwk.com/320204/,63人,1人,"¥3,800",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,信息录入数据之359,直接雇佣￥ 3800,￥ 3800,任务编号：320204,2900-3152.csv,,,"信息录入, 数据录入"
【数据录入】信息录入数据之360,https://task.epwk.com/320209/,484人,1人,"¥4,100",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,信息录入数据之360,直接雇佣￥ 4100,￥ 4100,任务编号：320209,2900-3152.csv,,,"信息录入, 数据处理"
腾创网络网站设计,https://task.epwk.com/320210/,232人,1人,"¥7,000",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,腾创网络网站设计,直接雇佣￥ 7000,￥ 7000,任务编号：320210,2900-3152.csv,,,"网站设计, 腾创网络"
易付卡网站建设修改,https://task.epwk.com/320221/,150人,1人,"¥5,400",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,易付卡网站建设修改,直接雇佣￥ 5400,￥ 5400,任务编号：320221,2900-3152.csv,,,"易付卡网站, 网站建设修改"
【数据录入】信息录入数据之361,https://task.epwk.com/320226/,212人,1人,¥220,圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,信息录入数据之361,直接雇佣￥ 220,￥ 220,任务编号：320226,2900-3152.csv,,,"信息录入, 数据处理"
【数据录入】信息录入数据之362,https://task.epwk.com/320228/,698人,1人,"¥4,100",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,信息录入数据之362,直接雇佣￥ 4100,￥ 4100,任务编号：320228,2900-3152.csv,,,"信息录入, 数据录入"
逐格动画改编成二维动画,https://task.epwk.com/320256/,231人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,逐格动画改编成二维动画,直接雇佣￥ 1200,￥ 1200,任务编号：320256,2900-3152.csv,,,"逐格动画, 二维动画"
根据主页风格设计6个内页页面并切图,https://task.epwk.com/320262/,512人,1人,¥800,圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,根据主页风格设计6个内页页面并切图,直接雇佣￥ 800,￥ 800,任务编号：320262,2900-3152.csv,,,"主页风格, 内页设计, 切图"
【会员卡设计】卡片设计-11,https://task.epwk.com/320279/,694人,1人,¥50,圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,卡片设计-11,直接雇佣￥ 50,￥ 50,任务编号：320279,2900-3152.csv,,,卡片设计
杂志设计,https://task.epwk.com/320280/,373人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,杂志设计,直接雇佣￥ 5000,￥ 5000,任务编号：320280,2900-3152.csv,,,杂志设计
推介书制作,https://task.epwk.com/320281/,264人,1人,"¥1,970",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,推介书制作,直接雇佣￥ 1970,￥ 1970,任务编号：320281,2900-3152.csv,,,"推介书, 制作"
【企业官网】专案网站开发设计,https://task.epwk.com/320304/,322人,1人,"¥4,500",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,专案网站开发设计,直接雇佣￥ 4500,￥ 4500,任务编号：320304,2900-3152.csv,,,"专案网站, 开发设计"
奶茶包装盒设计,https://task.epwk.com/320336/,122人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,奶茶包装盒设计,直接雇佣￥ 3000,￥ 3000,任务编号：320336,2900-3152.csv,,,"奶茶包装盒, 设计"
5个桶贴+2版的店头+展架,https://task.epwk.com/320346/,120人,1人,"¥1,800",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,5个桶贴+2版的店头+展架,直接雇佣￥ 1800,￥ 1800,任务编号：320346,2900-3152.csv,,,"桶贴, 店头, 展架"
【数据录入】信息录入数据之363,https://task.epwk.com/320356/,269人,1人,"¥3,100",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,信息录入数据之363,直接雇佣￥ 3100,￥ 3100,任务编号：320356,2900-3152.csv,,,"信息录入, 数据录入"
刷新服务手册+产品4折页+胸牌,https://task.epwk.com/320360/,137人,1人,"¥1,650",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,刷新服务手册+产品4折页+胸牌,直接雇佣￥ 1650,￥ 1650,任务编号：320360,2900-3152.csv,,,"服务手册, 产品折页, 胸牌"
【企业官网】旅游社交手机网站开发01,https://task.epwk.com/320372/,195人,1人,"¥3,500",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,旅游社交手机网站开发01,直接雇佣￥ 3500,￥ 3500,任务编号：320372,2900-3152.csv,,,"旅游社交, 手机网站, 开发"
旅游社交手机网站整体开发和美工设计02,https://task.epwk.com/320379/,448人,1人,"¥3,500",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,旅游社交手机网站整体开发和美工设计02,直接雇佣￥ 3500,￥ 3500,任务编号：320379,2900-3152.csv,,,"旅游社交, 手机网站, 美工设计"
【产品卖点】LOGO修改,https://task.epwk.com/320400/,382人,1人,¥100,圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,LOGO修改,直接雇佣￥ 100,￥ 100,任务编号：320400,2900-3152.csv,,,"LOGO, 修改"
【微信开发】艺林创意工坊微网站开发,https://task.epwk.com/320406/,391人,1人,"¥8,000",圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,艺林创意工坊微网站开发,直接雇佣￥ 8000,￥ 8000,任务编号：320406,2900-3152.csv,,,"艺林创意工坊, 微网站, 网站开发"
【包装设计】油漆设计-12,https://task.epwk.com/320435/,336人,1人,¥150,圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,油漆设计-12,直接雇佣￥ 150,￥ 150,任务编号：320435,2900-3152.csv,,,"油漆设计, 12"
东莞市粤辉建设工程有限公司,https://task.epwk.com/320453/,256人,1人,¥500,圆满完成,https://task.epwk.com/page3148.html?m=6&o=7,东莞市粤辉建设工程有限公司,直接雇佣￥ 500,￥ 500,任务编号：320453,2900-3152.csv,,,"东莞市粤辉建设, 建设工程公司"
超市erp开发,https://task.epwk.com/320514/,230人,1人,"¥3,500",圆满完成,https://task.epwk.com/page3147.html?m=6&o=7,超市erp开发,直接雇佣￥ 3500,￥ 3500,任务编号：320514,2900-3152.csv,,,"超市erp, 系统开发"
签到系统,https://task.epwk.com/320525/,131人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3147.html?m=6&o=7,签到系统,直接雇佣￥ 5000,￥ 5000,任务编号：320525,2900-3152.csv,,,签到系统
公司logo及部分VI设计,https://task.epwk.com/320539/,150人,1人,"¥4,500",圆满完成,https://task.epwk.com/page3147.html?m=6&o=7,公司logo及部分VI设计,直接雇佣￥ 4500,￥ 4500,任务编号：320539,2900-3152.csv,,,"公司logo, VI设计"
深圳凌科电器网站crm系统二次开发,https://task.epwk.com/320563/,130人,1人,"¥20,000",圆满完成,https://task.epwk.com/page3147.html?m=6&o=7,深圳凌科电器网站crm系统二次开发,直接雇佣￥ 20000,￥ 20000,任务编号：320563,2900-3152.csv,,,"深圳凌科电器, CRM系统, 二次开发"
顶级品牌手机配件包装,https://task.epwk.com/320591/,127人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3147.html?m=6&o=7,顶级品牌手机配件包装,直接雇佣￥ 3000,￥ 3000,任务编号：320591,2900-3152.csv,,,"顶级品牌, 手机配件, 包装设计"
【LOGO设计】诚宇科技VI设计,https://task.epwk.com/320628/,197人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3147.html?m=6&o=7,诚宇科技VI设计,直接雇佣￥ 1500,￥ 1500,任务编号：320628,2900-3152.csv,,,"VI设计, 诚宇科技"
【配音配乐】求李祥祥新歌《想想我》的简谱,https://task.epwk.com/320643/,789人,1人,¥200,圆满完成,https://task.epwk.com/page3147.html?m=6&o=7,求李祥祥新歌《想想我》的简谱,直接雇佣￥ 200,￥ 200,任务编号：320643,2900-3152.csv,,,"李祥祥, 新歌, 简谱"
