标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,任务类型
【百科/问答撰写】需做6个词的互动百科,https://task.epwk.com/503712/,1415人,1人,¥3600,圆满完成,丽舍宫,现在有6个词的互动百科 有  做过互动百科的优先有做过互动百科    或专业人士绝对有优先<6个打包>,2017-05-22,2017.06.21,任务编号：503712,3600.0,30天,江苏省-无锡市-滨湖区,无锡火狐网络科技有限公司,https://shop.epwk.com/2j5xo36735xm/,无锡火狐网络科技有限公司,出售服务,https://shop.epwk.com/2j5xo36735xm/chushou/,企业,一品,44分,,,无锡火狐网络科技有限公司,,【成品/源码/定制小程序】餐饮|零售|外卖|商城|社交|直播|生鲜|分销,"￥2500
            /次","微信开发,小程序开发,公众号开发,微信商城,H5定制开发外包","￥3800
            /次",APP定制开发（直播|教育|商城|社交|预约|社区团购|跑腿等）,"￥9800
            /次",单商城APP定制开发_单商城APP源码出售_APP开发,"￥9800
            /次",【成品源码小程序】餐饮_零售_外卖_商城_社交_直播_生鲜,"￥3800
            /次",【小程序成品源码】直播_社交_聊天_交友_视频_分享,"￥4800
            /次",【小程序定制开发外包】外卖_跑腿_代购_社区_同城_商超,"￥3800
            /起",企业官网定制开发_教育培训_餐饮_电商_商城,"￥980
            /套",商务型网站建设（企业官网）,"￥3080
            /套",展示型网站建设（企业官网）,"￥1880
            /套",百科/问答撰写
【专业代笔】企业库存控制策略研究报告修改,https://task.epwk.com/502012/,1275人,4人,¥300,圆满完成,o58f9****8370a,文章已写好，需要增减或修改一下，到过关。还有要原创，用万方数据库检测，重复率并不能超过20%,2017-05-16,2017.06.13,任务编号：502012,300.0,"3天,1000天,300天,10天","天津市-市辖区-和平区,湖南省-湘潭市-岳塘区,陕西省-安康市-汉滨区,湖南省-郴州市-苏仙区",呸呸小店,https://shop.epwk.com/zqdpl149gn1v/,呸呸小店,出售服务,https://shop.epwk.com/zqdpl149gn1v/chushou/,个人,八品,40分,,,呸呸小店,,论文降重，文案创作，公众号运营，文章代写，简历制作，PPT制作,"￥50
            /次",,,,,,,,,,,,,,,,,,,专业代笔
【产品卖点】商业企划书编写,https://task.epwk.com/500536/,1236人,1人,¥6000,圆满完成,vitorru,商业企划书编写,2017-05-11,2017.05.12,任务编号：500536,6000.0,2天,广东省-广州市-市辖区,无明舍工作室,https://shop.epwk.com/rp5z4x668dx3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,产品卖点
【专业代笔】规范领导接访机制及工作方案制定,https://task.epwk.com/497649/,1717人,8人,¥300,圆满完成,o59093a261e162,制作信访规范领导接访机制，并制定工作方案。,2017-05-03,2017.05.22,任务编号：497649,300.0,"1天,5天,1天,3天,3天,2天","河南省-新乡市-牧野区,广东省-广州市-天河区,山西省-临汾市,山东省-济南市-市辖区,福建省-漳州市-华安县,河北省-石家庄市-栾城县",不二策划/网络工作室,https://shop.epwk.com/qgdmjjeordke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,专业代笔
【商业提案】撰写融资策划书ppt制作,https://task.epwk.com/496802/,1883人,5人,¥300,圆满完成,sakaas,需要撰写一份旅游摄影俱乐部融资计划书。,2017-04-29,2017.08.18,任务编号：496802,300.0,"3天,5天,3天,3天,3天","浙江省-嘉兴市-平湖市,河南省-开封市-龙亭区,湖南省-湘潭市-岳塘区,北京市-北京市-顺义区,安徽省-合肥市-蜀山区",o58a40404bcafb,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商业提案
【商业提案】项目计划书撰写,https://task.epwk.com/496706/,761人,1人,¥500,圆满完成,mf189****9969,项目计划书撰写，预算300，微信联系,2017-04-29,2017.05.03,任务编号：496706,500.0,3天,重庆市-重庆市-渝北区,飔逸创意工作室,https://shop.epwk.com/7g5ykyz76n0q/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商业提案
【产品卖点】产品新闻报道类文章,https://task.epwk.com/495806/,2131人,13人,¥400,圆满完成,mf187****9655,需要一篇新闻报道类文章  介绍产品--三联片颗粒（治疗复发性口腔溃疡和白塞氏病的）。要求文章要专业，对产品和治疗的对应疾病要详细了解。产品属于我们北京金铭康公司。纯中药安全无副作用。字数要不低于3000字。有能力且有意者可以联系我们，需要资料可以提供。联系电话 18701069655三联片颗粒本身在网络上哟销售  想先了解的 可以先搜索了解一下。这类文章我们写过很多 也发布过很多次  请不要和之前的雷同,2017-04-26,2017.05.12,任务编号：495806,400.0,"4天,3天,5天,5天,1天,1天,3天,3天,3天,3天,10天,1天","北京市-北京市-东城区,广东省-揭阳市-榕城区,湖南省-株洲市-攸　县,四川省-成都市-成华区,山东省-枣庄市-台儿庄区,浙江省-台州市-路桥区,上海市-市辖区-黄浦区,重庆市-市辖区-渝中区,湖南省-长沙市-岳麓区,云南省-昆明市,湖南省-郴州市-苏仙区,山西省-临汾市",o590031fd614d6,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,产品卖点
【宣传策划】微商城产品文案撰写及设计,https://task.epwk.com/494291/,2413人,16人,¥2000,圆满完成,军魂拓展培训机构,我公司是做青少年体验式素质教育，主要是通过拓展训练的方式，让孩子们学会 独立 坚强 勇敢 感恩，我们有体验拓展训练 军事训练 生存训练 感恩课程 等。。。。。。目前希望找到相关的团队帮我们微商城的产品进行文案方面及图片上面的编辑，包装产品效果价格具体再议,2017-04-21,2017.05.27,任务编号：494291,2000.0,"7天,7天,6天,2天,7天,10天,7天,7天,7天,3天,5天","北京市-北京市-大兴区,贵州省-贵阳市-云岩区,山东省-济南市-市辖区,新疆-乌鲁木齐市-水磨沟区,广东省-深圳市-罗湖区,湖南省-郴州市-苏仙区,四川省-成都市-青羊区,上海市-市辖区-黄浦区,陕西省-西安市-碑林区,陕西省-西安市-长安区,辽宁省-大连市-金州区",杰斯设计工作室,https://shop.epwk.com/mod046eg05yv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【宣传策划】专业文案编写(急),https://task.epwk.com/493804/,1085人,1人,¥200,圆满完成,mf136****7152,百年企业宣传片影视制作解说词文案。内容已经写好，需要整合，衔接，润色！要求，高端，优美！3000字左右！要求明天下午之前完成！,2017-04-19,2017.04.22,任务编号：493804,200.0,2天,辽宁省-沈阳市-市辖区,紫彧营销咨询机构,https://shop.epwk.com/p05qjj3xydev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【宣传策划】微信平台软文写作,https://task.epwk.com/493741/,1222人,1人,¥100,圆满完成,清风03,做一个微信平台，希望寻求一个长期合作软文写作的合作对象，最好文笔风趣，而且写出情怀，让读者产生共鸣。可加公众号：家电服务商之友由于比较业余，写出的东西一般，但是基本的意思能够表达，可浏览点击率高的文章作为参考。多了解家电售后相关行业信息为基础，请通过你的妙笔来讲这个故事。写好请投稿，如果符合胃口，具体再联系长期合作，价格好商量！作品满意者，赏金可追加,2017-04-19,2017.04.19,任务编号：493741,100.0,3天,江西省-上饶市-信州区,女战士小N,https://shop.epwk.com/mod044o605yv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【品牌故事】地理文章撰写,https://task.epwk.com/490706/,1060人,1人,¥600,圆满完成,mf180****2776,地理文章撰写，字数8000字以上，具体沟通详谈。,2017-04-09,2017.04.26,任务编号：490706,600.0,6天,上海市-市辖区-浦东新区,B&G knowledge.(比格知识工作室),https://shop.epwk.com/omdwkk9gmdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,品牌故事
【宣传策划】宣传的文案撰写,https://task.epwk.com/488769/,1909人,10人,¥300,圆满完成,mf131****7666,我们要做一个宣传的文案。我们是在美丽的三亚，蓝天白云，海边。我们的客户呢是来这边旅游，过冬候鸟的老人。我们主要的工作是：给老人提供海边婚纱照。所以我现在要做的是，需要设计一个，宣传的网页和，宣传单，所以我现在需要一个文案。,2017-04-01,2017.04.13,任务编号：488769,300.0,"3天,3天,5天,3天,10天,30天,10天,10天,10天,300天","辽宁省-沈阳市-市辖区,黑龙江-大庆市-龙凤区,北京市-北京市-朝阳区,广东省-深圳市-市辖区,上海市-市辖区-黄浦区,江苏省-徐州市-云龙区,湖南省-郴州市-苏仙区,辽宁省-沈阳市-市辖区,辽宁省-沈阳市-和平区,广东省-深圳市-罗湖区",紫彧营销咨询机构,https://shop.epwk.com/p05qjj3xydev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【产品卖点】市场调查报告撰写,https://task.epwk.com/486291/,3335人,7人,¥800,圆满完成,glorialin,家用便携式吸痰器产品市场调研分析及定位： 寻找同行及竞争产品，确认产品竞争力及优势，找准市场优势· 同行竞品对比，需要真实的对比表  · 同行分销代理体系· 同行背景调查要求PPT有条理展示,2017-03-24,2017.04.05,任务编号：486291,800.0,"5天,7天,3天,800天,2天,3天,5天","辽宁省-沈阳市-市辖区,山东省-济南市-市辖区,广东省-广州市-天河区,湖南省-长沙市-雨花区,广东省-广州市-白云区,湖南省-长沙市-岳麓区,湖南省-湘潭市-岳塘区",紫彧营销咨询机构,https://shop.epwk.com/p05qjj3xydev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,产品卖点
【品牌起名】文案公司文案撰写,https://task.epwk.com/483357/,1746人,1人,¥200,圆满完成,糊涂ning,文案取名，具体的详谈,2017-03-14,2017.03.20,任务编号：483357,200.0,2天,浙江省-杭州市-上城区,乐心传媒工作室,https://shop.epwk.com/z2nkzz662nqy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,品牌起名
【宣传策划】典当行业网络推广宣传文案撰写,https://task.epwk.com/483086/,3189人,13人,¥1000,圆满完成,o5863d951b5903,我这边为典当行，因为业务渠道拓展需求，想结合互联网来拓宽客户渠道，并且起到宣传的作用。想写一个具体的事实方案，包括如何进行网络推广，预计收到什么样的效果，要详细具体，不要废话大话空话。,2017-03-13,2017.04.08,任务编号：483086,1000.0,"3天,1天,5天,3天,3天,5天,3天,7天,7天,7天,7天,10天","辽宁省-沈阳市-市辖区,新疆-塔城地区-乌苏市,湖南省-湘潭市-岳塘区,广东省-东莞市-东莞市,北京市-北京市-丰台区,上海市-市辖区-浦东新区,湖南省-长沙市-芙蓉区,山东省-济宁市-曲阜市,甘肃省-兰州市-城关区,上海市-市辖区-奉贤区,山西省-晋中市-榆次区,河北省-廊坊市-市辖区",紫彧营销咨询机构,https://shop.epwk.com/p05qjj3xydev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【宣传策划】清真餐厅企业文化撰写,https://task.epwk.com/482323/,2638人,15人,¥100,圆满完成,mf180****1511,企业文化：清真餐厅，穆斯林文化和中国传统文化相结合，定位:高档  200-300字之间,2017-03-10,2017.04.14,任务编号：482323,100.0,"2天,1天,7天,5天,1天,2天,3天,7天,3天,3天,2天","山东省-济南市-市辖区,北京市-北京市-通州区,四川省-成都市-彭州市,陕西省-西安市-临潼区,辽宁省-沈阳市-市辖区,广东省-深圳市-龙岗区,上海市-市辖区-黄浦区,北京市-北京市-海淀区,河北省-唐山市-迁安市,天津市-市辖区-和平区,河南省-漯河市-召陵区",智通策划文案,https://shop.epwk.com/09drjjzkl53w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【产品卖点】关于描述产品用途和痛点产品文案撰写,https://task.epwk.com/482023/,4049人,16人,¥200,圆满完成,o535f6f337cdff,我们公司最新开发的一款塑料养护用品，主要防止塑料件的老化、发白，对汽车车灯的有修复效果，有效清除发黄、不清等问题，除了卖点除了车灯，其他塑料制品都有效果,2017-03-09,2017.03.13,任务编号：482023,200.0,"1天,3天,3天,2天,3天,2天,7天,8天,7天,1天,1天,2天","北京市-北京市-通州区,河南省-漯河市-召陵区,湖南省-长沙市-芙蓉区,新疆-塔城地区-乌苏市,山东省-淄博市-淄川区,广东省-广州市-市辖区,黑龙江省-哈尔滨市-松北区,安徽省-淮南市-田家庵区,上海市-市辖区-黄浦区,北京市-北京市-东城区,内蒙古自治区-呼和浩特市-玉泉区,山东省-济南市-市辖区",呆子991,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,产品卖点
【产品卖点】妇科中药文案撰写,https://task.epwk.com/479456/,1324人,1人,¥300,圆满完成,k3555****73,文案 一款治疗妇科病的中药。微信号也编辑上去，治疗成功案例，推广文案。简单有效。,2017-03-01,2017.03.08,任务编号：479456,300.0,3天,辽宁省-沈阳市-市辖区,紫彧营销咨询机构,https://shop.epwk.com/p05qjj3xydev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,产品卖点
【商业提案】招商策划案,https://task.epwk.com/479099/,840人,1人,¥1000,圆满完成,吾乃皇太纸,"内容：Word文档+对应PPT, 工期三天",2017-02-27,2017.03.06,任务编号：479099,1000.0,3天,上海市-市辖区-浦东新区,B&G knowledge.(比格知识工作室),https://shop.epwk.com/omdwkk9gmdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商业提案
【宣传策划】运动自行车品牌宣传文案,https://task.epwk.com/478935/,1196人,1人,¥500,圆满完成,mf139****9189,运动自行车品牌宣传文案，报价联系,2017-02-27,2017.03.02,任务编号：478935,500.0,3天,上海市-市辖区-浦东新区,B&G knowledge.(比格知识工作室),https://shop.epwk.com/omdwkk9gmdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【品牌故事】外包项目管理制度,https://task.epwk.com/478752/,2350人,6人,¥300,圆满完成,mf136****7291,本公司有很多活，需要拿给外包公司来做。需要详细的制度来管理。主要是从时间，成本，质量，人员这几个方面考虑，以最大化我公司利益为准则。请大家制定一些条款供外包公司遵守。其他说明：按照项目生命周期列出：生命周期各个阶段，作为甲方要求乙方必须提交的产出物，以及如何有效的验收每个阶段产出物的完整性，时效性等等前提条件：甲方付出的人力资源仅有1-2个例如：在测试阶段，假设测试用例有5000条，如何保证用例的有效性跟覆盖度 正确性，提交方式是如何，验收方式如何举例：需求立项阶段，在测试用例通过乙方内部评审，乙方提供测试用例数据+内部评审结果，并归纳出重点的业务流程测试用例，由甲方去参考重点归纳部分去做评审----------------------------------------------------------也就是，什么阶段，得到什么，通过什么方式去审核效率，理由是什么需要按照完整的业务流程输出，最好达到CMMI等级如果每个阶段，有涉及到文档产出物，需要提供模版时间紧有能力来需要先提供生命周期各个阶段，作为甲方要求乙方必须提交的产出物，以及如何有效的验收每个阶段产出物的完整性，时效性等等这份文档作为你有能力承接这份任务的能力价格可议,2017-02-26,2017.03.04,任务编号：478752,300.0,"5天,3天,3天,14天,2天,15天","湖南省-湘潭市-岳塘区,北京市-北京市-东城区,云南省-昭通市-镇雄县,北京市-北京市-东城区,河北省-石家庄市-新华区,山东省-青岛市-李沧区",不二策划/网络工作室,https://shop.epwk.com/qgdmjjeordke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,品牌故事
【专业代笔】电算化会计文章撰写,https://task.epwk.com/478171/,1526人,1人,¥1500,圆满完成,yjm0321,题目会计电算化系统应用的问题及其解决对策>要求先发送提纲，提纲至三级题目，字数7000-8000字联系Q:,2017-02-23,2017.04.04,任务编号：478171,1500.0,15天,广东省-广州市-番禺区,魔手品牌设计,https://shop.epwk.com/v0n1xrq2057y/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,专业代笔
