标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,能力标签,订单编号后缀,需求方,设计师,知识
【其他家装服务】基于微信平台的互联网产品二次开发BUG修复,https://task.epwk.com/397231/,173人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2804.html?m=6&o=7,基于微信平台的互联网产品二次开发BUG修复,直接雇佣￥ 20000,￥ 20000,任务编号：397231,2000-2900.csv,,,,,,,,其他家装服务,397231,A397231,B397231,"微信平台, 互联网产品, BUG修复"
小区门禁APP开发,https://task.epwk.com/397236/,367人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2804.html?m=6&o=7,小区门禁APP开发,直接雇佣￥ 50000,￥ 50000,任务编号：397236,2000-2900.csv,,,,,,,,,397236,A397236,B397236,"小区门禁, APP开发"
改版岱下青年网站,https://task.epwk.com/397243/,256人,1人,"¥2,646",圆满完成,https://task.epwk.com/page2804.html?m=6&o=7,改版岱下青年网站,直接雇佣￥ 2646,￥ 2646,任务编号：397243,2000-2900.csv,,,,,,,,,397243,A397243,B397243,"岱下青年, 网站改版"
双蛋节,https://task.epwk.com/397246/,112人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2804.html?m=6&o=7,双蛋节,直接雇佣￥ 10000,￥ 10000,任务编号：397246,2000-2900.csv,,,,,,,,,397246,A397246,B397246,"双蛋节, 节日主题"
【网站UI设计】网站页面调整,https://task.epwk.com/397252/,461人,1人,"¥3,000",圆满完成,https://task.epwk.com/page2804.html?m=6&o=7,网站页面调整,直接雇佣￥ 3000,￥ 3000,任务编号：397252,2000-2900.csv,,,,,,,,网站UI设计,397252,A397252,B397252,"网站页面, 调整"
海报设计,https://task.epwk.com/397276/,208人,1人,¥200,圆满完成,https://task.epwk.com/page2804.html?m=6&o=7,海报设计,直接雇佣￥ 200,￥ 200,任务编号：397276,2000-2900.csv,,,,,,,,,397276,A397276,B397276,海报设计
【小程序开发】APP软件开发,https://task.epwk.com/397279/,368人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2804.html?m=6&o=7,APP软件开发,直接雇佣￥ 30000,￥ 30000,任务编号：397279,2000-2900.csv,,,,,,,,小程序开发,397279,A397279,B397279,APP软件开发
【APP开发】webapp生成并上架商城,https://task.epwk.com/397282/,461人,1人,"¥3,600",圆满完成,https://task.epwk.com/page2804.html?m=6&o=7,webapp生成并上架商城,直接雇佣￥ 3600,￥ 3600,任务编号：397282,2000-2900.csv,,,,,,,,APP开发,397282,A397282,B397282,"webapp, 商城上架"
【其他软件开发】视频监控软件开发,https://task.epwk.com/397284/,283人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,视频监控软件开发,直接雇佣￥ 40000,￥ 40000,任务编号：397284,2000-2900.csv,,,,,,,,其他软件开发,397284,A397284,B397284,"视频监控, 软件开发"
培训学校整体微信系统开发及营销,https://task.epwk.com/397288/,202人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,培训学校整体微信系统开发及营销,直接雇佣￥ 40000,￥ 40000,任务编号：397288,2000-2900.csv,,,,,,,,,397288,A397288,B397288,"培训学校, 微信系统, 营销"
【企业官网】综合性网站制作尾款,https://task.epwk.com/397289/,137人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,综合性网站制作尾款,直接雇佣￥ 10000,￥ 10000,任务编号：397289,2000-2900.csv,,,,,,,,企业官网,397289,A397289,B397289,"综合性网站, 尾款"
开发一款mac上的小应用,https://task.epwk.com/397297/,124人,1人,"¥8,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,开发一款mac上的小应用,直接雇佣￥ 8000,￥ 8000,任务编号：397297,2000-2900.csv,,,,,,,,,397297,A397297,B397297,"mac应用, 小程序开发"
【品牌故事】编写公司简介,https://task.epwk.com/397303/,566人,1人,¥75,圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,编写公司简介,直接雇佣￥ 75,￥ 75,任务编号：397303,2000-2900.csv,,,,,,,,品牌故事,397303,A397303,B397303,"公司简介, 企业信息"
二次开发功能,https://task.epwk.com/397312/,186人,1人,"¥1,500",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,二次开发功能,直接雇佣￥ 1500,￥ 1500,任务编号：397312,2000-2900.csv,,,,,,,,,397312,A397312,B397312,"二次开发, 功能"
后期维护,https://task.epwk.com/397314/,151人,1人,"¥6,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,后期维护,直接雇佣￥ 6000,￥ 6000,任务编号：397314,2000-2900.csv,,,,,,,,,397314,A397314,B397314,后期维护
LOGO设计加4套VIS设计加首页,https://task.epwk.com/397316/,264人,1人,"¥6,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,LOGO设计加4套VIS设计加首页,直接雇佣￥ 6000,￥ 6000,任务编号：397316,2000-2900.csv,,,,,,,,,397316,A397316,B397316,"LOGO设计, VIS设计, 首页设计"
【图片处理】照片简单PS处理,https://task.epwk.com/397317/,229人,1人,¥75,圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,照片简单PS处理,直接雇佣￥ 75,￥ 75,任务编号：397317,2000-2900.csv,,,,,,,,图片处理,397317,A397317,B397317,"照片, PS处理"
淘宝详情页设计,https://task.epwk.com/397318/,155人,1人,"¥1,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,淘宝详情页设计,直接雇佣￥ 1000,￥ 1000,任务编号：397318,2000-2900.csv,,,,,,,,,397318,A397318,B397318,"淘宝详情页, 设计"
首页设计,https://task.epwk.com/397321/,117人,1人,"¥2,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,首页设计,直接雇佣￥ 2000,￥ 2000,任务编号：397321,2000-2900.csv,,,,,,,,,397321,A397321,B397321,首页设计
LOGO设计,https://task.epwk.com/397325/,115人,1人,"¥1,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,LOGO设计,直接雇佣￥ 1000,￥ 1000,任务编号：397325,2000-2900.csv,,,,,,,,,397325,A397325,B397325,LOGO设计
【企业官网】网站模板,https://task.epwk.com/397329/,165人,1人,"¥2,800",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,网站模板,直接雇佣￥ 2800,￥ 2800,任务编号：397329,2000-2900.csv,,,,,,,,企业官网,397329,A397329,B397329,网站模板
【企业官网】网站升级改版加手机网站,https://task.epwk.com/397330/,137人,1人,¥800,圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,网站升级改版加手机网站,直接雇佣￥ 800,￥ 800,任务编号：397330,2000-2900.csv,,,,,,,,企业官网,397330,A397330,B397330,"网站升级, 手机网站"
【软件UI设计】医药类appUI设计,https://task.epwk.com/397332/,607人,1人,"¥2,800",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,医药类appUI设计,直接雇佣￥ 2800,￥ 2800,任务编号：397332,2000-2900.csv,,,,,,,,软件UI设计,397332,A397332,B397332,医药类appUI设计
【企业官网】网站程序功能编码,https://task.epwk.com/397338/,116人,1人,"¥6,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,网站程序功能编码,直接雇佣￥ 6000,￥ 6000,任务编号：397338,2000-2900.csv,,,,,,,,企业官网,397338,A397338,B397338,"网站程序, 功能编码"
企业网站建设,https://task.epwk.com/397341/,98人,1人,"¥17,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,企业网站建设,直接雇佣￥ 17000,￥ 17000,任务编号：397341,2000-2900.csv,,,,,,,,,397341,A397341,B397341,"企业网站, 建设"
【店铺厂房】主题餐吧装修设计,https://task.epwk.com/397345/,226人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,主题餐吧装修设计,直接雇佣￥ 40000,￥ 40000,任务编号：397345,2000-2900.csv,,,,,,,,店铺厂房,397345,A397345,B397345,"主题餐吧, 装修设计"
直通车托管1一个月,https://task.epwk.com/397348/,363人,1人,"¥2,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,直通车托管1一个月,直接雇佣￥ 2000,￥ 2000,任务编号：397348,2000-2900.csv,,,,,,,,,397348,A397348,B397348,"直通车托管, 一个月"
两款详情页加VI设计,https://task.epwk.com/397350/,197人,1人,"¥3,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,两款详情页加VI设计,直接雇佣￥ 3000,￥ 3000,任务编号：397350,2000-2900.csv,,,,,,,,,397350,A397350,B397350,"详情页, VI设计"
【包装设计】休闲食品（花生）包装设计,https://task.epwk.com/397352/,219人,1人,"¥13,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,休闲食品（花生）包装设计,直接雇佣￥ 13000,￥ 13000,任务编号：397352,2000-2900.csv,,,,,,,,包装设计,397352,A397352,B397352,"休闲食品, 花生, 包装设计"
【包装设计】高端滋补品包装设计,https://task.epwk.com/397353/,266人,1人,"¥22,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,高端滋补品包装设计,直接雇佣￥ 22000,￥ 22000,任务编号：397353,2000-2900.csv,,,,,,,,包装设计,397353,A397353,B397353,"高端滋补品, 包装设计"
【APP开发】社交App源码,https://task.epwk.com/397365/,250人,1人,"¥2,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,社交App源码,直接雇佣￥ 2000,￥ 2000,任务编号：397365,2000-2900.csv,,,,,,,,APP开发,397365,A397365,B397365,"社交App, 源码"
【网站UI设计】网页设计 网站美工 长期合作,https://task.epwk.com/397385/,356人,1人,¥500,圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,网页设计 网站美工 长期合作,直接雇佣￥ 500,￥ 500,任务编号：397385,2000-2900.csv,,,,,,,,网站UI设计,397385,A397385,B397385,"网页设计, 网站美工, 长期合作"
驾校管理系统制作,https://task.epwk.com/397394/,180人,1人,"¥6,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,驾校管理系统制作,直接雇佣￥ 6000,￥ 6000,任务编号：397394,2000-2900.csv,,,,,,,,,397394,A397394,B397394,"驾校管理, 系统开发"
数字算盘类似语音计算器APP,https://task.epwk.com/397412/,88人,1人,"¥29,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,数字算盘类似语音计算器APP,直接雇佣￥ 29000,￥ 29000,任务编号：397412,2000-2900.csv,,,,,,,,,397412,A397412,B397412,"数字算盘, 语音计算器, APP"
教育类的应用app开发,https://task.epwk.com/397413/,142人,1人,"¥21,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,教育类的应用app开发,直接雇佣￥ 21000,￥ 21000,任务编号：397413,2000-2900.csv,,,,,,,,,397413,A397413,B397413,"教育类应用, app开发"
【标签设计】2个标签设计,https://task.epwk.com/397418/,463人,1人,¥200,圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,2个标签设计,直接雇佣￥ 200,￥ 200,任务编号：397418,2000-2900.csv,,,,,,,,标签设计,397418,A397418,B397418,标签设计
【网站优化方案】我的网站要推广,https://task.epwk.com/397421/,170人,1人,"¥11,500",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,我的网站要推广,直接雇佣￥ 11500,￥ 11500,任务编号：397421,2000-2900.csv,,,,,,,,网站优化方案,397421,A397421,B397421,"网站推广, 推广策略"
【VI设计】公司LOGO与VI设计全套以及公司网站装修,https://task.epwk.com/397459/,290人,1人,"¥8,000",圆满完成,https://task.epwk.com/page2803.html?m=6&o=7,公司LOGO与VI设计全套以及公司网站装修,直接雇佣￥ 8000,￥ 8000,任务编号：397459,2000-2900.csv,,,,,,,,VI设计,397459,A397459,B397459,"公司LOGO, VI设计, 公司网站装修"
模板设计，软文编辑,https://task.epwk.com/397463/,397人,1人,¥500,圆满完成,https://task.epwk.com/page2802.html?m=6&o=7,模板设计，软文编辑,直接雇佣￥ 500,￥ 500,任务编号：397463,2000-2900.csv,,,,,,,,,397463,A397463,B397463,"模板设计, 软文编辑"
【LOGO设计】i车贷商标设计,https://task.epwk.com/397467/,438人,1人,¥200,圆满完成,https://task.epwk.com/page2802.html?m=6&o=7,i车贷商标设计,直接雇佣￥ 200,￥ 200,任务编号：397467,2000-2900.csv,,,,,,,,LOGO设计,397467,A397467,B397467,"车贷, 商标设计"
涂料铁罐包装桶系列设计,https://task.epwk.com/397468/,709人,1人,¥70,圆满完成,https://task.epwk.com/page2802.html?m=6&o=7,涂料铁罐包装桶系列设计,直接雇佣￥ 70,￥ 70,任务编号：397468,2000-2900.csv,,,,,,,,,397468,A397468,B397468,"涂料铁罐, 包装桶, 设计"
【APP开发】儿童玩具的远程控制App开发尾款,https://task.epwk.com/397473/,176人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2802.html?m=6&o=7,儿童玩具的远程控制App开发尾款,直接雇佣￥ 40000,￥ 40000,任务编号：397473,2000-2900.csv,,,,,,,,APP开发,397473,A397473,B397473,"儿童玩具, 远程控制, App开发"
【企业官网】后台模板切换功能,https://task.epwk.com/397477/,150人,1人,¥500,圆满完成,https://task.epwk.com/page2802.html?m=6&o=7,后台模板切换功能,直接雇佣￥ 500,￥ 500,任务编号：397477,2000-2900.csv,,,,,,,,企业官网,397477,A397477,B397477,"后台模板, 功能切换"
【小程序开发】添加一个功能,https://task.epwk.com/397478/,303人,1人,¥70,圆满完成,https://task.epwk.com/page2802.html?m=6&o=7,添加一个功能,直接雇佣￥ 70,￥ 70,任务编号：397478,2000-2900.csv,,,,,,,,小程序开发,397478,A397478,B397478,功能添加
APP软件UI设计任务,https://task.epwk.com/397481/,333人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2802.html?m=6&o=7,APP软件UI设计任务,直接雇佣￥ 5000,￥ 5000,任务编号：397481,2000-2900.csv,,,,,,,,,397481,A397481,B397481,"APP软件UI设计, UI设计, 软件界面设计"
【APP开发】ios版本手机无法定位的问题,https://task.epwk.com/397485/,253人,1人,"¥1,500",圆满完成,https://task.epwk.com/page2802.html?m=6&o=7,ios版本手机无法定位的问题,直接雇佣￥ 1500,￥ 1500,任务编号：397485,2000-2900.csv,,,,,,,,APP开发,397485,A397485,B397485,"ios定位问题, 手机定位, 定位功能"
【APP开发】智能社区APP安卓版本无法快速加载的问题,https://task.epwk.com/397486/,195人,1人,"¥2,500",圆满完成,https://task.epwk.com/page2802.html?m=6&o=7,智能社区APP安卓版本无法快速加载的问题,直接雇佣￥ 2500,￥ 2500,任务编号：397486,2000-2900.csv,,,,,,,,APP开发,397486,A397486,B397486,"智能社区APP, 安卓版本, 快速加载"
【LOGO设计】设计一个智能社区的logo,https://task.epwk.com/397487/,380人,1人,"¥1,200",圆满完成,https://task.epwk.com/page2802.html?m=6&o=7,设计一个智能社区的logo,直接雇佣￥ 1200,￥ 1200,任务编号：397487,2000-2900.csv,,,,,,,,LOGO设计,397487,A397487,B397487,"智能社区, logo"
旅游网站修改,https://task.epwk.com/397488/,170人,1人,"¥2,600",圆满完成,https://task.epwk.com/page2802.html?m=6&o=7,旅游网站修改,直接雇佣￥ 2600,￥ 2600,任务编号：397488,2000-2900.csv,,,,,,,,,397488,A397488,B397488,"旅游网站, 网站修改"
社区APP功能增加,https://task.epwk.com/397490/,152人,1人,"¥1,000",圆满完成,https://task.epwk.com/page2802.html?m=6&o=7,社区APP功能增加,直接雇佣￥ 1000,￥ 1000,任务编号：397490,2000-2900.csv,,,,,,,,,397490,A397490,B397490,"社区APP, 功能增加"
【小程序开发】.net程序开发，政府项目，希望北京公司或者团队接单,https://task.epwk.com/397492/,554人,1人,"¥8,000",圆满完成,https://task.epwk.com/page2802.html?m=6&o=7,.net程序开发，政府项目，希望北京公司或者团队接单,直接雇佣￥ 8000,￥ 8000,任务编号：397492,2000-2900.csv,,,,,,,,小程序开发,397492,A397492,B397492,".net程序开发, 政府项目, 北京公司"
【企业官网】网电影网站建设,https://task.epwk.com/397499/,542人,1人,"¥43,000",圆满完成,https://task.epwk.com/page2802.html?m=6&o=7,网电影网站建设,直接雇佣￥ 43000,￥ 43000,任务编号：397499,2000-2900.csv,,,,,,,,企业官网,397499,A397499,B397499,"网络电影, 网站建设"
【前端开发】仿照设计一个网页,https://task.epwk.com/397500/,1544人,1人,¥200,圆满完成,https://task.epwk.com/page2802.html?m=6&o=7,仿照设计一个网页,直接雇佣￥ 200,￥ 200,任务编号：397500,2000-2900.csv,,,,,,,,前端开发,397500,A397500,B397500,"网页设计, 页面布局"
万德通电子科技 VIS制作,https://task.epwk.com/397504/,206人,1人,"¥13,000",圆满完成,https://task.epwk.com/page2802.html?m=6&o=7,万德通电子科技 VIS制作,直接雇佣￥ 13000,￥ 13000,任务编号：397504,2000-2900.csv,,,,,,,,,397504,A397504,B397504,"万德通电子科技, VIS设计"
关于运动手机App+官网（含手机官网）+微信公众平台建设,https://task.epwk.com/397507/,214人,1人,"¥80,000",圆满完成,https://task.epwk.com/page2802.html?m=6&o=7,关于运动手机App+官网（含手机官网）+微信公众平台建设,直接雇佣￥ 80000,￥ 80000,任务编号：397507,2000-2900.csv,,,,,,,,,397507,A397507,B397507,"运动App, 官网, 微信公众号"
【漫画设计】设计一款以12星座为主主题的，换装，一款,https://task.epwk.com/397509/,677人,1人,"¥2,500",圆满完成,https://task.epwk.com/page2802.html?m=6&o=7,设计一款以12星座为主主题的，换装，一款,直接雇佣￥ 2500,￥ 2500,任务编号：397509,2000-2900.csv,,,,,,,,漫画设计,397509,A397509,B397509,"12星座, 换装设计"
