标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【包装设计】汽车品牌车膜包装盒设计,,2950人,9人,¥800,圆满完成,,倒立头顶地,"需求：汽车车膜包装盒设计（中标者需要协助设计排版质保卡）品牌介绍：MD隐形车衣是膜多贸易有限公司旗下的一个自由品牌，英文名字model 设计要求：1.包装盒尺寸：1625*180*170，天地盒   包装盒上要体现的内容：品牌logo 设计简约符合 并且有设计感 容易识别记忆 其他自由发挥 可以参照其他行业知名品牌的vi方案 其他可以自由发挥，附件图片是之前另一个品牌的设计可以参考2.质保卡的设计，届时中标威客私聊单独发文案知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2021-04-07,2021.04.27,任务编号：928317,800.0,,,野生设计,,,,,工作室,八品,38分,,,,,,,,,,,,,,,,,,,,,,,包装设计,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】万丰教育LOGO设计,,1548人,43人,¥600,圆满完成,,o606eb748ae4ee,主要是建工类培训的，logo和文字相结合，色调沉稳大气颜色由设计师自行决定,2021-04-09,2021.04.22,任务编号：928731,600.0,,,mf18859680220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】奥尔科技logo设计,,5434人,101人,"¥3,000",圆满完成,,o5fcd8265ae7cc,LOGO任务需求1、公司全称：杭州拾七奥尔光电科技有限公司2、简称：OWL  奥尔光电或者奥尔科技3、用于公司商标注册、公司自身产品标志、及品牌形式4、奥尔两字造型为主，英文OWL辅助5、整体LOGO简约大气，奥尔两个字高度识别，可以雕刻及图文6、公司主营产品涉及领域：全球酒吧，KTV场所高端发光摆台器皿制造,2021-04-09,2021.05.20,任务编号：928696,3000.0,,,凡人设计工作室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】少儿美术培训机构LOGO设计,,2660人,39人,¥600,圆满完成,,小斑第一号,"因品牌升级，需要重新设计logo。名称：新印象少儿美术 要求：高端，大气，简约。可以加一些绘画元素。
请设计师们尽情发挥，上传了一些画室内部照片，我觉得品味和气质上的契合非常重要。注意我们是一家美术培训机构，审美上的要求高一些。知识产权说明：1. 所设计的作品为必须原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任。2. 中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2021-04-09,2021.06.27,任务编号：928630,600.0,,,雨夜设计工作室,,,,,工作室,一品,68分,,,,,高端logo设计,"￥1500
            /起",包装设计,"￥3000
            /起",VI设计,"￥8888
            /起",,,,,,,,,,,,,LOGO设计,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】超市门头设计,,3432人,75人,¥600,圆满完成,,互联网小生,我想做要是类似连锁超市门头效果   我的是24小时《零与一便利店 》一定大气简洁 红底白字 参考京东 3.6X1米,2021-04-08,2021.04.28,任务编号：928583,600.0,,,南京菲凡网络科技有限公司,,,,,企业,七品,37分,,,,,电商平台开发,价格面议,软件开发,价格面议,微信开发,价格面议,App开发,价格面议,,,,,,,,,,,LOGO设计,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】根据参考设计字体‘森林の物语’,,2304人,64人,¥800,圆满完成,,asd18****2,产品使用人群主要为‘女性’，白领阶层。要求：一、根据参考设计字体‘森林の物语’，二、颜色可自定，三、日式风格。有劳诸位设计师啦～,2021-04-08,2021.04.25,任务编号：928539,800.0,,,恒犇设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】教育培训公司LOGO设计,,1523人,38人,¥500,圆满完成,,o5d5f5a1673acf,"公司主营：学前教育 各类艺术教育培训等  以""贝尔恩""三个字设计LOGO，寓意让孩子更优秀更美好，可图片加文字或字母全名为：贝尔恩国际儿童教育中心  加LOGO 附上效果图",2021-04-08,2021.04.26,任务编号：928533,500.0,,,深圳非凡品牌策划,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】不锈钢公司logo设计,,1367人,43人,¥500,圆满完成,,多财多亿,要求：1、logo要求：MT+文字。公司名：山东闽泰不锈钢有限公司。以字母“MT”为基础设计logo，加上公司名（或简称）2、符合不锈钢行业要求。简约明了，通俗易懂，易识别。,2021-04-08,2021.04.24,任务编号：928500,500.0,,,龙蛇映像,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【包装设计】护手霜外包装设计（管身+纸盒外包装）,,2711人,22人,"¥1,000",圆满完成,,evelynjiang,"尺寸30ml护手霜品牌：f.fiso 系列：blue CRÈME MAINSMoist hand cream设计要求：1、简洁 北欧风 可以参照附件图片2、最好有蓝色元素，不能大面积。3、两个设计（管身+纸盒外包装）知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2021-04-08,2021.04.22,任务编号：928455,1000.0,,,o60642fc726f89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,包装设计,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】傣魂-LOGO中文字体设计,,5453人,122人,"¥1,600",圆满完成,,o5f2e34d5b8743,品牌名称：傣魂行业：茶叶品牌定位：奢侈品消费人群：30-45岁有一定收入的一线城市企业年轻高管，二线城市年轻老板品牌广告语：寻遍西双版纳每一棵百年古茶树，拥有一份感动人心的岁月味道。产品：围绕西双版纳傣族自治州海拔1600米以上300-500年天然稀有古茶树的头春料为核心设计出的一系列高端茶叶产品。这个品牌销售的人群不是传统的50-70岁的收藏奢侈普洱茶人群，而是更年轻化一点从来没有接触过茶叶的有钱人群。希望能通过围绕这个品牌独特的LOGO，外包，品牌调性等方面的针对性设计，让购买产品的消费者能感觉到通过品尝或者赠送这个奢侈茶叶品牌的产品可以低调的展现出他的社会地位。品尝到真正好茶叶的独特喉韵，回甘等让人迷醉的味道。傣魂中文文字设计要求：国际感，简洁大方且辨识度高，设计根据品牌定位行业性质，有逻辑，有框架；字体具有独特的品牌气质。MAN，让人联想到GUCCI，LV这种奢华简约的感觉。傣魂产品外包装的整体风格预计是黑武士和侘寂风的融合，有种南传佛教归于寂灭的哲学内涵。,2021-04-08,2021.04.30,任务编号：928397,1600.0,,,黑石品牌,,,,,个人,四品,45分,,,,,LOGO设计,￥1000,海报设计,￥1000,VI设计,￥5000,画册设计,￥5000,,,,,,,,,,,LOGO设计,,,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】某教育培训机构LOGO设计,,1837人,29人,¥500,圆满完成,,mf186****2181,一：公司或者产品描述：该公司是专门从事教育投资和培训的企业。二：还想告诉设计师：logo名称：可按照“慧诺”、“慧诺教育“的含义或“HN”首字母来设计图形，当然我们更希望和欢迎新颖的构思和独特的设计。                      我们需要您原创的作品，拒绝并反对一切抄袭的作品。设计要求:1. 体现精致，高端，大气，简洁，有寓意，构思新颖，易记易识别，国际化，具有强烈的视觉冲击并结合行业特点。2. 设计方须根据我公司的特性，欢迎各类风格设计，附上创意说明。3. 标识为平面形式，可用于各类广告、宣传品及办公用品的印刷。4. 请提供LOGO的标准制图，标准色、辅助色、标准色设计应笔划简洁，识别性强，视觉传播效果理想，与LOGO能够有机结合必须是彩色原稿，能以不同的比例尺寸清晰显示，英文和图形的大小比例。三：知识产权说明：1. 所设计的作品应为原创，此前未以任何形式发表，未在国家商标局注册过，未侵犯他人著作权、设计专利以及受知识产权法保护的其他文体、图像；如有侵犯他人著作权，因标识相同或者类似引起诉讼或无法进行商标注册由设计者承担所有法律责任。 2. 选中的设计作品，我公司支付设计费用后，即拥有该作品知识产权，包括著作权、使用权和发布权等，有权对设计作品进行修改、组合和应用，设计者不得再向其他任何地方使用该设计作品。3. 设计作品一经采用，所有权、修改权和使用权均归我方所有，设计者不得在其他任何地方使用该设计作品，包括但不限于著作权、使用权、发布权以及对设计作品进行修改、组合、应用等权利，否则构成侵权，本公司保留依法追究设计方法律责任的权利。4. 征集结果公布后，未采用的作品即可自行处理。5. 参加此设计任务者被视为同意以上所有声明交稿声明：参赛者提交的稿件必须是设计作品，广告等无效交稿一律不采用，并承担相应法律责任。,2021-04-07,2021.04.23,任务编号：928254,500.0,,,龙蛇映像,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】电竞项目LOGO设计,,2635人,56人,¥800,圆满完成,,o606bd791672fc,"基本要求：1、设计电竞项目的LOGO, 项目名称叫  尚牛电竞2、设计要求：简约，与公司名称的寓意相匹配，风格上简单大气为主；其他要求：1、中标作品请提交完整可用的矢量源文件，以便进行修改、完善和印刷； 2、提供作品时要有LOGO含义设计创意说明；3、作品应为原创作品，一经选用，其全部知识产权归本公司所有。",2021-04-07,2021.07.16,任务编号：928240,800.0,,,zhang0721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】新任务-高端手工男鞋品牌logo设计,,13781人,164人,¥864,圆满完成,,mf130****5505,"设计要求： 1、商标名称：Muttsion； 2、我们是做高端手工男鞋的，logo唯一要求就是要高端大气，与我们产品风格吻合； 3、中标的设计作品，设计方须提供完整可用的矢量图形源文件（*.psd、*.cdr、*.ai等）； 4、设计师们设计前可以先下载一下附件，看一下我们的产品风格。知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2021-04-06,2021.05.24,任务编号：928126,864.0,,,zpt127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】新公司注册需要logo设计,,2077人,34人,¥500,圆满完成,,mf153****6999,公司名字叫安圆文化传媒，围绕安圆，或AY两字设计一个有科技感的logo,2021-04-06,2021.04.11,任务编号：928128,500.0,,,速 豹 品 牌 设 计,,,,,工作室,一品,58分,,,,,十年老品牌 品质有保障 客户的需求 就是我们的要求！,￥500,,,,,,,,,,,,,,,,,LOGO设计,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】网站logo图标设计,,2267人,29人,¥600,圆满完成,,贝贝银,LOGO设计以此附件内图标为模版，尺寸大小应同原文件相同主题图案以圆形或其变形为主，圆形大小和原logo基本一致，颜色可相同或相近。详细说明请下载附件查看。,2021-04-06,2021.04.19,任务编号：928089,600.0,,,金生设计室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】机械配件公司logo设计,,1549人,25人,¥500,圆满完成,,M1391****227,公司主营Volvo工程机械配件，公司名称，纯正机械，需要logo上能体现Volvo，logo需简洁大方,2021-04-06,2021.04.20,任务编号：928087,500.0,,,雨夜设计工作室,,,,,工作室,一品,68分,,,,,高端logo设计,"￥1500
            /起",包装设计,"￥3000
            /起",VI设计,"￥8888
            /起",,,,,,,,,,,,,LOGO设计,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】超市门头效果设计,,2070人,37人,¥500,圆满完成,,互联网小生,我想做要是类似连锁超市门头效果   我的是24小时《一零八》生活超市 或者便利店 一定大气简洁 参考在附件里,2021-04-06,2021.04.19,任务编号：928029,500.0,,,南京菲凡网络科技有限公司,,,,,企业,七品,37分,,,,,电商平台开发,价格面议,软件开发,价格面议,微信开发,价格面议,App开发,价格面议,,,,,,,,,,,LOGO设计,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【VI设计】杯子图案设计,,2938人,17人,¥500,圆满完成,,gzsdscj,"图案设计主题是以党庆100周年为主题：需要有历史和现代的文化元素，呈现的作品需要有文化内涵。设计要求：1、大气、简洁、明快，不能是卡通漫画，需要正规的设计图案；设计风格自己创作，我方没有提供的元素。2、有视觉冲击力，醒目易识别，突出历史和现代元素;3、能体现特色，一定要有中国的文化内涵，但如限制了设计师的创意，可重新设计。4、附上创意说明。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2021-04-05,2021.06.12,任务编号：927915,500.0,,,小甜工作室,,,,,个人,七品,36分,,,,,,,,,,,,,,,,,,,,,,,VI设计,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【包装设计】生石灰、熟石灰包装袋设计,,2124人,11人,¥600,圆满完成,,zfh56,设计生石灰、熟石灰用的四方外阀口袋的外观，产品的包装为编织袋或者为复合纸袋。全彩设计和半彩设计要求主色为PANTONE 2450 CP正面留空间写品名和厂址常规信息，背面为用途。尺寸：45*56cm品牌logo见附件,2021-04-05,2021.04.27,任务编号：927908,600.0,,,小甜工作室,,,,,个人,七品,36分,,,,,,,,,,,,,,,,,,,,,,,包装设计,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】装饰装修行业交流共享平台LOGO设计,,1746人,33人,¥500,圆满完成,,centurygood,LOGO设计：计与技。是装饰装修行业的设计与技术交流共享平台，设计师分享会、施工技术培训及认证。产品设计与技术研发。要提现设计感和技术技术高度。可以是中文，也可以是英文，要求要能清晰看出“计、技”这两个字的含义和内涵。,2021-04-05,2021.04.25,任务编号：927899,500.0,,,字里行间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】机械设备公司logo设计，见附件！,,1781人,30人,¥500,圆满完成,,龙卷风3,机械设备公司logo设计，名字及要求见附件！,2021-04-02,2021.05.08,任务编号：927739,500.0,,,创文艺设计,,,,,工作室,四品,47分,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
