标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,任务类型
【APP推广】玩具童装QQ群推广,https://task.epwk.com/391213/,1162人,1人,¥100,圆满完成,mf187****0502,条件：QQ群发送，每3个QQ群为一稿，一份稿件为1元，QQ群要求：QQ群人数需要在300人以上，在线人数必须超过100人。在线人数不够100人的可以多发一个群。发送对象：不限群类型交稿条件：发送结束后提交一整张完整的对话框截图，截图包含(QQ群名称、QQ群总人数、在线人数和任务广告)完成时限：11月16日16;00时截止。,2015-11-14,2015.11.14,任务编号：391213,100.0,1天,广西-南宁市-市辖区,火女熹桐推广,https://shop.epwk.com/qgdmjj14odke/,火女熹桐推广,出售服务,https://shop.epwk.com/qgdmjj14odke/chushou/,个人,七品,27分,,,火女熹桐推广,,,,,,,,,,,,,,,,,,APP推广
【活动策划】大学班级活动策划撰写,https://task.epwk.com/391097/,2313人,4人,¥100,圆满完成,mf151****0833,1、活动人数:37   活动时间:1天   活动形式不限   2、目的：加强班级同学的协作配合，加深同学间的友谊，增强班级凝聚力，3、希望可以给到一个合理的活动策划方案。4、具体的可qq沟通联系,2015-11-13,2015.11.15,任务编号：391097,100.0,"2天,2天,2天","广东省-广州市,山东省-潍坊市-寿光市,山东省-泰安市-泰山区",魔手品牌设计,https://shop.epwk.com/v0n1xrq2057y/,,,,,,,,,,,,,,,,,,,,,,,,,,,活动策划
【微信推广】微信助力投票,https://task.epwk.com/389887/,3476人,1人,¥5000,圆满完成,幸福就在拐角处,投票链接：http://sjzx.whjm.com/index.aspx?f rom=singlemessage&isappinstalled=01、帮孙跃溪助力！ 2、点击进入后点“点击投票”3、然后选择“东北赛区”，再选择“儿童组8—12岁”最后点击“声乐组”，投票给“孙跃溪”4、直到8号，每个微信号一天能投3次。再次谢谢大家啦！5、截止到8号，完成1万票希望找专业的团队来承接,2015-11-06,2015.11.07,任务编号：389887,5000.0,2天,吉林省-松原市-乾安县,鹏程电子商务服务,https://shop.epwk.com/89dvgy8l4dl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,微信推广
【网站优化方案】铁路生意网站信息推广,https://task.epwk.com/389807/,8656人,4人,¥5000,圆满完成,hlgd123,铁路生意网【cn.goforrail.com】站信息群发铁路生意网【cn.goforrail.com】站信息群发     铁路生意网汇集了中国及世界各地的铁路行业众多研发机构、生产制造企业、贸易公司、铁路轨道工程设计、建造、监理企业的产品和服务信息资讯。平台面向全球铁路专业采购商（线上）提供高效、可靠、便捷的信息交流与贸易服务，为中国铁路系统的企业与全球铁路采购商之间搭建了沟通和贸易的桥梁，创造了无限商机。铁路生意网是国内涉足铁路物资生产供应的中小企业通过互联网平台拓展国际铁路贸易市场的网站，未来将创建成为国际上具有专业和影响力的轨道交通行业电子商务平台。        铁路生意网是铁路行业系列产品和信息荟萃的网上世界，平台除面向全球推荐中国铁路专用商品、先进技术及信息，同时也吸纳众多国外的铁路研究机构、生产制造业、铁路工程服务商入驻，向国内同行业企业提供相应的产品贸易、技术转让、服务外包服务。铁路生意网旨在利用互联网将中国及世界各地铁路产品制造厂商、服务及研究机构紧密连接在一起，目标通过3-5年运营和发展，将来成为全球数千万用户信赖的行业标杆性电子商务平台。需要涉及包含 视频 论坛 和 微博,2015-11-06,2015.11.17,任务编号：389807,5000.0,"15天,15天,45天,3天","福建省-厦门市-思明区,广东省-深圳市-宝安区,浙江省-丽水市-缙云县,湖南省-长沙市-芙蓉区",马亚科技,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,网站优化方案
【产品推广】“修车问问”微信公众平台推广,https://task.epwk.com/389599/,4078人,9人,¥500,圆满完成,mf155****4666,修车问问——给车主提供免费的故障诊断，配件价格咨询等服务。关注修车问问公众号了解详情。推广方出具推广方案，及预计推广效果。本团队不要死粉，要的是真正的有需求的客户。,2015-11-05,2015.11.18,任务编号：389599,500.0,"5天,10天,5天,1天,1天,5天,3天,5天","河北省-石家庄市-赵　县,山西省-运城市-闻喜县,吉林省-长春市,河南省-南阳市-卧龙区,四川省-绵阳市,重庆市-市辖区-渝中区,北京市-北京市-海淀区,贵州省-黔东南苗族侗族自治州-凯里市",誉诚营销策划,https://shop.epwk.com/0z5o41ex7njq/,,,,,,,,,,,,,,,,,,,,,,,,,,,产品推广
【网店推广】淘宝小铺增加收藏数，粉丝数，出价200元,https://task.epwk.com/386809/,2534人,1人,¥200,圆满完成,mf136****3074,店铺名：梓鑫家的，掌柜：琅琅是妈宝，全店现有20个宝贝，需要每个宝贝的收藏数都有50个以上，店铺收藏也就是粉丝数50到一百多。,2015-10-23,2015.11.04,任务编号：386809,200.0,5天,湖北省-武汉市-市辖区,北京微众成行科技有限公司,https://shop.epwk.com/7lngq7y1edmr/,北京微众成行科技有限公司,出售服务,https://shop.epwk.com/7lngq7y1edmr/chushou/,企业,七品,38分,,,北京微众成行科技有限公司,,小程序开发,"￥1000
            /日",电商网站及app开发,"￥30000
            /件",ERP管理系统开发,"￥1000
            /日",专业软件测试服务,"￥500
            /日",,,,,,,,,网店推广
【关键词优化】网站内容填充和推广服务,https://task.epwk.com/382777/,1757人,1人,¥8300,圆满完成,集团事业部,排期推广项目服务条数 问答推广150条侧重：山东航宇汽车配件有限公司 问答推广150条侧重：公司名称与甲方确认 软文撰写100篇 论坛推广500条 企业新闻200篇（伪原创） 商家定位10个,2015-09-30,2015.11.03,任务编号：382777,8300.0,15天,新疆-伊犁哈萨克自治州-奎屯市,网站建设.商城建设.微信开发-青翼网络科技,https://shop.epwk.com/2j5xom6095xm/,,,,,,,,,,,,,,,,,,,,,,,,,,,关键词优化
【网站优化方案】影吧网站优化,https://task.epwk.com/381507/,2262人,3人,¥1000,圆满完成,唐金龙,优化一个影吧网址的达人推荐模块！,2015-09-23,2015.10.08,任务编号：381507,1000.0,"2天,5天","广东省-深圳市-龙岗区,河南省-郑州市-管城回族区",木想到科技,https://shop.epwk.com/0z5o41e4onjq/,,,,,,,,,,,,,,,,,,,,,,,,,,,网站优化方案
【产品推广】观看培训视频提交评价,https://task.epwk.com/372975/,2228人,6人,¥150,圆满完成,leo2018,观看海通证券证券经纪人上岗前flash培训视频完全评价 （由于账户不能多点登陆，而且不能快进播放  工作太忙没耐心1个个点。一共47个视频 完成了21个，还剩下26个）短的30分钟左右 长的150分钟左右    。有些当中需要点题目。中途退出算失败。失败不获取酬劳因为还是要从新来过。尝试的话至少完成1个视频  觉得太累 不想做了 就按照表的价格做多少给多少有兴趣有时间全部完成。全部视频总播放时间25多小时  需要在1周里完成，越快越好。如果你有外挂什么多开秒过那最好了。,2015-08-15,2015.08.18,任务编号：372975,150.0,"5天,2天,5天,7天,1天,7天","广东省-深圳市-南山区,山东省-菏泽市-曹　县,四川省-成都市-武侯区,安徽省-芜湖市-南陵县,湖北省-恩施土家族苗族自治州-利川市,浙江省-杭州市",汐月工作室,https://shop.epwk.com/89dvgyvwzdl2/,汐月工作室,出售服务,https://shop.epwk.com/89dvgyvwzdl2/chushou/,个人,九品,37分,,,汐月工作室,,,,,,,,,,,,,,,,,,产品推广
【微信推广】微信综合整体营销,https://task.epwk.com/370983/,3522人,9人,¥5000,圆满完成,欢欣网,"微信综合整体营销,具体的详情可以加qq详细沟通",2015-08-06,2015.08.07,任务编号：370983,5000.0,"7天,5天,30天,10天,3天,7天,7天,5天,5天","江苏省-常州市-新北区,福建省-福州市,广东省-东莞市-东莞市,广东省-深圳市-龙岗区,湖南省-长沙市-芙蓉区,河南省-洛阳市-洛龙区,河南省-郑州市-中原区,北京市-北京市-东城区,北京市-北京市",vionlr,https://shop.epwk.com/qgdmjj1q8dke/,,,,,,,,,,,,,,,,,,,,,,,,,,,微信推广
【产品推广】把我的商品网站推广一下,https://task.epwk.com/368306/,2922人,6人,¥100,圆满完成,o55b1039d043b0,在各大论坛发帖子，用各种方式让大家了解我的产品和网站。希望能有一个团队帮我推广。详情投标联系。,2015-07-23,2015.07.28,任务编号：368306,100.0,"30天,5天,1天,1天,10天,3天","广东省-深圳市-龙岗区,浙江省-宁波市-北仑区,福建省-福州市-鼓楼区,河北省-石家庄市-赵　县,天津市-市辖区-河西区,湖南省-长沙市-芙蓉区",华鼎网络科技,https://shop.epwk.com/2j5jj3o495pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,产品推广
【网站优化方案】新闻发稿,https://task.epwk.com/367384/,2138人,4人,¥5000,圆满完成,欢欣网,需要新闻发稿任务，其他详细沟通情况,2015-07-20,2015.07.21,任务编号：367384,5000.0,"3天,3天,5天","江苏省-常州市-新北区,湖南省-长沙市-芙蓉区,北京市",vionlr,https://shop.epwk.com/qgdmjj1q8dke/,,,,,,,,,,,,,,,,,,,,,,,,,,,网站优化方案
"【微信推广】国内微博,朋友转发群发",https://task.epwk.com/366374/,4221人,4人,¥20000,圆满完成,id88,"cn.goforrail.com/zt/jnd  国内微博,朋友转发群发要求数量20万以上",2015-07-15,2015.07.21,任务编号：366374,20000.0,"20天,15天,30天,30天","福建省-福州市-鼓楼区,福建省-厦门市-思明区,广东省-深圳市-龙岗区,云南省-昆明市-西山区",恒盾互联网络营销大师,https://shop.epwk.com/3gd2mglyvner/,恒盾互联网络营销大师,出售服务,https://shop.epwk.com/3gd2mglyvner/chushou/,工作室,三品,38分,,,恒盾互联网络营销大师,,优酷土豆视频推广服务,"￥2200
            /月",微信推广微信营销服务,"￥2200
            /月",社交论坛站群水贴发布,"￥3000
            /月",facebook网络推广服务,"￥3000
            /月",欧洲地区网络平台网络推广服务,"￥2600
            /月",北美地区网络平台网络推广服务,"￥2600
            /月",地区新闻站软文发布,"￥3800
            /月",集群权重结构外链发布,"￥5000
            /月",微信推广
【网站优化方案】国际平台信息群发,https://task.epwk.com/365260/,2604人,3人,¥10000,圆满完成,id88,"发布网址：http://www.goforrail.com/zt/jnd/ 发布关键词：Kinnota, Electronic Science and Technology, Silicone antenna, Rubber antenna,Wireless Communication Products ,International Rail Transit Online Special topic,J-NUODA  整句内容自己描述编写。需要发布到的网站看附件",2015-07-09,2015.07.21,任务编号：365260,10000.0,"30天,30天,15天","福建省-福州市-鼓楼区,广东省-深圳市-龙岗区,福建省-厦门市-思明区",恒盾互联网络营销大师,https://shop.epwk.com/3gd2mglyvner/,恒盾互联网络营销大师,出售服务,https://shop.epwk.com/3gd2mglyvner/chushou/,工作室,三品,38分,,,恒盾互联网络营销大师,,优酷土豆视频推广服务,"￥2200
            /月",微信推广微信营销服务,"￥2200
            /月",社交论坛站群水贴发布,"￥3000
            /月",facebook网络推广服务,"￥3000
            /月",欧洲地区网络平台网络推广服务,"￥2600
            /月",北美地区网络平台网络推广服务,"￥2600
            /月",地区新闻站软文发布,"￥3800
            /月",集群权重结构外链发布,"￥5000
            /月",网站优化方案
【产品推广】发新闻稿,https://task.epwk.com/364964/,2069人,3人,¥5000,圆满完成,欢欣网,新闻稿发布的任务，具体的可以和我qq详细沟通情况,2015-07-08,2015.07.08,任务编号：364964,5000.0,"3天,6天,5天","江苏省-常州市-新北区,湖南省-长沙市-芙蓉区,北京市",vionlr,https://shop.epwk.com/qgdmjj1q8dke/,,,,,,,,,,,,,,,,,,,,,,,,,,,产品推广
【微信推广】微信运营,https://task.epwk.com/362798/,3276人,3人,¥8000,圆满完成,欢欣网,需要找人做微信运营，具体加qq沟通详谈,2015-06-29,2015.06.30,任务编号：362798,8000.0,7天,江苏省-常州市-新北区,vionlr,https://shop.epwk.com/qgdmjj1q8dke/,,,,,,,,,,,,,,,,,,,,,,,,,,,微信推广
【网站优化方案】友情链接第二期,https://task.epwk.com/360588/,1665人,2人,¥1000,圆满完成,欢欣网,要求BR2-4高质量  具体联系我详谈,2015-06-17,2015.06.18,任务编号：360588,1000.0,"7天,1天","江苏省-常州市,上海市-市辖区-虹口区",vionlr,https://shop.epwk.com/qgdmjj1q8dke/,,,,,,,,,,,,,,,,,,,,,,,,,,,网站优化方案
【关键词优化】网站百度SEO优化,https://task.epwk.com/359683/,3573人,4人,¥699,圆满完成,欢欣网,"把网站优化到权重4 并且保持2个月不掉  之后可行 合作半年 ,网站地址 请留言 我自然会加QQ发详情消息",2015-06-13,2015.06.15,任务编号：359683,699.0,"15天,1天,10天,60天","江苏省-常州市,山东省-青岛市-黄岛区,北京市-北京市-东城区,北京市-北京市-丰台区",vionlr,https://shop.epwk.com/qgdmjj1q8dke/,,,,,,,,,,,,,,,,,,,,,,,,,,,关键词优化
【微信推广】社会化媒体传播复制每天内容的编辑和宣传,https://task.epwk.com/358821/,3029人,3人,¥3500,圆满完成,金利源,注明：先投标合适的我会直接联系，别给我打电话。社会化媒体传播微信、搜狐、今日头条进行内容优化转播内容在各个平台可以重复，但是每天必须更新内容一定要和行业息息相关，主要参考www.jlybc.comwww.jlywood.com,2015-06-10,2015.06.15,任务编号：358821,3500.0,"30天,1天","福建省-厦门市-同安区,河南省-新乡市",俊程堂网络工作室,https://shop.epwk.com/89dvgo2wgdl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,微信推广
