标题,标题链接,查看数,参与数,需求价格,需求方,交易价格,需求价格备选,发布时间,需求文本,任务编号,设计师1,设计师2
【公司起名】休闲旅游项目庄园取名,https://task.epwk.com/396601/,9858人,93人,¥500,mf136****6723,￥ 500,￥ 500,2015.12.13,要求：为农业休闲庄园项目取名 原创 、能注册、不雷同；名字能编写故事、能说明创意来源，选中者参与公司视觉设计。公司同时为后期生产芳香类化妆品品牌取名，详见产品取名。地理位置：云南省大理市银桥镇，北起白石溪、保和村、富美邑以南，南至庆安里村、白塔邑以北，西至214国道以东，东至环海西路以西，总面积规划总用地2200亩。发展模式：企业+合作社+农户发展思路：种-闻-踏-赏-品-制-忆项目简介：联合中国科学院植物研究所、大理州农业科学推广研究院等科研院校，开发以芳香植物种植为主的特色农业产业项目。项目充分依托大理州低纬高原气候特点，大理市良好的区位优势以及优美的生态环境景观、丰富的人文景观资源，以企业为主体、基地为核心、科技为支撑，将特色产业、文化产业、健康产业以及休闲产业进行融合，深度拓展芳香植物产业链，打造集生产、加工、销售、旅游为一体的复合型农业产业；    项目禀赋大理自然环境、历史文化、民族风情、旅游资源元素，以苍洱景区为背景，休闲农业为主题，打造“六个主题园、两个观光园、一个专类园、一个中心、一个基地”，即：六个主题园分别为：薰衣草主题园、玫瑰主题园、花卉观光主题园、水生植物主题园、生态草地主题园、民族风情主题园；两个观光园分别为：观光菜园、观光果园；一个专类园为：芳香植物专类园；一个中心为：旅游接待中心；一个基地为：科研展示基地；建成全国知名、云南最大的薰衣草芳香植物大花园，洱海流域区农业面源污染综合治理示范基地，大理最具特色的休闲农业体验园、内涵最为丰富的生态农业展示基地、最为明亮的农业旅游对外窗口、苍洱景区最为耀眼的休闲农业灿烂明珠，擦亮大理州高原特色休闲农业的一张靓丽名片。总体规划：按照“一业、一园、一村”的总体思路规划布局产业。“一业”：规划发展大理州芳香植物产业。以薰衣草为重点，逐步开发其他芳香植物品种，作为大理州特色产业进行培植。重点在大理州洱海流域区、低热气候区、温热气候区建设核心示范基地2万亩，并在大理市建设一个加工生产基地，以辐射带动在大理州发展各类芳香植物种植基地10万亩。“一园”：规划建设一个芳香植物休闲农业庄园。以大理市银桥镇沙栗木庄村为中心，建设一个集科研、展示、生产、旅游为一体的芳香植物庄园。种植园区面积1713亩，分别为：薰衣草主题园1039亩、芳香植物专类园278亩、玫瑰园64亩、七彩花带137亩、观光果园56亩、观光菜园20亩、音乐节、啤酒节、婚礼等大型活动草坪119亩。“一村”：规划建设一个白族文化旅游村。在沙栗木庄村整合闲置土地资源，将沙栗木庄村与芳香植物庄园融为一体，建设一个白族文化旅游村。重点保护建设沙栗木庄村历史、文化、古迹，开发白族文化、饮食、民居、艺术、商贸等；引进国内知名艺术家和名人，共同打造集休闲、养身、吃、玩、乐、购为一体的白族文化旅游村。现场照片，规划照片如附件,任务编号：396601,品牌天下，名者为先,潇潇不平事
【产品卖点】文案写作,https://task.epwk.com/395207/,2472人,15人,¥100,mf139****5216,￥ 100,￥ 100,2015.12.04,"任务需求软文主要围绕“服务产品【关键词】”来写，要以消费者(可以是公司、酒店、工厂、超市，学校、家庭任意)需求来讲述通过使用该产品的效果，不能太过于做作.要有针对性。考虑到很多威客对我们公司不熟悉，了解产品请登录：www.shachong8.com ，详细了解大家可以和我直接联系，我的QQ是84949217要求：写文章之前，先进登录网站了解一下，对大家写文章有点帮助，目前站内的文章质量不是太理想，托付各位精英威客得到进一步提升！东方汉诺：http://www.shachong8.com1.文章内容先了解一下再写。文章内容威客随意发挥，但是一定围绕关键词来写。2.有可读性，一定要原创。（搜索引擎查不到的文章）3.文章长度要600个字符以上（任务附件内有写文章的关键词，可以下载查看，每个词编辑1篇文章）。4.软文将用于发布在各种行业论坛及博客，标题和内容绝对不能有广告味，要能引起点击和共鸣，能吸引网友参与讨论或点击浏览5.文章要有吸引力，有趣味性，要站在用户的角度来描写，帖子内容与标题给人感觉以个人感受、经验分享或消费经历为表现形式,以宣传推广我司业务。6.要求原创(不能在网上搜了抄袭)，文笔或专业，或幽默，或结合时事，具备新闻性皆可。不要做的太像推广。",任务编号：395207,波斯猫文创,mf157****1240
【品牌起名】绿茶品牌起名征集,https://task.epwk.com/395133/,7751人,192人,¥500,o55bd****122ba,￥ 500,￥ 500,2015.12.04,日照绿茶想做淘宝，要求起名比较小资化，如树时光，三亩良田等茶叶品牌。具体链接如下：崂山绿茶三亩良田：https://sanmuliangtian.tmall.com/index.htm?spm=a1z10.3-b.w5002-7861041216.2.epYKjp树时光日照绿茶：https://teay.taobao.com/?spm=2013.1.1000126.d21.sdVdZD,任务编号：395133,人本美名,冰蕾的小店
【广告策划】策划川菜馆的slogan(宣传语）,https://task.epwk.com/394841/,1620人,93人,¥200,Kevin83,￥ 200,￥ 200,2015.12.02,策划川菜馆的slogan(宣传语）1、店名：首秀2、地点：广州番禺，永旺梦乐城3、跳出传统思维，如果纯中文无法突破，也可以适当考虑可中西结合4、川菜的主打产品是鱼头5、slogan文案简洁，不要冗长，最后需要配合logo一起用在门头6、消费水平：大众化，商场店7，此任务比较着急，请大家尽快投稿，可能会提前选稿，谢谢！,任务编号：394841,copywriter,Evilmask
【公司起名】农副产品电商公司命名,https://task.epwk.com/393337/,6721人,124人,¥500,查无此人1,￥ 500,￥ 500,2015.11.25,农副产品电商公司命名公司概况： 1、公司销售的农副产品采取直销模式。 2、创新电商主题，农副产品主要以水果为主。 3、真正优质的绿色农副产品，特出绿色主题。 我们希望： 1、凸显品牌个性，在竞争激烈的环境中脱颖而出。 2、塑造品质感，提升形象，能够实现电商连锁目标。 3、让顾客能够联想到绿色体验或情感体验。 要求： 1、意义与行业特征及商品定位相契合 2、命名有趣且富含个性化，耐人玩味 3、中英文名称的意义要相互配合协调 4、中英文名称的意义引人美好的联想 5、中英文发音对称，且音调清晰 6、中英文名称要便于美术化视觉处理 7、中文不超过4字，英文不超12字母 8、要回避市场上相雷同的中英文命名 9、查询确保命名与商标注册可行 知识产权声明： 1.所设计的作品应为原创，未在国家商标局注册过，为第一次发布，未侵犯他人著作权；如有侵犯他人著作权，由设计者承担所有法律责任。 2.如中标，设计方必须提供以上要求设计作品完整的方案。 3.中标的设计作品，我方支付设计制作费后，即拥有该作品知识产权，包括著作权、使用权和发布权等，有权对设计作品进行修改、组合和应用。 4.设计作品一经采用，所有权、修改权和使用权均归我方所有，设计者不得在其他任何地方使用该设计作品，包括并不限于著作权、使用权、发布权以及对设计作品进行修改、组合、应用等权利。设计作品一经采用，所有权、修改权和使用权均由本公司所有，设计者不得再在其他任何地方使用该作品，否则构成侵权，本公司保留依法追究设计方法律责任的权利。 5.征集结果公布后，未采用的作品即可自行处理。 6.参加此设计任务者被视为同意以上所有声明。 联系人 甘先生  微信号：BL12PU  邮箱：94470693@qq.com,任务编号：393337,LazyBone,创维品牌策划机构
【品牌故事】征集海参微信软文广告,https://task.epwk.com/392824/,6707人,20人,¥100,juyishipin,￥ 100,￥ 100,2015.11.22,主要用于微信朋友圈推送 转发软文 具体要求不要太直接过度体现销售 尽量多以海参的好处来体现 自己原创150字以上软文有一定的说服力,任务编号：392824,新疆合赢智创信息科技服务有限公司,o55bce6dd72438
【品牌故事】论坛注册发帖，征集50字以上的原创帖,https://task.epwk.com/392928/,4294人,12人,¥100,mf139****9137,￥ 100,￥ 100,2015.11.23,在我的论坛注册+发2帖简单要求：注册一个用户，发表一篇和我论坛内容相关的帖子，不可重复操作，不可照搬标题，更更改后的标题要通顺。详细说明：帖子根据标题、内容，发帖人自主选择板块进行发帖审核格式：用户id+帖子链接就这么简单，我的论坛地址：http://www.xyrshw.com/portal.php欢迎大家参与任务！定期下任务，很简单的，Q 929691169  长期的可联系,任务编号：392928,轻尘仁佳,yeqianyou
【宣传策划】公司简介的文案征集,https://task.epwk.com/391571/,4183人,18人,¥100,bt_rh008,￥ 100,￥ 100,2015.11.16,本公司是做一手房代理买卖二手房、房屋租赁业务的公司，现需要做公司的企业文化。以“效率、品质、诚信、未来”八个字为主题并拓展撰写公司企业文化（公司简介） 字数不要求 自由发挥,任务编号：391571,新疆合赢智创信息科技服务有限公司,lijie28
【店铺/网店起名】休闲影吧起名征集,https://task.epwk.com/391671/,6085人,143人,¥250,mf180****9680,￥ 250,￥ 250,2015.11.16,我们已经开了一间影吧，位置在贵州省贵阳市市区，但一直没有满意的名称影吧是目前年轻人比较喜欢的一种休闲娱乐模式。影音效果好、私密性强，尤其适合情侣。要求名称简单、易记、上口、新潮、很容易与电影产生联想、有现代都市品味,任务编号：391671,菩提树下工作室,天杨品牌策划
【品牌起名】鲜奶吧产品命名,https://task.epwk.com/391348/,5224人,68人,¥150,萌总,￥ 150,￥ 150,2015.11.15,本人筹划经营一家鲜奶吧，现征集产品名称方案。要求：名称高雅有内涵，容易被记住。相关产品如下：固体酸奶固体酸奶+果酱液体酸奶液体酸奶+卡乐比麦片褐色酸奶盆栽包装的双皮奶谢谢大家！,任务编号：391348,女先生,宝宝策划
【公司起名】福建三明创意设计公司起名,https://task.epwk.com/391287/,4712人,44人,¥100,o5646e8dcd497c,￥ 100,￥ 100,2015.11.14,公司地址：福建省三明市   业务范围：全息激光投影  创意设计类。建筑和工业设计，室内设计，景观园林，设计手绘，广告平面，ui、vi，视屏拍摄，拍照等。希望大家积极参与案例：三普建设，新宏普创意园科技名字要可以在工商局注册的,任务编号：391287,活在幻想里的金鱼,思溢文化工作室
【文学创作】年终晚会节目剧本编写,https://task.epwk.com/389472/,4425人,6人,¥360,mf186****3680,￥ 360,￥ 360,2015.11.05,1.公司年终晚会一个八分钟左右节目，2.情景剧音乐剧形式，尽量避免说话，可以简单歌舞，3.有点创意，剧本通俗易懂，健康积极向上，4.有多个打酱油角色和固定几个主角，跑龙套的人物尽量少排练5.男女不限，6.排练难度不要太大,任务编号：389472,来自凪岚,旺笔文峰
【品牌起名】针对儿童成长记录的社交应用取名,https://task.epwk.com/389234/,6256人,127人,¥200,o5638****98a1c,￥ 200,￥ 200,2015.11.03,一、事项：APP取名二、要求说明：三、目标用户：1、针对20-40岁的家长四、名字要求：----让用户能够感受到1、童趣而不幼稚2、记录类的社交应用三、产品定位：儿童成长记录的社交应用五、字数要求：优先2字，中文优先；需解析。此任务比较着急，请尽快交稿，谢谢！,任务编号：389234,搞名堂123,菩提树下工作室
【产品卖点】3000元征集产品创意及故事,https://task.epwk.com/386903/,7756人,27人,"¥3,000",金大师乌铜走银,￥ 3000,￥ 3000,2015.10.23,金大师·乌铜走银3000元征集产品创意及故事 金大师·乌铜走银何为乌铜走银？乌铜走银是云南一种独特的铜制纯手工工艺，始创于清雍正年间的云南石屏县，距今已近300年历史，它以乌铜为胎，在胎上雕刻各种花纹图案，然后将纯银（或金）熔化后走入花纹图案的刻痕中，利用高温使银（或金）与乌铜融为一体，再经过冷却、打磨、抛光、捂黑等技术处理后，底铜自然变为乌黑，透出银（或金）纹图案，呈现出黑白（或黑黄）分明的技艺效果，其色彩古色古香、典雅别致。因一般多以走银为主，故称“乌铜走银”。金大师·乌铜走银核心价值？1、  是云南独创中国独有的国家级非物质文化遗产2、  是中国金属顶级手工艺3、 乌铜为秘方合金铜，真金白银等多种贵重金属通过秘方炼制而成，市面上买不到；不是一般的铜！4、 走金/银是高温融化后的金/银与乌铜胎体完全融为一体，比镀金银工艺和镶嵌工艺更好，是现代机械无法替代的。5、 秘方合金铜，复杂的走金/银技艺，以及纯手工的属性，造就了乌铜走银比钻石黄金更稀有的价值。6、 作品效果独特典雅，黑白分明，每一件都独一无二7、 具有较高的收藏价值、玩赏价值，以及独特的时尚价值8、 乌铜走银藏品是现代收藏界一种新的手工艺文化价值高地9、 乌铜走银饰品是时尚界追求独特感人士的另一种时尚（不仅独特+还透着文化气质）10、馆长金永才大师为乌铜走银制作技艺第六代唯一传人 主要任务：3000元征集金大师·乌铜走银高端时尚首饰（戒指、吊牌、吊坠）产品创意（如若不会设计草图的直接用文字表达创意也是可以的）及产品故事（五百字左右）。不懂设计不要紧，只要有好的想法，写下来发给我们就有可能获得奖励。此次稿件选取不限量，只看创意本身、故事性和可执行性。金大师·乌铜走银高端时尚首饰创作理念是让每一件作品都有一个动人的故事。顶级的工艺之外，有故事才更具价值！创作一个能打动你的故事也许就也能打动我们，打动更多人。金大师·乌铜走银征集需要的东西：产品创意（创意说明；设计草稿 ，不会画图只要创意说明就行，不限质量，动手就行）+产品故事（不限题材，只要动人）金大师·乌铜走银的服务理念是超越你所期待的，人人平等一视同仁，所以不用担心我们会暗箱操作，你的好想法只要一经选用就可获得奖励。奖项设置：一等奖1名：1000元奖励二等奖1名：700元奖励三等奖1名：600元奖励四等奖1名：400元奖励五等奖1名：300元奖励作品要求：原创+产品创意+产品故事征集时间：2015年10月23日-2015年11月7日作品使用权：被选用的创意，金大师·乌铜走银有其最终使用权和再次创作权。需提交内容：产品名称；产品创意（创意说明+创意设计稿，不懂设计的可以简单勾画就行）；产品故事；个人联系方式。特别声明：如果产品创意和故事出现严重抄袭的，金大师·乌铜走银有权追究责任。选取创意和使用的最终解释权归云南乌铜走银文化产业公司所有！联系人：于再勇（电话：0871-67122569）资料查阅：www.ynwtzy.com；（云南乌铜走银文化产业有限公司）；关注微信 似铜非铜 似金非金 似银非银金大师·乌铜走银金大师·乌铜走银征集信息详见附件（有相关作品赏析）,任务编号：386903,新疆合赢智创信息科技服务有限公司,o55bce6dd72438
