标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【公司起名】培训教育“网站”起名,https://task.epwk.com/424336/,6211人,78人,¥500,圆满完成,单人悬赏,薛憨子,征集内容：潢川学嘉文化传媒有限公司下属学嘉教育培训学校两个校区和湖北襄阳教育科技有限公司。主要业务、教育培训和命制试卷。旨在为“学嘉教育”寻找独一无二的公司网站名称。请参考一下“知了”网站的名称，  “ 知是智慧，了是觉悟”。来知了，真值了！作品要求：1、        网站名称须为原创，符合国家法律、法规，不得与其他相关雷同或相似，且未被注册。2、        网站名称如“知了”一样简洁明了且有寓意，属于识别记忆和推广传播。3、   网站名称须与学嘉传媒经营的教育培训方向相吻合。4、        作品须附设计说明（不少于50字）详述网站起名的构思。知了网（www.zhiliao360.com）是一个基于网络控制下的学生自主学习平台，旨在提高学生学习成绩，提升学生自主学习能力，培养学生自主学习习惯。知了网秉承寓教于乐、轻娱乐学习的宗旨，广泛运用视频、动漫与知识点结合，课程呈现方式新颖特别；互动游戏的设置和社区型学习的全新呈现，交互性强；闯关模式和PK竞技游戏的突破性设计，学习模式丰富多彩，能够快速地激发学生学习的兴趣，形成持续性学习的好习惯。知了网采用线上线下结合的方法，网站配合《学生自主学习手册》，深化学习内容。通过微信的隐形监控，可以让家长随时掌握孩子的学习状态和学习进度，并通过整体把控，保证学生学习方向的正确性和有效性。,2016.05.28,2016.06.16,任务编号：424336,,,,高易策划,https://shop.epwk.com/zqdpl4gpkn1v/,高易策划,出售服务,https://shop.epwk.com/zqdpl4gpkn1v/chushou/,工作室,七品,40分,,,高易策划,,公司起名设计服务,价格面议,宝宝起名服务,价格面议,店铺命名服务,价格面议,品牌起名,价格面议,LOGO原创设计,价格面议,网店美化设计,"￥1
            /次",广告语创作,"￥1
            /次",软文写作,价格面议,,
【公司起名】山楂系列食品取名,https://task.epwk.com/424311/,4840人,66人,¥100,圆满完成,单人悬赏,新华公司,"理想的商标应具备五种特性：识别性、传达性、审美性、适应性、时代性。A识别性：是商标最基本的功能，商标的特殊性质和作用决定了商标必须具备独特的个性，不允许雷同混淆。B传达性：个性特色越鲜明，视觉表现感染力就越强，刺激的程度就越深。现代商标不仅仅是起到了商品的区别标记作用，还要通过商标表达一定的含义，传达明确的信息，包括企业的经营理念，产品性能用途等，从这个意义上讲，商标应如同信号一样确切，易于辨识了解。C审美性：商标应该简洁、易读、易记，应具有简练清晰的视觉效果和感染力。D适应性：商标的表现形式还必须适应不同材质、不同技术、不同条件的挑战，无论黑白彩色，放大缩小如何变化，都要尊崇系统化和标准化的规定。E时代性：商标必须适应时代的发展，在适当的时候进行合理的调整以避免被时代所淘汰。                                                                                                            :好听  好记 山楂系列  三个字或着四个字1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;            2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.05.28,2017.12.15,任务编号：424311,,,,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】医药软件科技公司起名,https://task.epwk.com/424234/,3399人,68人,¥100,圆满完成,单人悬赏,songbiz,公司名称：???信息技术有限公司公司主要业务：从事医药互联网产业资源整合，具体包括       医药电商咨询顾问服务       医药电商代运营       医药电商线上管理系统       医药线下管理系统名字要求：2-3个字，最好有解释以及域名建议。可以包含“松”或”盛”字，也可以不含。,2016.05.27,2016.07.05,任务编号：424234,,,,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】小儿推拿馆取名,https://task.epwk.com/424137/,4121人,66人,¥100,圆满完成,单人悬赏,mf150****8005,为针对0-12岁小孩推拿保健馆取名，要求简洁大方易记且较严谨，未注册商标,2016.05.27,2016.06.24,任务编号：424137,,,,脚本开发，数据采集,https://shop.epwk.com/3gd2mvyjvner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】品牌广告语,https://task.epwk.com/423992/,6533人,110人,¥100,圆满完成,单人悬赏,Applechan,PADDY WOOD 是一个原创设计师的休闲鞋品牌，以帆布和板鞋为主；目前想表达这是一个叛逆不羁的文艺青年品牌需要一句广告语，举例：英特尔——给电脑一颗奔腾的心UPS快递——珍惜所托，一如亲递M&M巧克力——只溶在口，不溶在手,2016.05.26,2016.06.17,任务编号：423992,,,,创意大脑工作室,https://shop.epwk.com/3gd2mmmypner/,创意大脑工作室,出售服务,https://shop.epwk.com/3gd2mmmypner/chushou/,工作室,九品,37分,,,创意大脑工作室,,,,,,,,,,,,,,,,,,,
【公司起名】为特种装备制造公司起名（商号名称）,https://task.epwk.com/423870/,2899人,46人,¥100,圆满完成,单人悬赏,张鑫xhc,1、公司隶属于新宏昌重工集团（新宏昌重工集团是集装卸运一体化的卡车制造商与服务提供商）。2、公司地理位置位于江苏省扬州市。3、公司生产的产品为特种装备，打造装卸运与一体的模块化设备组合，包含：1）起重设备及其零配件（包含随车起重机、铁路起重机和检测维修机具、煤矿起重机、船用起重机、集装箱侧面起重机、建筑起重机、工厂轨道起重机、消防起重机、军用起重机、石油装备起重机、林业起重机、综合服务车等产品板块）2）装、卸、运设备及其里配件。（并适时拓展原木抓具、铁屑抓具、螺旋钻杆、液压剪、电磁吸盘等抓辅具在起重机上的应用等）4、产品主要面向的客户：1）军队军用品、铁路、消防、船舶港口等；2）建筑施工以及园林施工等单位。5、名称文字的数量以2个字为宜，最多不超过4个字。,2016.05.26,2016.06.23,任务编号：423870,,,,xdfswyyg,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】小家电店铺起名,https://task.epwk.com/423800/,3605人,85人,¥150,圆满完成,单人悬赏,面向未来58,给卖小家电的店铺起个让人地看就能记住的好名字 一，本店经营各系列小家电：1，厨房系列2，居室环境系列产品3，居室清洁系列4，取暖器类5，小视听系列产品等二，取店名要求：1，通俗易懂，让人看一眼就容易记得住。  2，要带有一定的寓意内涵，比如说带有生意兴隆，财源昌盛的意思。三，店名起好后，请附上说明，说明主要目的是对起这店名象征性的意义是什么？,2016.05.25,2016.06.12,任务编号：423800,,,,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】城市品牌广告语,https://task.epwk.com/423611/,4718人,69人,¥100,圆满完成,单人悬赏,羊兔子呢,虎林市位于黑龙江省东部的完达山南麓，以乌苏里江为界与俄罗斯联邦隔水相望，虎林的六大核心资源有：1、珍宝岛湿地，跨越中俄的最美湿地2、乌苏里江，乌苏里江起点3、珍宝岛，珍宝岛自卫反击战遗址4、虎头要塞，第二次世界大战的终结地5、虎林口岸，唯一陆路口岸，通往俄罗斯6、美食特产，纯天然绿色食品虎林元素吸引力排行前五：乌苏里江风光野生动物边境风光江产美食二战遗址请大家根据以上信息，为虎林想一下量身定制的口号，可以是以红色文化为主，也可以是以资源为主，以感受为主，类型不限，字数不限,2016.05.25,2016.07.01,任务编号：423611,,,,zhihuigu,https://shop.epwk.com/78dljxlrl5lx/,zhihuigu,出售服务,https://shop.epwk.com/78dljxlrl5lx/chushou/,企业,七品,37分,,,zhihuigu,,,,,,,,,,,,,,,,,,,
【品牌起名】摄像机电池品牌,https://task.epwk.com/423519/,2981人,69人,¥300,圆满完成,单人悬赏,fskj,"1、2--3个字。英文译音也可以。2、符合广电、影视行业特点。3、体现电池的容量大，使用时间长。3、含有“赛”“凡”的优先。4、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任。5、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2016.05.24,2016.12.28,任务编号：423519,,,,厦门半蓝品牌设计 —— 洞见 · 智变,https://shop.epwk.com/7g5ykkqq9n0q/,厦门半蓝品牌设计 —— 洞见 · 智变,出售服务,https://shop.epwk.com/7g5ykkqq9n0q/chushou/,企业,四品,43分,,,厦门半蓝品牌设计 —— 洞见 · 智变,,LOGO/VIS设计,价格面议,广告画册设计,价格面议,创意海报设计,价格面议,产品包装设计,价格面议,,,,,,,,,,
【品牌起名】商标名称征集,https://task.epwk.com/423330/,2877人,85人,¥300,圆满完成,单人悬赏,图臣,主做: 茶叶，茶点，茶具。求一品牌名称备注:必须可以注册。2-4个字,2016.05.24,2016.06.20,任务编号：423330,,,,五艺之星,https://shop.epwk.com/78dljwoxp5lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】超市起名,https://task.epwk.com/423451/,5020人,139人,¥160,圆满完成,单人悬赏,mf135****5589,要求：寓意好，朗朗上口，过目不忘，工商注册能通过的！,2016.05.24,2016.06.13,任务编号：423451,,,,沙三郎品牌策划机构的店铺,https://shop.epwk.com/89dvg9mowdl2/,沙三郎品牌策划机构的店铺,出售服务,https://shop.epwk.com/89dvg9mowdl2/chushou/,个人,七品,37分,,,沙三郎品牌策划机构的店铺,,,,,,,,,,,,,,,,,,,
【公司起名】科技公司取名,https://task.epwk.com/423433/,3062人,79人,¥100,圆满完成,雇佣,Mr159****3249,"主营软件开发与销售要求凸显公司产品专业，服务到位。比较容易记住听起来像是做科技或软件的公司名字：2字名字必须要注册使用了知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.05.24,2016.08.26,任务编号：423433,,,,mf15211029507,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】某家居品牌征集广告语,https://task.epwk.com/423342/,3899人,71人,¥300,圆满完成,单人悬赏,Andg188,"我们有个品牌叫南纳 想要个品牌广告语  （黑胡桃木的 跟多少家家居差不多的）“多少”是个同行业的家具品牌 ，具体看需求文档，知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品",2016.05.24,2018.02.17,任务编号：423342,,,,乐活创享,https://shop.epwk.com/omdwkxo1qdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】男宝宝起名,https://task.epwk.com/423241/,6130人,117人,¥200,圆满完成,单人悬赏,十年唯美,男宝宝2016年4月27日05:10-05:20分之间出生，父亲姓武，母姓王。1、起不俗气，大气，有内涵，有诗意、有深度，有厚度的名字2、能有渊源，比如诗经里的之类的也不错3、会看生辰八字，和生辰八字对上那就更好。4、名字全长3个字，注：任务最少要起两个名字，1：名字更具个人学识自由发挥。2：第二个字是 研  所以要武研什么....更具亲们的学识自由发挥最后一个字。要有寓意、诗意、内涵、避免不雅同音词谢绝电脑软件起名，谢绝免费起名系统起名。 交稿时附带详尽的名称寓意及出处，命理分析，解释名字并说明，提交详细的起名方案不喜欢人海战术，给的名字多于6个的直接掠过。贵精不贵多。感谢用心的朋友，你们的作品也会入围。也有些朋友作品不是很好，就不考虑了。请懂行的朋友再给考虑下名字，暂时还没有合适的。批命、八字这些是要考虑的。谢谢了。,2016.05.23,2016.06.09,任务编号：423241,,,,五艺之星,https://shop.epwk.com/78dljwoxp5lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
