标题,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,参与交稿,设计师,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【品牌起名】猕猴桃品牌名称征集,4861人,183人,¥500,圆满完成,Mr135****7671,具体要求：猕猴桃除含有丰富的蛋白质、糖、脂肪和钙、磷、铁等矿物质外，最引人注意的是它的维生素C含量，据分析，每百克果肉含维生素C100~420毫克，在水果中居于前列。此外还含有多种氨基酸。研究表明，猕猴桃鲜果及果汁制品，可防止致癌物亚硝胺在人体内的形成，还可降低血中的胆固醇及甘油三脂的水平，对高血压、心血管疾病、麻风病也有明显疗效。 征集要求： 1）定位：野生、绿色、味美的弥猴桃（产自贵州修文县弥猴桃），一定要突出野生，味美，具有高度概括力与强烈的吸引力。2）内涵：猕猴桃做为高端的奢侈水果，具有其独特性，主要针对都市白领、富有阶层及生活价值主张人群，他们对美好生活品质的追求。3）字义：通俗易懂，寓意深刻。亲和力强，响亮，清晰，文字组合有韵味，有气度，与企业发展经营战略目标相适应。4）品牌名称不超过4个汉字，应征作品须附上简要的创意理念说明。品牌名称要易读，易记，朗朗上口，不惧歧异，具有传播性。品牌名称应是“原创”能注册！行业品牌名“7不够”（吃不够）.........,2017.02.24,2017.03.13,任务编号：478205,￥ 500,,mf13534208827,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】人工智能相关的公司名征集,5936人,131人,¥500,圆满完成,woshikeren,优先考虑能注册的公司，很多名字是很好听但是注册不了，包括商标的难度也要考虑。我们做的是偏金融算法交易的人工智能公司，偏向于机器的自主深度学习，包括交易策略等等，需要一个让人觉得很有想法的公司名。（比如一些古人的名字或者数学名称的名字，或者是和人工智能相符合的公司名）举例：比如上海图灵人工智能科技有限公司 ，比如阿尔法人工智能科技有限公司,2017.02.23,2017.07.13,任务编号：478183,￥ 500,,fire69,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】网络公司起名征集,3413人,77人,¥100,圆满完成,o5899ff3f1c5c4,三个字或者四个字 主要从事网站建设、网络营销、软件开发、app开发及移动互联网方面的名字要有一定的内涵和寓意，名字为原创，且可在江苏南京工商局通过注册。比较急明天需要网签有能力的尽管上,2017.02.24,2017.03.02,任务编号：478191,￥ 100,,河南武林网络科技有限公司,企业,一品,102分,,,logo设计,"￥100
            /起",网站开发,"￥1
            /年",交互设计,"￥1
            /年",ICP及EDI办理,"￥3000
            /件",微信小程序开发,"￥1
            /年",软件著作权变更,"￥400
            /件",,,,,,
【店铺/网店起名】麻辣拌名字征集,7135人,136人,¥200,圆满完成,o58ae****260ed,麻辣拌名字征集目标年轻人，主要是网店销售主要经营 麻辣拌 麻辣香锅 麻辣拌面 麻辣米线需求：食品取名要求 ：易记 易懂 易读 能商标注册 （取名需要同经营类别有关联的 代名词）,2017.02.23,2017.05.15,任务编号：478111,￥ 200,,创意斋,个人,九品,37分,,,,,,,,,,,,,,,,,,,,
【品牌起名】家居类目商标取名,3180人,95人,¥100,圆满完成,hechao129400,家居类目的小电器，雨衣，雨鞋等，现需要商标名称，中英文。要求简约，休闲，生活风一些。,2017.02.23,2017.03.27,任务编号：478074,￥ 100,,鸿运工作室,工作室,九品,40分,,,苹果应用试玩,"￥3
            /次",承接淘宝运营推广,"￥5
            /次",,,,,,,,,,,,,,
【店铺/网店起名】速食食品店铺取名,4482人,171人,¥100,圆满完成,k9661****77,速食食品店，鸭脖店取名 ，经营周黑鸭这种卤味食品，自己加工卤制，无添加剂，真材实料，名字可以采用某某鸭或者鸭某某，也可以两个字的，也可以四个以上的，可以不用加鸭字，也可以叫某某黑鸭，总之发散你们的思维，起的越多越好，可以要网红点的感觉，不俗气，有创意的，名字要用来注册商标的,2017.02.23,2017.03.21,任务编号：477929,￥ 100,,五艺之星,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】孵化基地运营公司中英文取名,4722人,110人,"¥1,000",圆满完成,epjuan,项目简介：中兴˙一品海峡两岸新兴产业转移承接基地是由中兴通讯牵头，一品威客运营的、旨在打造福建省最大单体的海峡两岸成长型企业转移承接孵化基地。孵化基地着力孵化厦门重点支持的优势产业、特色产业项目，并引入台湾正大会计师事务所、福建省台湾青年创业服务中心等合作机构，充分发挥中兴通讯、一品威客及各合作方在品牌资源、创投基金、招商渠道、一站式创业孵化服务等方面的优势，培育壮大主导产业，打造优势产业集群。 孵化基地将引进台湾优秀的成长型企业；同时创新性的采用孵化器两级运营模式，引进知名台湾孵化器形成“1+5”（1个总体产业转移承接基地+5家二级台湾创业加速器）运营格局，打造全国对台特色创新创业高地。导入双创公共服务平台，共同打造支持创新创业的全新平台和载体，促进产业集聚。 项目将成立公司运营孵化基地。现面向威客朋友征集运营公司的中英文名称。 取名要求： 1、公司名称高端大气、简洁易记、朗朗上口；2、要求中英文最好都有寓意，而且中英文相对应，请附上名称的创意说明；3、名称四个字为佳，如有更好创意，字数可放宽限制；4、名称要能够注册商标。商标查询：http://sbcx.saic.gov.cn:9080/tmois/wsjscx_getJscx.xhtml 国内外知名众创空间名称参考：优客工场（UrWork）、SOHO 3Q、WeWork、创新工场、联想之星、InnoSpace（创智空间）……参与的威客朋友，可自行搜索，先对众创空间、孵化器等进行了解。 知识产权说明：1、所提交的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由提交者承担所有法律责任；2、中标作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权，使用权和发布权等，有权对设计作品进行修改、组合和应用；中标者不得再向其他任何地方使用该作品。,2017.02.23,2017.05.08,任务编号：477918,￥ 1000,,新智传媒,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】视力光学店铺取名,2881人,120人,¥188,圆满完成,k6877****14,视力光学店铺取名，要求能注册，视力光学，包括眼睛视力方面的，可以解决相应的视力问题，,2017.02.23,2018.02.15,任务编号：477883,￥ 188,,xdfswyyg,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】零食类品牌取名,7274人,218人,¥500,圆满完成,成都前沿单车,本公司经营 花生 黑桃 瓜子 胡豆 开心果 等等 休息零食需求：食品取名 要求 ：易记 易懂 易读 能商标注册 （取名需要同经营类别有关联的 代名词）,2017.02.22,2017.03.20,任务编号：477765,￥ 500,,疯狂的小象.起名+logo+商标注册,个人,九品,37分,,,,,,,,,,,,,,,,,,,,
【公司起名】房地产微信公众号取名,10545人,153人,¥600,圆满完成,o58ad****97200,"一个房地产销售的微信公众号取名，房地产销售公众号，以辽宁沈阳的工程抵账房销售为主，及发布推广一些品牌开发商的特价房四个字以内的，不要出现“抵账房”，要能体现感觉房子比较便宜，房优价廉        比较喜欢如低低买房，惠购房，房多多等类似的名字，或者这样的取名风格！            要求：                                            1、名称响亮，易记，文雅，有创意但不失稳重                            2、最好有中、英文两种名称，并可注册商标                                        3、附上创意说明。                                        知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2017.02.22,2017.03.17,任务编号：477736,￥ 600,,艾豆笔尖,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】宁夏枸杞商标起名,4632人,113人,¥300,圆满完成,小小饿了呀,"具体要求：兼具宁夏枸杞与健康元素，有创意！要求：1、简单易记，易传播，寓意好，有创意；  2、不要模仿、雷同，商标能注册成功，3、要中文名，2-4个字均可；4、附创意说明，品牌名称的寓意。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2017.02.22,2017.03.17,任务编号：477707,￥ 300,,创意513工作室,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】豆制品的商标起名,5077人,155人,¥200,圆满完成,k9667****86,我公司现在征询一个新的品牌名称，我公司是专业做豆制品和豆制品素食类的产品希望大家能够给与帮助。谢谢！,2017.02.22,2017.07.02,任务编号：477594,￥ 200,,子书,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】为销售人员取名,3376人,124人,¥100,圆满完成,mf136****9139,公司的名称叫御，想为销售人员起一个类似御马的名字，竞赛活动名称做激励，比如叫御马？想和马字联系起来。,2017.02.22,2017.04.23,任务编号：476411,￥ 100,,金名创鑫,工作室,七品,37分,,,,,,,,,,,,,,,,,,,,
【公司起名】综合服务平台取名,4015人,92人,¥200,圆满完成,mf139****7530,取名要求：1、本平台为厦门市科技服务业的综合服务平台，所取名须体现出聚集科技服务全要素、资源整合共享、创新创业服务的意涵；2、取名需结合厦门当地情况，名称简洁明快、沉稳大气，让人印象深刻；3、所取名称为简称，3~4字最佳，亦或是组合，如“创业天府·菁蓉汇”类似；4、需附取名说明；5、取名费用包含税金、快递费等相关费用。6、因平台取名较为抽象，建议可参考成都“创业天府·菁蓉汇”的理念。,2017.02.21,2017.09.08,任务编号：477234,￥ 200,,朝韦策划设计网媒建构,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】教育公司起名,6019人,163人,¥200,圆满完成,mf180****8168,"某某教育咨询责任有限公司经营介绍： 教育培训                    要求：                                            1、2~3个字。名称响亮，易记，文雅，有创意，契合主题;(必需可以注册公司的)                                        2、最好有中、英文两种名称，并可注册商标                                        3、附上创意说明。                                        知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2017.02.20,2017.07.31,任务编号：477021,￥ 200,,明尼苏达猪工作室,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】婴儿产品品牌取名,3263人,130人,¥100,圆满完成,mf181****8667,产品类型包含，婴儿洗护，婴儿纸尿裤，生活用纸，中英文结合，有含义，简单明了。,2017.02.20,2017.03.19,任务编号：477026,￥ 100,,中标达人,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】宠物食品的一句广告语,7292人,151人,¥100,圆满完成,mf187****3186,宠物食品的一句广告语，主要表达意愿：我们的宠物食品可以让爱宠和主人更亲近，要求简单通俗，不拗口。,2017.02.20,2017.03.13,任务编号：476955,￥ 100,,o5884d65313226,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】一句话文章标题取名,4704人,62人,¥100,圆满完成,everimproving,任务说明：1.长按识别附件中二维码关注公众号2.公众号内回复数字103.点开阅读粉丝免费抽奖文章。目前公司运营部门对此活动文章标题不满意，需广大取名天师帮忙，重新为此篇文章构思标题。此篇文章多用于会员转发，要求：1.吸引人点开阅读，起码能够吸引到您自己点开阅读并参与。2.选取并体现最能吸引人阅读的活动特色，例如：免费关注公众号后，免费获得会员编号每日沪市收盘倒序5位与会员编号相同，即中现金大奖。关注一次，免费循环参加购买一箱，可获推荐资格，推荐朋友中奖，直属推荐人或等额奖金。推荐越多，中奖几率越高。无法作弊，公平，公正，公开，每天都有等。,2017.02.20,2017.04.23,任务编号：476893,￥ 100,,o58a89a5f425ff,,,,,,,,,,,,,,,,,,,,,,,
