标题,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,参与交稿,设计师,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【品牌起名】化妆品品牌取名,7170人,74人,¥100,圆满完成,nachis,深圳林芝生物科技有限公司是一家生产、经营美容用品及化妆品的公司。多年来，集团一直秉承“传承中华瑰宝、发展纯植物美容”的理念，坦诚相对朋友，真诚对待顾客。公司目前拥有一支由富有经验的管理人员引领的年轻化和充满活力的经营团队，为日后企业的可持续发展积聚可靠力量。公司经营目标是：要做到到绿色无添加、纯正植物美容。人人可以长时间使用的产品。化妆品品牌取名！  中标者可以做有机会获取LOGO设计和产品包装后续品牌文案化妆品包装高档，主要产品：中药面膜，天然植物面霜，等等名字要有中式古典感觉，   取的品牌名字要能在中国商标网上注册使用。要有特色，容易写故事，和文案的！,2015.04.01,2015.04.13,任务编号：342426,￥ 100,,五艺之星,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】旅行社征集亲子游旅游产品名称,11046人,66人,¥100,圆满完成,mf135****0660,"任务需求公司介绍： 我公司是旅行社，针对客源群体是大人带着小孩（3-16岁）的参加旅行社组织的1+1,2+1亲子游旅游，线路包括国内和出境。要求：征集亲子游旅游产品名称1、主题突出，客源突出，产品突出，让人一看就知道是亲子游旅游，希望有所创新，百度里搜索的免谈 2、附上创意说明 3、要求：8-10个字以内。 4、例如：大手牵小手亲子游、全家乐悠悠亲子游等.......... 知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.04.01,2015.05.02,任务编号：342335,￥ 100,,尚家小店,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】餐饮品牌取名,9807人,148人,¥150,圆满完成,yangchaowei,"主要是卖早餐 奶茶 外卖, 走电子商务路线，取个洋气点的！个人想了几天没头绪中文   英文   中英混合都行 主要是洋气点  容易记注意尽量别选上别人注册过的品牌",2015.04.01,2015.05.02,任务编号：342312,￥ 150,,宋佳传媒策划,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】给一个互联网购物平台起一个全球性的名字,5252人,47人,¥100,圆满完成,有间电商,"具体要求：1.名称只要英文不要中文，尽量精简、听起来响亮顺口。无需中文寓意和翻译。2.名称需具有现代感、全球通用性，符合海外华人购物诉求。3.名称符合社会主义价值观，不存在宗教、信仰偏见，并符合互联网特性。4.所取名称需可在工商局网和商标网注册，同时确定没有类似的名称，方可投稿。5. 有中国特性及家庭理念的最好。知识产权说明：1、所设计的作品为原创，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任。2、中标的设计作品，我方支付设计制作费，即拥有该作品进行修改,组合和应用的权利;设计者不得再向其他任何地方使用该设计作品; 作品的知识产权，包括著作权,使用权和发布权等都属我方拥有。",2015.03.31,2015.06.25,任务编号：342106,￥ 100,,人本美名,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】中低端大米命名,10960人,134人,¥100,圆满完成,mf152****6529,新产品大米上市，需要命名，东北米，但是不要提及具体的东北米的产地；提供命名，并提供命名的创意缘由或者方向,2015.03.30,2015.06.25,任务编号：341903,￥ 100,,风水师-乙火,个人,八品,40分,,,风水,￥1,宝宝起名,￥1,,,,,,,,,,,,,,
【公司起名】文化传媒公司起名,7430人,50人,¥300,圆满完成,小可521,一、起一个响亮大气（附带英文名），而不失内涵的名字。具有一定文化韵味（要通俗）、吉祥富贵（有发财寓意更好）高雅大方，文艺或艺术点。大气，有厚重感二、体现公司性质：文化传播（传媒）公司主要以：电视栏目、纪录片为、广告等业务三、体现公司文化理念、创新、诚信、专业、合作、共赢、敬业四、提供名字意义诠释，或宣传用语六、公司名需注册工商成功，要进行查重,2015.03.30,2016.06.26,任务编号：341852,￥ 300,,艾豆笔尖,,,,,,,,,,,,,,,,,,,,,,,
【宣传策划】旅游公司企业宣传语撰写,7180人,27人,¥500,圆满完成,走吧,走吧网，是中国最大的自驾游路书网站，宣扬“自由·分享”的汽车文化，分享专业的自驾游路书、游记，目的地，是自驾爱好者聚集的中国第一车旅生活社区。  1：提炼符合自驾游的推广语，须简单精炼亲民，可以类似于陌陌的方向2、点明走吧网是做自驾游的第一垂直社交分享网站；让人一想到自驾游，就想到走吧网；能吸引人来走吧网寻找或分享自驾游记；3、传达出休闲、健康、自由奔放、个性时尚的自驾旅行理念；4、能给人“说走就走”的激励鼓动的感觉，激发人们去自驾旅行；备注：需要200字以上的文案创意说明；,2015.03.30,2015.06.04,任务编号：341825,￥ 500,,艾豆笔尖,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】线上精品花店取名（中英文）+含义,8464人,85人,¥200,圆满完成,mf152****6357,"线上精品花店取名（中英文）+ 含义一、具体要求:1、品牌定位：我们同时开设鲜花实体店和网络专营鲜花店，定位在中高端市场，名字要求***大气、有特色、不俗气***；2、经营范围：高端花礼为主导的产品，包括花盒、花束和礼品等；3、目标消费人群：年龄在20岁—40岁，追求高品质生活，享受生活情趣，注重品牌效应的消费人群。4、名称要有中英文搭配（读音相近，英文名字不一定需要是现有的单词，也可以自己造词，只要和中文名字对应即可），字数5个字以内，同时附加取名的含义，取名最好要有相应的命名解释及故事延展。***额外加分要求：以个人情感角度，希望名字中带有“红”字，该要求纯粹为额外要求，前提是要满足店名基本的条件即大气、有特色、不俗气，此条件可作为加分要求，不与基本要求冲突，如有好的名字方案，可以不考虑此条件*** 二、知识产权说明 1、品牌名称需为原创，为第一次发布，未侵犯他人的著作权，必须可以注册第44类，可以在商标局网站进行查询http://sbcx.saic.gov.cn:9080/tmois/wscxsy_getIndex.xhtml。2、中标的作品，我方支付创意费用，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对作品进行修改,组合和应用；三、参考网站如下：（仅供参考，请勿模仿）Roseonly专爱花店——信者得爱 爱是唯一　网址：www.roseonly.com.cn花里Huali——定制惊喜　　　　　　　　　 网址：hua.li果然有花——花•阳光•感动　　　　　　　　网址：www.gf2003.com那时花开——时间为证 唯爱永恒　　　　　 网址：www.tbloom.cn15cm花屋——不止于爱　　　　　　　　　网址：www.15cmflower.com野兽派花店　　　　　　　　　　　　　　  网址：www.thebeastshop.com花在开——花在开，心快乐 　　　　　　        网址：www.bloominghour.com（如有需要，请各自搜索他们的品牌故事）参考例子如下：比如，花里花店：花里花店，源于一个简单而纯粹的愿望——从鲜花中得到美好。作为线上精品花艺品牌，花里一直致力于用鲜花唤醒人们对生活的感动，用优雅的法式美学为生活添色。就如我们的slogan“定制惊喜”一样，花里愿为每一位爱花之人，带去惊喜与感动。 又比如：花在开——花在开，心快乐真心希望每个消费者都能感受到生活的快乐！ 描述补充欢迎踊跃参与，希望稿件结果不要一下子就能百度出来的。。请尽量避免提供一大堆诸如“化妆品、女装用品”的名字，如创意有几十个近百个，发稿时，请自行挑选适合的几个，以免影响中标。",2015.03.30,2015.05.02,任务编号：341740,￥ 200,,rockdeng,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】给女孩起名,15280人,174人,¥100,圆满完成,mf137****4440,为我女儿起名孩子情况介绍;：2013年8月22日，五行不缺。姓：林孩子机灵活泼，好动可爱，贴心。我与她母亲对孩子以后没什么要求，但求孩子能够无忧无虑地生活，不要像我一样命途多舛，忧心忡忡。要求：1、名字必须是两个字。2、读起来不拗口。3、必须有典故。4、名字可以偏中性，但不可男性。5、不能照抄百度等，我一眼就可看出。,2015.03.28,2015.05.16,任务编号：341415,￥ 100,,绘本工作室,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】网站起名,6727人,90人,¥100,圆满完成,Vetake,母婴用品商城网站起名，主营奶粉、保健品、母婴用品，产品都是进口的，有合适的就选稿，最好配套域名,2015.03.28,2015.11.09,任务编号：341417,￥ 100,,艾豆笔尖,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】公司名称征集,7911人,88人,¥200,圆满完成,鱼跃龙门,公司是做建材保温材料，公司名称2个或3个字，可注册商标，商标局17、19类。,2015.03.26,2015.04.17,任务编号：340991,￥ 200,,五艺之星,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】奶茶品牌名称征集,8465人,128人,¥100,圆满完成,小丰,"奶茶品牌，比如（**茶饮）或（**饮品）主打奶茶，咖啡，果汁。名字应构思独特，有现代感，具有互联网的思维方式；名字应朗朗上口，简单易记，能让人一目了然，名字2个字，附上创意说明，广告语最好！例如：御可贡茶 都可茶饮 大维饮品...名字需要能进行相关工商类别注册商标。例如29 30 32类知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.03.25,2015.04.20,任务编号：340755,￥ 100,,清静莲华设计工作室,,,,,,,,,,,,,,,,,,,,,,,
