标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,知识
【生活家政】生活服务类软件开发一期,https://task.epwk.com/855408/,141人,1人,"¥49,000",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,生活服务类软件开发一期,直接雇佣￥ 49000,￥ 49000,任务编号：855408,413-500.csv,,,,,,"生活服务类软件, 软件开发"
【APP开发】行政管理相关软件开发三期,https://task.epwk.com/855410/,141人,1人,"¥17,851",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,行政管理相关软件开发三期,直接雇佣￥ 17851,￥ 17851,任务编号：855410,413-500.csv,,,,,,"行政管理, 软件开发, 三期"
【H5开发】跳跳虾小游戏H5页面开发,https://task.epwk.com/855413/,1512人,1人,"¥1,970",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,跳跳虾小游戏H5页面开发,直接雇佣￥ 1970,￥ 1970,任务编号：855413,413-500.csv,,,,,,"跳跳虾小游戏, H5页面"
【广告设计】奇趣酷玩店新店开业宣传海报设计,https://task.epwk.com/855416/,145人,1人,"¥1,960",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,奇趣酷玩店新店开业宣传海报设计,直接雇佣￥ 1960,￥ 1960,任务编号：855416,413-500.csv,,,,,,"奇趣酷玩店, 新店开业, 宣传海报设计"
品牌建设服务+宣传片摄制,https://task.epwk.com/855417/,122人,1人,"¥49,500",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,品牌建设服务+宣传片摄制,直接雇佣￥ 49500,￥ 49500,任务编号：855417,413-500.csv,,,,,,"品牌建设, 宣传片摄制"
【后端开发】雀悦网后台接口开发,https://task.epwk.com/855419/,1376人,1人,"¥1,980",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,雀悦网后台接口开发,直接雇佣￥ 1980,￥ 1980,任务编号：855419,413-500.csv,,,,,,"后台接口, 雀悦网, 开发"
【小程序开发】小程序开发,https://task.epwk.com/855422/,72人,1人,"¥8,900",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,小程序开发,直接雇佣￥ 8900,￥ 8900,任务编号：855422,413-500.csv,,,,,,小程序开发
【其他网站】二期二期,https://task.epwk.com/855423/,283人,1人,"¥3,000",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,二期二期,直接雇佣￥ 3000,￥ 3000,任务编号：855423,413-500.csv,,,,,,二期
【OA系统】人事管理软件开发,https://task.epwk.com/855446/,1428人,1人,"¥45,000",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,人事管理软件开发,直接雇佣￥ 45000,￥ 45000,任务编号：855446,413-500.csv,,,,,,"人事管理, 软件开发"
【商业贸易】商业贸易软件开发,https://task.epwk.com/855448/,218人,1人,"¥20,000",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,商业贸易软件开发,直接雇佣￥ 20000,￥ 20000,任务编号：855448,413-500.csv,,,,,,"商业贸易, 软件开发"
【其他软件开发】订单软件开发,https://task.epwk.com/855451/,108人,1人,"¥45,000",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,订单软件开发,直接雇佣￥ 45000,￥ 45000,任务编号：855451,413-500.csv,,,,,,"订单软件, 开发"
【品牌策划】品牌全案,https://task.epwk.com/855452/,80人,1人,"¥3,500",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,品牌全案,直接雇佣￥ 3500,￥ 3500,任务编号：855452,413-500.csv,,,,,,品牌全案
【其他软件开发】订单软件开发二期,https://task.epwk.com/855453/,121人,1人,"¥30,000",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,订单软件开发二期,直接雇佣￥ 30000,￥ 30000,任务编号：855453,413-500.csv,,,,,,"订单软件, 软件开发, 二期"
【品牌策划】商业计划书,https://task.epwk.com/855460/,229人,1人,"¥3,300",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,商业计划书,直接雇佣￥ 3300,￥ 3300,任务编号：855460,413-500.csv,,,,,,商业计划书
【微信代运营】微信代运营,https://task.epwk.com/855465/,187人,1人,"¥4,500",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,微信代运营,直接雇佣￥ 4500,￥ 4500,任务编号：855465,413-500.csv,,,,,,"微信运营, 代运营"
【微信代运营】品牌全案,https://task.epwk.com/855469/,142人,1人,"¥4,500",圆满完成,https://task.epwk.com/page443.html?m=6&o=7,品牌全案,直接雇佣￥ 4500,￥ 4500,任务编号：855469,413-500.csv,,,,,,品牌全案
【微信代运营】微信代运营,https://task.epwk.com/855475/,113人,1人,"¥4,200",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,微信代运营,直接雇佣￥ 4200,￥ 4200,任务编号：855475,413-500.csv,,,,,,"微信运营, 代运营"
【电商】电商系统软件开发,https://task.epwk.com/855505/,106人,1人,"¥48,000",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,电商系统软件开发,直接雇佣￥ 48000,￥ 48000,任务编号：855505,413-500.csv,,,,,,"电商系统, 软件开发"
【包装设计】酒盒设计,https://task.epwk.com/855511/,155人,1人,"¥3,300",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,酒盒设计,直接雇佣￥ 3300,￥ 3300,任务编号：855511,413-500.csv,,,,,,"酒盒, 设计"
【网站UI设计】html5站点设计,https://task.epwk.com/855512/,386人,1人,"¥11,000",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,html5站点设计,直接雇佣￥ 11000,￥ 11000,任务编号：855512,413-500.csv,,,,,,"html5, 网站设计"
【测试服务】安全测试,https://task.epwk.com/855514/,1608人,1人,"¥11,000",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,安全测试,直接雇佣￥ 11000,￥ 11000,任务编号：855514,413-500.csv,,,,,,安全测试
打车软件开发,https://task.epwk.com/855516/,56人,1人,"¥20,000",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,打车软件开发,直接雇佣￥ 20000,￥ 20000,任务编号：855516,413-500.csv,,,,,,"打车软件, 开发"
【小程序开发】卡通形象小程序开发,https://task.epwk.com/855525/,252人,1人,"¥4,088",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,卡通形象小程序开发,直接雇佣￥ 4088,￥ 4088,任务编号：855525,413-500.csv,,,,,,"卡通形象, 小程序开发"
【小程序开发】前端全栈开发,https://task.epwk.com/855527/,314人,1人,"¥2,200",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,前端全栈开发,直接雇佣￥ 2200,￥ 2200,任务编号：855527,413-500.csv,,,,,,"前端开发, 全栈开发"
【LOGO设计】4x4 1x3效果图,https://task.epwk.com/855537/,276人,1人,"¥1,900",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,4x4 1x3效果图,直接雇佣￥ 1900,￥ 1900,任务编号：855537,413-500.csv,,,,,,"4x4, 1x3, 效果图"
【小程序开发】微信小程序开发,https://task.epwk.com/855636/,124人,1人,"¥10,000",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,微信小程序开发,直接雇佣￥ 10000,￥ 10000,任务编号：855636,413-500.csv,,,,,,"微信小程序, 开发"
【小程序开发】微信小程序开发,https://task.epwk.com/855642/,122人,1人,"¥30,000",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,微信小程序开发,直接雇佣￥ 30000,￥ 30000,任务编号：855642,413-500.csv,,,,,,"微信小程序, 开发"
【品牌策划】品牌全案,https://task.epwk.com/855645/,92人,1人,"¥3,500",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,品牌全案,直接雇佣￥ 3500,￥ 3500,任务编号：855645,413-500.csv,,,,,,品牌全案
【宣传策划】商业计划书,https://task.epwk.com/855654/,309人,1人,"¥4,300",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,商业计划书,直接雇佣￥ 4300,￥ 4300,任务编号：855654,413-500.csv,,,,,,商业计划书
【企业官网】酒品网站开发,https://task.epwk.com/855660/,592人,1人,"¥5,000",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,酒品网站开发,直接雇佣￥ 5000,￥ 5000,任务编号：855660,413-500.csv,,,,,,"酒品网站, 网站开发"
【微信代运营】微信代运营,https://task.epwk.com/855662/,121人,1人,"¥2,500",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,微信代运营,直接雇佣￥ 2500,￥ 2500,任务编号：855662,413-500.csv,,,,,,"微信运营, 代运营"
【品牌策划】品牌全案,https://task.epwk.com/855670/,84人,1人,"¥3,500",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,品牌全案,直接雇佣￥ 3500,￥ 3500,任务编号：855670,413-500.csv,,,,,,品牌全案
【微信代运营】微信代运营,https://task.epwk.com/855686/,123人,1人,"¥2,500",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,微信代运营,直接雇佣￥ 2500,￥ 2500,任务编号：855686,413-500.csv,,,,,,"微信运营, 代运营"
【宣传策划】商业计划书,https://task.epwk.com/855691/,244人,1人,"¥5,700",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,商业计划书,直接雇佣￥ 5700,￥ 5700,任务编号：855691,413-500.csv,,,,,,商业计划书
【其他软件开发】soft开发0466,https://task.epwk.com/855693/,194人,1人,"¥73,519",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,soft开发0466,直接雇佣￥ 73519,￥ 73519,任务编号：855693,413-500.csv,,,,,,soft开发
【LOGO设计】冻干粉冰膜,https://task.epwk.com/855704/,435人,1人,"¥4,350",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,冻干粉冰膜,直接雇佣￥ 4350,￥ 4350,任务编号：855704,413-500.csv,,,,,,"冻干粉, 冰膜"
【小程序开发】会员分销商城源码开发,https://task.epwk.com/855729/,716人,1人,"¥6,000",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,会员分销商城源码开发,直接雇佣￥ 6000,￥ 6000,任务编号：855729,413-500.csv,,,,,,"会员分销商城, 源码开发"
【LOGO设计】LOGO设计,https://task.epwk.com/855731/,321人,1人,"¥35,000",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,LOGO设计,直接雇佣￥ 35000,￥ 35000,任务编号：855731,413-500.csv,,,,,,LOGO设计
【LOGO设计】商城购物app、租赁交易app、电影购票app等,https://task.epwk.com/855739/,217人,1人,"¥45,000",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,商城购物app、租赁交易app、电影购票app等,直接雇佣￥ 45000,￥ 45000,任务编号：855739,413-500.csv,,,,,,"商城购物, 租赁交易, 电影购票"
主题宣传摄制,https://task.epwk.com/855750/,58人,1人,"¥39,880",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,主题宣传摄制,直接雇佣￥ 39880,￥ 39880,任务编号：855750,413-500.csv,,,,,,"主题宣传, 摄制"
【店铺装修】tb店铺装修设计,https://task.epwk.com/855770/,256人,1人,"¥20,000",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,tb店铺装修设计,直接雇佣￥ 20000,￥ 20000,任务编号：855770,413-500.csv,,,,,,"tb店铺装修, 设计"
【ERP系统】做个旅游景点收费系统,https://task.epwk.com/855799/,1525人,1人,"¥50,000",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,做个旅游景点收费系统,直接雇佣￥ 50000,￥ 50000,任务编号：855799,413-500.csv,,,,,,"旅游景点, 收费系统"
【OA系统】做个旅游景点收费系统,https://task.epwk.com/855800/,1549人,1人,"¥50,000",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,做个旅游景点收费系统,直接雇佣￥ 50000,￥ 50000,任务编号：855800,413-500.csv,,,,,,"旅游景点, 收费系统"
【OA系统】做个旅游景点收费系统,https://task.epwk.com/855802/,1524人,1人,"¥50,000",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,做个旅游景点收费系统,直接雇佣￥ 50000,￥ 50000,任务编号：855802,413-500.csv,,,,,,"旅游景点, 收费系统"
【APP开发】APP 开发,https://task.epwk.com/855823/,184人,1人,"¥50,000",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,APP 开发,直接雇佣￥ 50000,￥ 50000,任务编号：855823,413-500.csv,,,,,,APP开发
【APP开发】APP 开发2,https://task.epwk.com/855824/,130人,1人,"¥50,000",圆满完成,https://task.epwk.com/page442.html?m=6&o=7,APP 开发2,直接雇佣￥ 50000,￥ 50000,任务编号：855824,413-500.csv,,,,,,APP开发
【LOGO设计】牛人设计总监 全网中标最高设计师操刀,https://task.epwk.com/855825/,387人,1人,"¥45,527",圆满完成,https://task.epwk.com/page441.html?m=6&o=7,牛人设计总监 全网中标最高设计师操刀,直接雇佣￥ 45527,￥ 45527,任务编号：855825,413-500.csv,,,,,,"设计总监, 全网中标, 最高设计师"
【APP开发】APP 开发3,https://task.epwk.com/855826/,176人,1人,"¥50,000",圆满完成,https://task.epwk.com/page441.html?m=6&o=7,APP 开发3,直接雇佣￥ 50000,￥ 50000,任务编号：855826,413-500.csv,,,,,,APP开发
【3D建模】鱼头火锅,https://task.epwk.com/855845/,2241人,1人,"¥20,000",圆满完成,https://task.epwk.com/page441.html?m=6&o=7,鱼头火锅,直接雇佣￥ 20000,￥ 20000,任务编号：855845,413-500.csv,,,,,,"鱼头, 火锅"
【网店推广】淘宝宝贝收藏手机电脑流量推广提升排名打造爆款,https://task.epwk.com/855869/,400人,1人,¥10,圆满完成,https://task.epwk.com/page441.html?m=6&o=7,淘宝宝贝收藏手机电脑流量推广提升排名打造爆款,直接雇佣￥ 10,￥ 10,任务编号：855869,413-500.csv,,,,,,"淘宝宝贝, 收藏, 流量推广, 排名, 爆款"
【小程序开发】网站系统开发一期,https://task.epwk.com/855872/,104人,1人,"¥46,500",圆满完成,https://task.epwk.com/page441.html?m=6&o=7,网站系统开发一期,直接雇佣￥ 46500,￥ 46500,任务编号：855872,413-500.csv,,,,,,"网站系统, 系统开发"
【小程序开发】茶叶微商城维护更新,https://task.epwk.com/855880/,115人,1人,"¥1,350",圆满完成,https://task.epwk.com/page441.html?m=6&o=7,茶叶微商城维护更新,直接雇佣￥ 1350,￥ 1350,任务编号：855880,413-500.csv,,,,,,"茶叶微商城, 维护更新"
【小程序开发】JHJH城团购小程序,https://task.epwk.com/855891/,268人,1人,"¥20,000",圆满完成,https://task.epwk.com/page441.html?m=6&o=7,JHJH城团购小程序,直接雇佣￥ 20000,￥ 20000,任务编号：855891,413-500.csv,,,,,,"团购小程序, 城市团购"
【小程序开发】混排课件请求模块开发,https://task.epwk.com/855895/,94人,1人,"¥1,970",圆满完成,https://task.epwk.com/page441.html?m=6&o=7,混排课件请求模块开发,直接雇佣￥ 1970,￥ 1970,任务编号：855895,413-500.csv,,,,,,"混排课件, 开发"
【前端开发】车宝佳网站前端页面开发,https://task.epwk.com/855896/,1333人,1人,"¥1,980",圆满完成,https://task.epwk.com/page441.html?m=6&o=7,车宝佳网站前端页面开发,直接雇佣￥ 1980,￥ 1980,任务编号：855896,413-500.csv,,,,,,"车宝佳网站, 前端页面, 页面开发"
【图片处理】沁心庄园风景照片精修,https://task.epwk.com/855897/,291人,1人,"¥1,960",圆满完成,https://task.epwk.com/page441.html?m=6&o=7,沁心庄园风景照片精修,直接雇佣￥ 1960,￥ 1960,任务编号：855897,413-500.csv,,,,,,"沁心庄园, 风景照片, 精修"
【其他家装服务】公司室内设计,https://task.epwk.com/855898/,782人,1人,"¥26,000",圆满完成,https://task.epwk.com/page441.html?m=6&o=7,公司室内设计,直接雇佣￥ 26000,￥ 26000,任务编号：855898,413-500.csv,,,,,,"公司室内设计, 室内设计"
【产品外观设计】设计儿童电动车,https://task.epwk.com/855927/,1395人,1人,"¥29,744",圆满完成,https://task.epwk.com/page441.html?m=6&o=7,设计儿童电动车,直接雇佣￥ 29744,￥ 29744,任务编号：855927,413-500.csv,,,,,,"儿童电动车, 设计"
【H5开发】舞蹈跳跳小游戏H5页面开发,https://task.epwk.com/855930/,1473人,1人,"¥1,960",圆满完成,https://task.epwk.com/page441.html?m=6&o=7,舞蹈跳跳小游戏H5页面开发,直接雇佣￥ 1960,￥ 1960,任务编号：855930,413-500.csv,,,,,,"舞蹈, 跳跳小游戏, H5页面"
【动漫角色设计】毒毓魔蛛动漫形象设计,https://task.epwk.com/855931/,568人,1人,"¥1,980",圆满完成,https://task.epwk.com/page441.html?m=6&o=7,毒毓魔蛛动漫形象设计,直接雇佣￥ 1980,￥ 1980,任务编号：855931,413-500.csv,,,,,,"毒毓魔蛛, 动漫形象设计"
【后端开发】玩课网后台接口开发,https://task.epwk.com/855934/,1323人,1人,"¥1,970",圆满完成,https://task.epwk.com/page441.html?m=6&o=7,玩课网后台接口开发,直接雇佣￥ 1970,￥ 1970,任务编号：855934,413-500.csv,,,,,,"后台接口, 玩课网, 开发"
【小程序开发】小程序开发,https://task.epwk.com/855937/,138人,1人,"¥20,000",圆满完成,https://task.epwk.com/page441.html?m=6&o=7,小程序开发,直接雇佣￥ 20000,￥ 20000,任务编号：855937,413-500.csv,,,,,,小程序开发
