标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4
【产品外观设计】塑料面板外观设计,https://task.epwk.com/909456/,2288人,4人,1000元以内,圆满完成,zhangheng304,机壳是钣金件，显示屏已有成品，在机壳和显示屏之间设计一塑料面板，要求外观新颖，配合巧妙牢固。,2020.12.11,2020.12.19,任务编号：909456,￥1000,5天,广东省-深圳市,上海结网科技有限公司,https://shop.epwk.com/09drj8pqe53w/,,,,,,,,,,,,,,,,,,
【LOGO设计】化工原料公司LOGO设计,https://task.epwk.com/909287/,725人,1人,1000-3000元,圆满完成,k6593****38,公司LOGO、名片设计、公司简介PPT设计，化工原料以及生物试剂行业，公司名字：倍耐斯特科科技。 工期希望一到两周内做好。 提供报价套餐，手机号微信。地区：武汉联系人：程先生,2020.12.10,2020.12.23,任务编号：909287,￥1000,10天,湖北省-武汉市,巨铭品牌设计,https://shop.epwk.com/2j5jjy39k5pz/,,,,,,,,,,,,,,,,,,
【包装设计】科技行业的品牌产品视频拍摄,https://task.epwk.com/909260/,1268人,5人,3000-5000元,圆满完成,o5f520071bc2fa,科技行业的品牌产品视频拍摄：按照谈好的来，合作愉快,2020.12.10,2020.12.11,任务编号：909260,"￥4500,￥800","10天,5天","江苏省-常州市,广东省-河源市-源城区",白马影视文化传媒,https://shop.epwk.com/7lngqxymedmr/,白马影视文化传媒,出售服务,https://shop.epwk.com/7lngqxymedmr/chushou/,企业,五品,38分,,,白马影视文化传媒,,产品宣传片,"￥600
            /件",产品拍摄,"￥600
            /件",形象宣传片,"￥600
            /件",海报画册,"￥600
            /件"
【插画设计】赣南特色小吃包装插画设计,https://task.epwk.com/909098/,1233人,1人,1000-3000元,圆满完成,o5bd96c36b58a6,"赣南特色小吃包装插画经营介绍：生产赣南18个县特色小吃VI应用内容：插画设计设计要求： 画面一正面客家女手提蓝子或簸箕为主体形象，菜篮子放些芋荷杆子，背景大余牡丹亭和腌制芋荷的传统瓦缸，体现地方地和，传统手作，传统秘方，还是原来的味道。画面国潮风格客家女形象以照片女为形象。画面二正面客家女手提蓝子或簸箕为主体形象(和画面一一样改背胶就好，菜篮子放只刚拔好毛清理干净鸭子，背景大余牡丹亭和挂晒板鸭的场景。画面国潮风格客家女形象以照片女为形象。  画面三正面客家女手提蓝子或簸箕为主体形象(和画面一一样改背胶就好，菜篮子放芋荷干子，背景大余牡丹亭和打渔的场景。画面国潮风格客家女形象以照片女为形象。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2020.12.09,2020.12.16,任务编号：909098,￥1000,4天,天津市-市辖区-南开区,异格设计,https://shop.epwk.com/m7d7w2z0y5q8/,,,,,,,,,,,,,,,,,,
【LOGO设计】实验室团队logo设计,https://task.epwk.com/908998/,737人,6人,1000元以内,圆满完成,o5fcf7af2c8a49,团队名称：脂类营养与蛋白质工程研究中心设计需求：logo中出现“脂类营养与蛋白质工程研究中心”、“Group of Dream”的字样。logo中加入innovation或innoval，并与油脂/oil和蛋白质/protein形象地结合起来。logo中出现麦穗、稻穗和油滴的形象，且油滴在中间，麦穗和稻穗似手的形象将其托举。logo整体感觉及颜色搭配与校徽以及学院标志契合。,2020.12.08,2021.01.23,任务编号：908998,"￥688,￥1000,￥799","5天,3天,3天","广东省-中山市-中山市,四川省-眉山市-东坡区,广东省-深圳市-福田区",盒鹿视觉设计,https://shop.epwk.com/3gd2m8k9vner/,盒鹿视觉设计,出售服务,https://shop.epwk.com/3gd2m8k9vner/chushou/,企业,四品,59分,总 43 次中标，交易总金额,￥5.45万,盒鹿视觉设计,,包装设计/标签设计/礼盒设计/系列包装,"￥1500
            /款",LOGO设计/标志设计/原创LOGO/定制LOGO,"￥800
            /起",品牌餐饮企业VI全案形象设计满意为止,"￥1688
            /套",,
【画册设计】回忆录画册设计,https://task.epwk.com/908281/,1276人,1人,1000-3000元,圆满完成,k6605****78,"项目:回忆录画册设计称呼:曲先生地区:辽宁省,大连市（大连优先）需求:回忆录画册设计，照片跟文字可以提供，大小：285*210，24P，要可以打印，根据沟通好的来。",2020.12.04,2021.01.15,任务编号：908281,￥1200,4天,辽宁省-葫芦岛市-龙港区,温渡传媒文化广告创意艺术设计,https://shop.epwk.com/9w56ewvzwdv1/,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【包装设计】休闲食品的包装设计,https://task.epwk.com/908249/,498人,1人,1000元以内,圆满完成,k7187****88,项目:休闲食品的包装设计按照谈好的设计，合作愉快,2020.12.04,2020.12.11,任务编号：908249,￥500,3天,福建省-福州市-台江区,鑫视格文化传媒有限公司,https://shop.epwk.com/89dvgxv2gdl2/,,,,,,,,,,,,,,,,,,
【LOGO设计】投资公司品牌LOGO设计,https://task.epwk.com/908236/,381人,1人,1000元以内,圆满完成,vitorru,投资公司品牌LOGO设计  已谈好,2020.12.04,2020.12.15,任务编号：908236,￥200,6天,河北省-邯郸市,精鑫设计工作室,https://shop.epwk.com/m7d7wv3pr5q8/,,,,,,,,,,,,,,,,,,
【插画设计】国潮插画设计（1副）,https://task.epwk.com/908193/,1986人,3人,3000-5000元,圆满完成,xibeinana,设计任务：国潮插画设计设计目的:  用于年画展览，宣传年画传统文化设计需求：1、要求插画师了解中国传统文化，并画过国潮类插画2、内容：以福禄寿喜财的五位神仙为主形象，一个神仙一个画面，并结合年画的特点设计。（主题分别是：福星高照，步步连升，富贵长寿，喜庆临门，招财进宝），插画师可选其中一个主题来设计。3、呈现形式：（后期会做成类似纸雕分层的形式，要考虑画面分层的效果）4、尺寸：大概4米 x 3米，要考虑印刷清晰5、有契约精神，按时交稿。,2020.12.04,2020.12.29,任务编号：908193,￥3000,8天,广东省-深圳市,映善中国,https://shop.epwk.com/09drjep7153w/,映善中国,出售服务,https://shop.epwk.com/09drjep7153w/chushou/,企业,一品,110分,总 190 次中标，交易总金额,￥128.29万,映善中国,,品牌企业VI / VIS / SI 系统设计,"￥100
            /件",产品外观 / 结构设计        工业设计 / 机械设计,"￥100
            /起",,,,
【LOGO设计】公司对外形象logo设计,https://task.epwk.com/908095/,1327人,25人,1000-3000元,圆满完成,gansu195123,公司几款产品分不同类型对外展示。需要logo设计。包括教育行业，零售行业，美业行业等,2020.12.03,2020.12.05,任务编号：908095,"￥1500,￥2000,￥3000,￥1000,￥2400,￥2888","20天,5天,5天,10天,5天,7天","上海市-市辖区-松江区,广东省-深圳市,天津市-市辖区-河西区,山东省-青岛市-黄岛区,山东省-青岛市,吉林省-长春市-南关区",上海结网科技有限公司,https://shop.epwk.com/09drj8pqe53w/,,,,,,,,,,,,,,,,,,
【产品外观设计】沙发效果图设计,https://task.epwk.com/908044/,1858人,3人,1000元以内,圆满完成,o53f8733a67bfd,做沙发的效果图不同角度5张，只要配搭合适场景，我这边提供沙发和茶几的3d模型,2020.12.03,2020.12.08,任务编号：908044,"￥700,￥800,￥1500","5天,3天,3天","湖北省-武汉市-洪山区,广东省-深圳市,四川省-成都市",普岚设计有限公司,https://shop.epwk.com/89dvgwleldl2/,普岚设计有限公司,出售服务,https://shop.epwk.com/89dvgwleldl2/chushou/,企业,四品,40分,,,普岚设计有限公司,,工业设计/外观设计,价格面议,平面设计/视觉设计,价格面议,空间设计/家装/工装,价格面议,logo定制/IP设计/UI设计,价格面议
【宣传册设计】宣传册设计,https://task.epwk.com/908005/,1033人,1人,1000-3000元,圆满完成,k5603****06,项目:宣传册设计称呼:陈先生地区:山东临沂需求:影视作品宣传项目设计，大概28个页面，内容，图片都有，具体详谈,2020.12.03,2020.12.22,任务编号：908005,￥2800,3天,山东省-德州市,空浪视觉工作室,https://shop.epwk.com/p05qjmkeydev/,,,,,,,,,,,,,,,,,,
【LOGO设计】面膜logo设计,https://task.epwk.com/907811/,1432人,10人,1000-3000元,圆满完成,baihe2020,YILEZI  怡乐姿   YIFUKOM怡敷康   面膜logo设计,2020.12.02,2021.01.05,任务编号：907811,"￥1600,￥2400,￥1888,￥2000","6天,4天,5天,3天","湖北省-武汉市-洪山区,山西省-太原市-小店区,广东省-广州市,四川省-眉山市-东坡区",巨铭品牌设计,https://shop.epwk.com/2j5jjy39k5pz/,,,,,,,,,,,,,,,,,,
【LOGO设计】图形商标设计,https://task.epwk.com/907678/,2040人,5人,1000-3000元,圆满完成,dsy1219,需求详情见附件。,2020.12.02,2021.05.12,任务编号：907678,￥2250,6天,北京市-北京市,江湖百晓生-一站式企业服务中心,https://shop.epwk.com/qgdmj430ydke/,江湖百晓生-一站式企业服务中心,出售服务,https://shop.epwk.com/qgdmj430ydke/chushou/,企业,七品,38分,,,江湖百晓生-一站式企业服务中心,,宣传品设计,"￥800
            /起",VI设计,"￥5599
            /起",VI设计,"￥2588
            /起",logo设计LOGO设计餐饮互联网商标标志标识设计,"￥2888
            /起"
【包装设计】医疗小器械包装设计,https://task.epwk.com/907560/,916人,1人,5000-10000元,圆满完成,vitorru,需求:医疗小器械包装设计，需要几十款的包装盒设计，风格统一，具体按沟通好的为准,2020.12.01,2021.04.29,任务编号：907560,￥9002,30天,上海市-市辖区,上海当然广告有限公司,https://shop.epwk.com/78n966yv0nkv/,上海当然广告有限公司,出售服务,https://shop.epwk.com/78n966yv0nkv/chushou/,企业,一品,87分,,,上海当然广告有限公司,,企业画册设计 产品宣传册 招商画册 产品样本 产品型录 图册目录 宣传画册 企业样本设计 企业型录,"￥500
            /页",包装设计 产品包装 礼盒套装 系列产品包装设计 高端精品包装 茶叶饮料酒类零食各类包装,"￥3500
            /件",logo商标设计 产品商标 企业商标 注册商标设计,"￥1500
            /起",企业VI视觉识别系统设计（基础10项）,"￥10000
            /件"
【包装设计】药品包装设计,https://task.epwk.com/907515/,1541人,17人,1000元以内,圆满完成,o5f28c1f696e3f,药品包装设计1款，提供参考样式,2020.12.01,2020.12.28,任务编号：907515,"￥260,￥700,￥800,￥1000,￥800,￥1000,￥800","2天,3天,5天,5天,5天,3天,4天","辽宁省-葫芦岛市-龙港区,广东省-深圳市,江苏省-南京市-玄武区,四川省-成都市-武侯区,广东省-广州市,广东省-广州市,四川省-成都市",温渡传媒文化广告创意艺术设计,https://shop.epwk.com/9w56ewvzwdv1/,,,,,,,,,,,,,,,,,,
【宣传册设计】企业宣传册设计,https://task.epwk.com/907448/,2384人,1人,1000元以内,圆满完成,k6416****43,"项目:企业宣传册设计称呼:廖先生地区:广西壮族自治区,南宁市（南宁优先）需求:冷库板，冷风机，制冷机组的生产厂家，企业宣传册设计，可以提供图片跟部分文字、文字部分需要设计师再编辑，A4尺寸，10页以内，带案例作品沟通，联系评估报价",2020.12.01,2020.12.10,任务编号：907448,￥450,3天,江苏省-盐城市-亭湖区,华耀广告传媒,https://shop.epwk.com/3gd2m8l9yner/,华耀广告传媒,出售服务,https://shop.epwk.com/3gd2m8l9yner/chushou/,企业,八品,39分,,,华耀广告传媒,,包装设计,"￥1000
            /起",VI设计,"￥3000
            /起",LOGO设计（D套餐，设计总监量身设计高端LOGO）,"￥2000
            /款",LOGO设计（C套餐，适合申请商标注册）,"￥1500
            /款"
【宣传册设计】公司宣传册设计,https://task.epwk.com/907444/,994人,1人,1000元以内,圆满完成,k5374****43,宣传册设计，资料有整理了，电子类行业，加手机号微信，比较急。地区：深圳联系人：邓先生,2020.12.01,2020.12.04,任务编号：907444,￥960,3天,四川省-成都市,瑞艺品牌全案机构,https://shop.epwk.com/zqdplw136n1v/,,,,,,,,,,,,,,,,,,
【LOGO设计】门店的logo设计,https://task.epwk.com/907296/,295人,1人,1000元以内,圆满完成,k8368****86,门店的logo设计：按照谈好的设计，合作愉快,2020.11.30,2020.12.25,任务编号：907296,￥300,2天,辽宁省-大连市-金州区,大连奇思妙想广告有限公司,https://shop.epwk.com/3gd2mo44pner/,,,,,,,,,,,,,,,,,,
【宣传单设计】产品介绍A4三折页设计,https://task.epwk.com/907083/,1223人,14人,1000元以内,圆满完成,痞子凯,有相关产品介绍与素材，请提供案例,2020.11.28,2020.12.10,任务编号：907083,"￥300,￥500,￥1000,￥300,￥300","3天,3天,7天,2天,2天","北京市-北京市-昌平区,广东省-广州市,山东省-青岛市,山东省-青岛市-黄岛区,河北省-石家庄市",迪漫设计,https://shop.epwk.com/2j5jj110k5pz/,,,,,,,,,,,,,,,,,,
【LOGO设计】女装店取名+slogan+LOGO设计,https://task.epwk.com/907126/,1447人,12人,1000元以内,圆满完成,o5f58323fa2961,女装店取名+slogan+LOGO设计主营业务：店面专做简约女装及女性定制美丽形象管理（年龄段25-40岁，主要以30岁左右女性为主）设计要求：1、店名：中英文、简洁，以及释义2、slogan  中英文，一句能打动人心的话,2020.11.29,2020.12.08,任务编号：907126,"￥200,￥700,￥888,￥1000,￥600,￥800,￥1000","3天,3天,7天,7天,3天,3天,7天","湖北省-十堰市,广东省-深圳市,广东省-广州市,山东省-青岛市,山东省-青岛市-黄岛区,陕西省-西安市-未央区,河北省-石家庄市",鸿翼创意设计,https://shop.epwk.com/0z5o4yj3qnjq/,鸿翼创意设计,出售服务,https://shop.epwk.com/0z5o4yj3qnjq/chushou/,企业,六品,45分,总 19 次中标，交易总金额,￥1.06万,鸿翼创意设计,,C4D电商场景搭建，产品建模,"￥1000
            /起",电商海报设计，运营海报设计,"￥100
            /件",电商产品主图,"￥100
            /起",移动应用UI设计、企业网站、游戏网站设计、后台界面设计,"￥200
            /页"
【LOGO设计】需求一个LOGO商标设计,https://task.epwk.com/907089/,739人,4人,1000元以内,圆满完成,o5fc21a1fe357b,公司名称：周口朱会飞农副产品店  主营三农助农 销售农产百货为主以及相关产品，主题请围绕朱会飞 农村三农设计,2020.11.28,2020.11.29,任务编号：907089,"￥300,￥300,￥800,￥1000","3天,3天,3天,3天","广东省-广州市,山东省-青岛市-黄岛区,北京市-北京市-昌平区,广东省-广州市-增城市",艺佳工作室,https://shop.epwk.com/09drj8goe53w/,艺佳工作室,出售服务,https://shop.epwk.com/09drj8goe53w/chushou/,工作室,四品,35分,,,艺佳工作室,,LOGO设计,"￥1000
            /起",品牌VI设计,"￥6000
            /起",创意海报设计,"￥1000
            /起",产品包装设计,"￥1000
            /起"
