标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,参与交稿,设计师,字段1_link,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【品牌起名】运动服装品牌取名,https://task.epwk.com/387655/,3370人,76人,¥200,圆满完成,单人悬赏,爱芬,"任务需求经营介绍：起一个女性运动品牌，主营跑步紧身服装，健身房服装 消费人群25-39岁女性为主。 要求： 1 名字清新简洁，易记。青春活力，带有动感2到5个字(必需可以注册的)  2 特立独行，性感， 大气，品味，新潮，有内涵，音韵和谐。易于传播，尽量简短好记。 3  最好有中、英文两种，并可注册商标 25类 服装 ，中标后可以配合修改 4  附上创意说明。5  在此衷心的感谢每一位用心参与的设计师，非常感谢大家。6  有问题可以加QQ280724743  注意：不能注册商标的不要投，不要投，抄袭来的不要投，不要投，谢谢！ 知识产权说明：     1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;    2、中标的设计作品，我方即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品",2015.10.27,2015.12.10,任务编号：387655,￥ 200,84,【柳字创】,https://shop.epwk.com/omdwkx77qdrp/,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】起五谷杂粮注册商标名字征集,https://task.epwk.com/387644/,9395人,68人,¥100,圆满完成,单人悬赏,o562ec6d399329,我们这边是亳州是药都 起个和五谷杂粮和药都连在一起的注册商标用名  有一定寓意。名字2-4字，最好和五谷杂粮有关联或者有含义的，后期应用于连锁加盟、推广用。,2015.10.27,2016.01.08,任务编号：387644,￥ 100,77,xdfswyyg,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】服装公司取名,https://task.epwk.com/387462/,6433人,161人,¥100,圆满完成,单人悬赏,mf138****6360,要求能注册主营服装设计批发零售定制，自主设计加工，20-29岁年龄段。量身定做要求名字时尚简单有创意。希望体现精工细做的特点。,2015.10.26,2015.11.14,任务编号：387462,￥ 100,197,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,
【宣传策划】一元租车求软文,https://task.epwk.com/387408/,6116人,37人,¥200,圆满完成,单人悬赏,mf180****2010,为推广电动汽车公司特开展一元租车活动，需要写点软文用来作宣传，每稿100-200字，适合在论坛、博客上发表。广告性不要太强，能够连载最好！,2015.10.26,2015.11.07,任务编号：387408,￥ 200,38,Nicole快行动,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】公司取名,https://task.epwk.com/387382/,5154人,75人,¥200,圆满完成,单人悬赏,mf136****1589,1、公司原名：厦门九鼎香贸易有限公司，公司主要是做茶叶的。2、希望是中文，最好就是：厦门xxx贸易有限公司。3、名字2-3个字的，但念起来要顺，不能拗口或有歧义，需要大气，好记，能体现行业特点，同时具有国际化的风格，并能体现公司蒸蒸日上的发展势头4、名字可以注册公司，交稿前可先去查询一下是否被注册5、名字可注册商标，交稿前可先去查询一下是否被注册6、附上创意说明知识产权说明：1、所取名称应为原创，为第一次发布，未在国家商标局注册过并且能通过商标查询，未侵犯他人著作权；如有侵犯他人著作权，由设计者承担所有法律责任。2.设计作品一经采用，所有权、修改权和使用权均归我方所有，设计者不得在其他任何地方使用该设计作品，包括并不限于著作权、使用权、发布权以及对设计作品进行修改、组合、应用等权利。,2015.10.26,2015.11.22,任务编号：387382,￥ 200,86,航嘉山庄,https://shop.epwk.com/09drj3e3353w/,https://shop.epwk.com/09drj3e3353w/chushou/,工作室,七品,39分,,,,,,,,,,,,,,,,,,,,
【宣传策划】宣传单文案,https://task.epwk.com/387302/,4587人,13人,¥200,圆满完成,单人悬赏,mf186****5526,详细的要求请下载附件,2015.10.25,2015.11.19,任务编号：387302,￥ 200,15,新疆合赢智创信息科技服务有限公司,https://shop.epwk.com/7g5yk8872n0q/,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】艺术工作室取名,https://task.epwk.com/387289/,9889人,141人,¥150,圆满完成,单人悬赏,旷旷,"艺术工作室取名 地点在成都                    经营介绍： 从事各类艺术专业培训，如声乐，乐器，绘画，播音主持等                    要求：                                            1、名称易记，文雅，有创意，和艺术贴近或者有艺术气息                            2、要原创，可注册商标的                            3、附上创意说明（创意最好和艺术有关）                            知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.10.25,2015.11.05,任务编号：387289,￥ 150,160,我的同桌太女神,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,
【宣传策划】以快递行业同质化竞争激烈为主题写软文,https://task.epwk.com/387164/,5907人,13人,¥600,圆满完成,单人悬赏,sos213,以快递行业目前的同质化竞争激烈为主题，结合本公司产品对快递行业的影响写一篇软文1、少产品宣传，以故事为主2、这个文案极大可能会成为今年的双十一和双十二期间，国家关于物流问题的大讨论中的一个辅文，对于个人的名誉和公司的形象提升都会是一个绝佳的机会3、也可价格自己报，本公司尊重知识、尊重劳动成果。4、希望各位大家在阅读完我提供的5个文件后，能激发本身潜能，写出经典作品，广为传颂,2015.10.24,2015.12.05,任务编号：387164,￥ 600,20,波斯猫文创,https://shop.epwk.com/4rn8qqjv6ngm/,https://shop.epwk.com/4rn8qqjv6ngm/chushou/,工作室,七品,37分,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】自助式火锅店取名,https://task.epwk.com/386174/,6119人,117人,¥100,圆满完成,单人悬赏,a1471****8,任务需求1、主要经营：自助式火锅，休闲型的，人均消费75左右，店面面积800左右2、希望是中文3、名字最好是4个字的，但念起来要顺，不能拗口或有歧义，需要大气，好记，能体现行业特点，同时要有高雅，文化的感觉，并能体现店面蒸蒸日上的发展势头。不要xx宴，xx阁，xx楼之类的。4、名字可以注册公司，交稿前可先去查询一下是否被注册5、附上创意说明知识产权说明：1、所取名称应为原创，为第一次发布，未在国家商标局注册过并且能通过商标查询，未侵犯他人著作权；如有侵犯他人著作权，由设计者承担所有法律责任。2.设计作品一经采用，所有权、修改权和使用权均归我方所有，设计者不得在其他任何地方使用该设计作品，包括并不限于著作权、使用权、发布权以及对设计作品进行修改、组合、应用等权利。,2015.10.20,2015.12.19,任务编号：386174,￥ 100,131,炎夏凉秋,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】洁具名称取名,https://task.epwk.com/387007/,4557人,72人,¥100,圆满完成,单人悬赏,keqingzhong,"产品主要就是卫浴洁具要求：1、名称响亮，易记，优雅，有创意但不失稳重;(必需可以注册公司的)2、最好有中、英文两种名称，并可注册商标3、附上创意说明。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.10.23,2015.11.08,任务编号：387007,￥ 100,88,mf15555330690,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】设计师女装品牌起名,https://task.epwk.com/386972/,3680人,72人,¥100,圆满完成,单人悬赏,mf186****1688,"经营介绍：起一个独立设计师女装品牌 消费人群18-35岁女性为主。 要求： 1 名字自然、亲和、清新简洁，易记。用字不俗，前卫有创意但不失稳重，具有前瞻性和时尚感2到5个字(必需可以注册的)  2 特立独行，性感， 大气，品味，新潮，有内涵，音韵和谐。易于传播，尽量简短好记。 3  最好有中、英文两种，并可注册商标 25类 服装 ，中标后可以配合修改 4  附上创意说明。5   带：恋、轩、心语之类的不要  例如：秋水伊人”、“浪漫一身”、“古木夕羊”、、“罗玛情怀”、“香影”、“敦奴”、“朝花夕拾”、“轩”宜”、“海贝”、“千百惠”、“尤西子”、“雅莹”、“名莎”、“玖姿   可参考：妖精的口袋，木果果木，七格格等网上一些独立设计师品牌 6  在此衷心的感谢每一位用心参与的设计师，非常感谢大家。7  有问题可以加QQ369829288  注意：不能注册商标的不要投，不要投，抄袭来的不要投，不要投，谢谢！ 知识产权说明：     1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;    2、中标的设计作品，我方即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品",2015.10.23,2015.11.13,任务编号：386972,￥ 100,92,清风阳光,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,
【商业提案】制定培训机构商业计划书,https://task.epwk.com/386841/,2876人,13人,¥2000,圆满完成,单人悬赏,谷中歌,具体需求看附件,2015.10.23,2015.11.13,任务编号：386841,￥ 2000,14,萧恩的芦苇荡,https://shop.epwk.com/89dvgygxgdl2/,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】建材行业商贸公司取名,https://task.epwk.com/386798/,4627人,77人,¥100,圆满完成,单人悬赏,M1599****726,我们是一家建材商贸公司，主营木材这一块  希望取个名字    两个字或者三个字都可以，尽量两个字，或者能带个“亿”字最好（参考，没有也没关系）。,2015.10.23,2015.11.27,任务编号：386798,￥ 100,88,五艺之星,https://shop.epwk.com/78dljwoxp5lx/,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】一家医疗科技网络平台公司取名,https://task.epwk.com/386706/,6691人,73人,¥108,圆满完成,单人悬赏,mf135****0976,公司将服务医药医疗行业，定位于汇聚整合行业的各项资源和人脉，旗下将建设医药医疗行业的“立项式投融资”、“威客互助”、“竞标式营销”三个平台。要求名字简洁大气，易上口，易传播和记住，而且查询没有被注册。如果末尾含一个“通”、或“宝”字，那么当然好，没这两字，其它名字只要取得好的，也可。,2015.10.22,2015.11.20,任务编号：386706,￥ 108,82,金名创鑫,https://shop.epwk.com/4rn8q16qgngm/,https://shop.epwk.com/4rn8q16qgngm/chushou/,工作室,七品,37分,,,,,,,,,,,,,,,,,,,,
【品牌起名】APP和网上商城取名,https://task.epwk.com/386585/,6152人,84人,¥180,圆满完成,单人悬赏,赚钱买岛,大庆网兜科技有限公司是专业进口商品批发的公司，客户人群为超市和青年用户。先征集企业App和网上商城名字，要求：体现共创、团结、新颖、科幻，让人过目难忘。（只要取一个名字）,2015.10.22,2015.11.27,任务编号：386585,￥ 180,93,rockdeng,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】服饰公司取名,https://task.epwk.com/386519/,4914人,73人,¥100,圆满完成,单人悬赏,zhouhe,起服饰公司名一个，有好的商标名提供可以再加悬赏主营：内衣内裤、睡衣套装，其他自由发挥,2015.10.21,2015.11.08,任务编号：386519,￥ 100,92,搞名堂123,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】美容行业公司取名,https://task.epwk.com/386318/,7363人,120人,¥200,圆满完成,单人悬赏,M1599****726,本公司主要是做纹绣 美甲 美睫等，公司主要是以美容 培训教育以及美容产品批发零售为主，现需取一个名字。要求：两个字  易记奢华有内涵的名字、符合美这个特性的名字如有了解更多情况，可以直接电话联系沟通,2015.10.21,2015.11.10,任务编号：386318,￥ 200,139,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,
【成人起名】美容行业从业者的艺名,https://task.epwk.com/386325/,8679人,87人,¥100,圆满完成,单人悬赏,M1599****726,本人长期从事美容行业，致力打造美的行业，个性比较豪爽和气，也是比较要强。1985年5月5日生 原名 夏莉娜，现想取一个符合我现在工作的艺名。要求：有涵养 智慧 勇敢  好记有个性并且要符合我在美容行业工作性质的，最好中英文都可以叫的要了解更多情况的话，可以直接电话联系,2015.10.21,2015.11.13,任务编号：386325,￥ 100,93,牛角刀文案,https://shop.epwk.com/78n969rx8nkv/,https://shop.epwk.com/78n969rx8nkv/chushou/,工作室,七品,39分,,,,,,,,,,,,,,,,,,,,
