标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,,
【H5开发】手机页面开发,https://task.epwk.com/1062371/,31人,1人,¥100,圆满完成,,手机页面开发,直接雇佣￥ 100,￥ 100,任务编号：1062371,0-88.csv,,
【详情页设计】建模渲染排版电商详情页设计,https://task.epwk.com/1062657/,1210人,1人,¥600,待验收,,建模渲染排版电商详情页设计,直接雇佣￥ 600,￥ 600,任务编号：1062657,0-88.csv,,
【宣传单设计】企业DM宣传单易拉宝三折页手提袋海报菜单展架名片画册创意,https://task.epwk.com/1062659/,50人,1人,¥600,圆满完成,,企业DM宣传单易拉宝三折页手提袋海报菜单展架名片画册创意,直接雇佣￥ 600,￥ 600,任务编号：1062659,0-88.csv,,
【小程序开发】荔林食府预订台,https://task.epwk.com/1062667/,64人,1人,"¥2,000",圆满完成,,荔林食府预订台,直接雇佣￥ 2000,￥ 2000,任务编号：1062667,0-88.csv,,
【其他网站】哔哩哔哩直播协议开发,https://task.epwk.com/1062687/,166人,1人,"¥20,000",圆满完成,,哔哩哔哩直播协议开发,直接雇佣￥ 20000,￥ 20000,任务编号：1062687,0-88.csv,,
【产品外观设计】风梳套装外观设计,https://task.epwk.com/1062720/,69人,1人,"¥7,000",圆满完成,,风梳套装外观设计,直接雇佣￥ 7000,￥ 7000,任务编号：1062720,0-88.csv,,
【小程序开发】同城平台二手车二开,https://task.epwk.com/1062795/,69人,1人,"¥3,500",圆满完成,,同城平台二手车二开,直接雇佣￥ 3500,￥ 3500,任务编号：1062795,0-88.csv,,
【其他工具软件】开发快递柜app前端,https://task.epwk.com/1062997/,52人,1人,"¥8,000",圆满完成,,开发快递柜app前端,直接雇佣￥ 8000,￥ 8000,任务编号：1062997,0-88.csv,,
【运维服务】11月基础服务器运维租赁费用,https://task.epwk.com/1063277/,35人,1人,"¥49,999",圆满完成,,11月基础服务器运维租赁费用,直接雇佣￥ 49999,￥ 49999,任务编号：1063277,0-88.csv,,
【API接口】11月额外软件支撑服务,https://task.epwk.com/1063282/,35人,1人,"¥11,000",圆满完成,,11月额外软件支撑服务,直接雇佣￥ 11000,￥ 11000,任务编号：1063282,0-88.csv,,
【其他软件开发】11月额外软件支撑服务01,https://task.epwk.com/1063283/,18人,1人,"¥9,999",圆满完成,,11月额外软件支撑服务01,直接雇佣￥ 9999,￥ 9999,任务编号：1063283,0-88.csv,,
【H5开发】手机页面开发,https://task.epwk.com/1063333/,33人,1人,¥300,圆满完成,,手机页面开发,直接雇佣￥ 300,￥ 300,任务编号：1063333,0-88.csv,,
【H5开发】手机页面开发,https://task.epwk.com/1063334/,83人,1人,¥200,圆满完成,,手机页面开发,直接雇佣￥ 200,￥ 200,任务编号：1063334,0-88.csv,,
【小程序开发】微信商城小程序开发,https://task.epwk.com/1063630/,87人,1人,"¥5,800",圆满完成,,微信商城小程序开发,直接雇佣￥ 5800,￥ 5800,任务编号：1063630,0-88.csv,,
【网站UI设计】网站样式优化,https://task.epwk.com/1063731/,46人,1人,¥600,圆满完成,,网站样式优化,直接雇佣￥ 600,￥ 600,任务编号：1063731,0-88.csv,,
【其他网站】赣州酷软科技有限公司,https://task.epwk.com/1063755/,43人,1人,"¥1,500",圆满完成,,赣州酷软科技有限公司,直接雇佣￥ 1500,￥ 1500,任务编号：1063755,0-88.csv,,
【脚本开发】自动化软件开发(第一期),https://task.epwk.com/1063782/,84人,1人,"¥45,000",圆满完成,,自动化软件开发(第一期),直接雇佣￥ 45000,￥ 45000,任务编号：1063782,0-88.csv,,
【定制开发】便民管理端后台页面,https://task.epwk.com/1063981/,48人,1人,"¥3,000",圆满完成,,便民管理端后台页面,直接雇佣￥ 3000,￥ 3000,任务编号：1063981,0-88.csv,,
【VI设计】包装＋logo,https://task.epwk.com/1064028/,100人,1人,"¥5,000",圆满完成,,包装＋logo,直接雇佣￥ 5000,￥ 5000,任务编号：1064028,0-88.csv,,
【APP开发】报工APP,https://task.epwk.com/1064029/,73人,1人,"¥5,000",圆满完成,,报工APP,直接雇佣￥ 5000,￥ 5000,任务编号：1064029,0-88.csv,,
【H5开发】手机页面开发YCBM,https://task.epwk.com/1064078/,62人,1人,¥200,圆满完成,,手机页面开发YCBM,直接雇佣￥ 200,￥ 200,任务编号：1064078,0-88.csv,,
【电商网站】php项目定制开发,https://task.epwk.com/1064102/,87人,1人,"¥8,000",圆满完成,,php项目定制开发,直接雇佣￥ 8000,￥ 8000,任务编号：1064102,0-88.csv,,
【APP开发】云天下直播app功能修改及安卓上架协助,https://task.epwk.com/1064118/,140人,1人,"¥4,000",圆满完成,,云天下直播app功能修改及安卓上架协助,直接雇佣￥ 4000,￥ 4000,任务编号：1064118,0-88.csv,,
【其他网站】长沙市开福区_建站项目,https://task.epwk.com/1064417/,51人,1人,¥600,圆满完成,,长沙市开福区_建站项目,直接雇佣￥ 600,￥ 600,任务编号：1064417,0-88.csv,,
【VI设计】logo调整+vi手册设计,https://task.epwk.com/1064563/,116人,1人,"¥3,000",圆满完成,,logo调整+vi手册设计,直接雇佣￥ 3000,￥ 3000,任务编号：1064563,0-88.csv,,
【其他软件开发】景区门票预订软件,https://task.epwk.com/1064598/,34人,1人,"¥3,000",圆满完成,,景区门票预订软件,直接雇佣￥ 3000,￥ 3000,任务编号：1064598,0-88.csv,,
【APP开发】景区观光车APP,https://task.epwk.com/1064703/,42人,1人,"¥31,255",圆满完成,,景区观光车APP,直接雇佣￥ 31255,￥ 31255,任务编号：1064703,0-88.csv,,
【小程序开发】​仿制详康地皇小程序,https://task.epwk.com/1064705/,80人,1人,¥150,圆满完成,,​仿制详康地皇小程序,直接雇佣￥ 150,￥ 150,任务编号：1064705,0-88.csv,,
【APP开发】江苏睿然科技有限公司APP二开,https://task.epwk.com/1064772/,58人,1人,"¥2,500",圆满完成,,江苏睿然科技有限公司APP二开,直接雇佣￥ 2500,￥ 2500,任务编号：1064772,0-88.csv,,
【其他网站】辛集市卓凯百货商行付费资源仿站项,https://task.epwk.com/1064803/,39人,1人,¥700,圆满完成,,辛集市卓凯百货商行付费资源仿站项,直接雇佣￥ 700,￥ 700,任务编号：1064803,0-88.csv,,
【采集工具】订单信息采集,https://task.epwk.com/1064949/,47人,1人,"¥1,500",圆满完成,,订单信息采集,直接雇佣￥ 1500,￥ 1500,任务编号：1064949,0-88.csv,,
【LOGO设计】需要为企业设计一个logo,https://task.epwk.com/1064954/,94人,1人,"¥1,000",圆满完成,,需要为企业设计一个logo,直接雇佣￥ 1000,￥ 1000,任务编号：1064954,0-88.csv,,
【小程序开发】婚恋 php 系统二开,https://task.epwk.com/1065067/,29人,1人,¥720,圆满完成,,婚恋 php 系统二开,直接雇佣￥ 720,￥ 720,任务编号：1065067,0-88.csv,,
【更多场景定制】功能己谈好,https://task.epwk.com/1065293/,102人,1人,"¥12,500",圆满完成,,功能己谈好,直接雇佣￥ 12500,￥ 12500,任务编号：1065293,0-88.csv,,
【软件UI设计】设计数据大屏,https://task.epwk.com/1065318/,51人,1人,¥400,圆满完成,,设计数据大屏,直接雇佣￥ 400,￥ 400,任务编号：1065318,0-88.csv,,
【手机网站】微信公众号/小程序/H5定制开发/电脑端PC/移动端手机,https://task.epwk.com/1065331/,63人,1人,"¥2,000",圆满完成,,微信公众号/小程序/H5定制开发/电脑端PC/移动端手机,直接雇佣￥ 2000,￥ 2000,任务编号：1065331,0-88.csv,,
【采集工具】小红书订单信息采集,https://task.epwk.com/1065399/,63人,1人,"¥1,500",圆满完成,,小红书订单信息采集,直接雇佣￥ 1500,￥ 1500,任务编号：1065399,0-88.csv,,
【其他网站】Daume 阀门网站建设项目,https://task.epwk.com/1065704/,28人,1人,¥700,圆满完成,,Daume 阀门网站建设项目,直接雇佣￥ 700,￥ 700,任务编号：1065704,0-88.csv,,
【其他网站】美国橱柜,https://task.epwk.com/1065746/,27人,1人,¥500,圆满完成,,美国橱柜,直接雇佣￥ 500,￥ 500,任务编号：1065746,0-88.csv,,
【其他网站】汽车配件商城站项目,https://task.epwk.com/1065763/,37人,1人,"¥1,500",圆满完成,,汽车配件商城站项目,直接雇佣￥ 1500,￥ 1500,任务编号：1065763,0-88.csv,,
【其他软件开发】景区预订软件开发,https://task.epwk.com/1065787/,20人,1人,"¥2,000",圆满完成,,景区预订软件开发,直接雇佣￥ 2000,￥ 2000,任务编号：1065787,0-88.csv,,
【其他网站】摩托车配件商城,https://task.epwk.com/1065860/,39人,1人,"¥2,200",圆满完成,,摩托车配件商城,直接雇佣￥ 2200,￥ 2200,任务编号：1065860,0-88.csv,,
【其他软件开发】项目款项支付,https://task.epwk.com/1066007/,20人,1人,"¥7,220",圆满完成,,项目款项支付,直接雇佣￥ 7220,￥ 7220,任务编号：1066007,0-88.csv,,
【LOGO设计】根据AI主体进行动作设计,https://task.epwk.com/1066042/,149人,1人,¥180,待验收,,根据AI主体进行动作设计,直接雇佣￥ 180,￥ 180,任务编号：1066042,0-88.csv,,
【彩页设计】宣传单页设计/画册设计/名片设计/彩页设计,https://task.epwk.com/1066049/,49人,1人,¥500,圆满完成,,宣传单页设计/画册设计/名片设计/彩页设计,直接雇佣￥ 500,￥ 500,任务编号：1066049,0-88.csv,,
【其他网站】完成车载设备GPS数据和视频文件推送到指定服务器的需求,https://task.epwk.com/1066051/,29人,1人,"¥5,000",圆满完成,,完成车载设备GPS数据和视频文件推送到指定服务器的需求,直接雇佣￥ 5000,￥ 5000,任务编号：1066051,0-88.csv,,
【脚本开发】糖果派对加速 数据抓取,https://task.epwk.com/1066126/,40人,1人,"¥6,200",圆满完成,,糖果派对加速 数据抓取,直接雇佣￥ 6200,￥ 6200,任务编号：1066126,0-88.csv,,
【画册设计】商务期刊设计,https://task.epwk.com/1066146/,53人,1人,"¥13,450",圆满完成,,商务期刊设计,直接雇佣￥ 13450,￥ 13450,任务编号：1066146,0-88.csv,,
【APP开发】共享应用软件开发,https://task.epwk.com/1066182/,24人,1人,"¥50,844",圆满完成,,共享应用软件开发,直接雇佣￥ 50844,￥ 50844,任务编号：1066182,0-88.csv,,
【运维服务】12月基础服务器运维租赁费用,https://task.epwk.com/1066209/,64人,1人,"¥49,999",圆满完成,,12月基础服务器运维租赁费用,直接雇佣￥ 49999,￥ 49999,任务编号：1066209,0-88.csv,,
【运维服务】12月年终基础费用,https://task.epwk.com/1066212/,28人,1人,"¥39,999",圆满完成,,12月年终基础费用,直接雇佣￥ 39999,￥ 39999,任务编号：1066212,0-88.csv,,
【其他网站】冷权威商城封装安卓APP_建站项目,https://task.epwk.com/1066292/,29人,1人,"¥8,000",圆满完成,,冷权威商城封装安卓APP_建站项目,直接雇佣￥ 8000,￥ 8000,任务编号：1066292,0-88.csv,,
【其他网站】样机网站建设,https://task.epwk.com/1066302/,32人,1人,"¥1,300",圆满完成,,样机网站建设,直接雇佣￥ 1300,￥ 1300,任务编号：1066302,0-88.csv,,
【其他网站】掌上科技项目,https://task.epwk.com/1066313/,27人,1人,¥900,圆满完成,,掌上科技项目,直接雇佣￥ 900,￥ 900,任务编号：1066313,0-88.csv,,
【其他工具软件】修改apl,https://task.epwk.com/1066327/,33人,1人,"¥1,000",圆满完成,,修改apl,直接雇佣￥ 1000,￥ 1000,任务编号：1066327,0-88.csv,,
【包装设计】丽彩颜料 各类包装设计,https://task.epwk.com/1066336/,53人,1人,¥800,圆满完成,,丽彩颜料 各类包装设计,直接雇佣￥ 800,￥ 800,任务编号：1066336,0-88.csv,,
【小程序开发】仿制7713冒险者营地小程序,https://task.epwk.com/1066462/,63人,1人,¥420,圆满完成,,仿制7713冒险者营地小程序,直接雇佣￥ 420,￥ 420,任务编号：1066462,0-88.csv,,
【定制开发】脐橙礼品箱,https://task.epwk.com/1066472/,39人,1人,"¥1,000",圆满完成,,脐橙礼品箱,直接雇佣￥ 1000,￥ 1000,任务编号：1066472,0-88.csv,,
【3D建模】建模与设计,https://task.epwk.com/1066559/,137人,1人,¥700,圆满完成,,建模与设计,直接雇佣￥ 700,￥ 700,任务编号：1066559,0-88.csv,,
【其他网站】首饰shopify设计沟通,https://task.epwk.com/1066576/,28人,1人,"¥1,000",圆满完成,,首饰shopify设计沟通,直接雇佣￥ 1000,￥ 1000,任务编号：1066576,0-88.csv,,
【H5开发】手机页面开发,https://task.epwk.com/1066836/,26人,1人,¥250,圆满完成,,手机页面开发,直接雇佣￥ 250,￥ 250,任务编号：1066836,0-88.csv,,
【其他网站】仿易烊千玺网站项目,https://task.epwk.com/1066839/,37人,1人,"¥1,200",圆满完成,,仿易烊千玺网站项目,直接雇佣￥ 1200,￥ 1200,任务编号：1066839,0-88.csv,,
【APP开发】ERP工程管理系统开发,https://task.epwk.com/1066981/,103人,1人,"¥102,125",圆满完成,,ERP工程管理系统开发,直接雇佣￥ 102125,￥ 102125,任务编号：1066981,0-88.csv,,
【H5开发】手机页面开发,https://task.epwk.com/1067024/,23人,1人,¥100,圆满完成,,手机页面开发,直接雇佣￥ 100,￥ 100,任务编号：1067024,0-88.csv,,
【后端开发】筛选软件,https://task.epwk.com/1067027/,38人,1人,¥300,圆满完成,,筛选软件,直接雇佣￥ 300,￥ 300,任务编号：1067027,0-88.csv,,
【其他工具软件】修改app,https://task.epwk.com/1067127/,33人,1人,"¥1,300",圆满完成,,修改app,直接雇佣￥ 1300,￥ 1300,任务编号：1067127,0-88.csv,,
【其他网站】上海电力大学仿站沟通,https://task.epwk.com/1067177/,31人,1人,¥600,圆满完成,,上海电力大学仿站沟通,直接雇佣￥ 600,￥ 600,任务编号：1067177,0-88.csv,,
【APP界面设计】手机端网页设计,https://task.epwk.com/1067221/,41人,1人,"¥1,000",圆满完成,,手机端网页设计,直接雇佣￥ 1000,￥ 1000,任务编号：1067221,0-88.csv,,
【其他网站】深圳市朗盛达贸易网站建设项目,https://task.epwk.com/1067258/,29人,1人,"¥1,000",圆满完成,,深圳市朗盛达贸易网站建设项目,直接雇佣￥ 1000,￥ 1000,任务编号：1067258,0-88.csv,,
【其他软件开发】景区门票预订软件,https://task.epwk.com/1067342/,18人,1人,"¥5,000",圆满完成,,景区门票预订软件,直接雇佣￥ 5000,￥ 5000,任务编号：1067342,0-88.csv,,
【小程序开发】小程序定制开发,https://task.epwk.com/1067359/,22人,1人,"¥14,250",圆满完成,,小程序定制开发,直接雇佣￥ 14250,￥ 14250,任务编号：1067359,0-88.csv,,
【H5开发】手机页面开发,https://task.epwk.com/1067411/,36人,1人,¥450,圆满完成,,手机页面开发,直接雇佣￥ 450,￥ 450,任务编号：1067411,0-88.csv,,
【画册设计】公司宣传册,https://task.epwk.com/1067510/,58人,1人,"¥8,500",圆满完成,,公司宣传册,直接雇佣￥ 8500,￥ 8500,任务编号：1067510,0-88.csv,,
【H5设计】Html页面创意设计,https://task.epwk.com/1067661/,67人,1人,"¥4,000",圆满完成,,Html页面创意设计,直接雇佣￥ 4000,￥ 4000,任务编号：1067661,0-88.csv,,
【其他网站】教堂网站+安卓app,https://task.epwk.com/1067788/,23人,1人,¥900,圆满完成,,教堂网站+安卓app,直接雇佣￥ 900,￥ 900,任务编号：1067788,0-88.csv,,
【其他软件开发】陕西 景区预订软件,https://task.epwk.com/1067824/,15人,1人,"¥10,000",圆满完成,,陕西 景区预订软件,直接雇佣￥ 10000,￥ 10000,任务编号：1067824,0-88.csv,,
【微信开发】微信小程序全套源码,https://task.epwk.com/1067853/,34人,1人,"¥21,980",圆满完成,,微信小程序全套源码,直接雇佣￥ 21980,￥ 21980,任务编号：1067853,0-88.csv,,
【其他软件开发】图片轮廓转换为矢量图dxf和plt,https://task.epwk.com/1067917/,60人,1人,"¥16,000",圆满完成,,图片轮廓转换为矢量图dxf和plt,直接雇佣￥ 16000,￥ 16000,任务编号：1067917,0-88.csv,,
【LOGO设计】LOGO设计,https://task.epwk.com/1067918/,11人,1人,¥640,圆满完成,,LOGO设计,直接雇佣￥ 640,￥ 640,任务编号：1067918,0-88.csv,,
【其他软件开发】北京职业人才测评中心,https://task.epwk.com/1068050/,41人,1人,"¥6,000",圆满完成,,北京职业人才测评中心,直接雇佣￥ 6000,￥ 6000,任务编号：1068050,0-88.csv,,
【其他软件开发】杭州元亨_建站项目2,https://task.epwk.com/1068052/,51人,1人,"¥4,500",圆满完成,,杭州元亨_建站项目2,直接雇佣￥ 4500,￥ 4500,任务编号：1068052,0-88.csv,,
【其他网站】建材价格查询站项目,https://task.epwk.com/1068054/,23人,1人,"¥1,000",圆满完成,,建材价格查询站项目,直接雇佣￥ 1000,￥ 1000,任务编号：1068054,0-88.csv,,
【其他网站】ERUDITE EPOCH PRESS INC_建站项目,https://task.epwk.com/1068055/,28人,1人,¥500,圆满完成,,ERUDITE EPOCH PRESS INC_建站项目,直接雇佣￥ 500,￥ 500,任务编号：1068055,0-88.csv,,
【剪辑服务】视频剪辑,https://task.epwk.com/1068128/,439人,1人,¥10,圆满完成,,视频剪辑,直接雇佣￥ 10,￥ 10,任务编号：1068128,0-88.csv,,
